smiles_list,monomer_ID,replicate_count,heavy_atom_count,compressibility,compressibility_std,compressibility_count,compressibility_raw
*CC(*)C(=O)OC1CC2CCC1(C)C2(C)C,PI428,1,15,-0.12654704423048171,0.0,1,3.6628845844049416e-10
*CC(*)C(=O)c1ccc(C(C)(C)C)cc1,PI323,1,14,-0.18839218295450746,0.0,1,3.5988162672883447e-10
*CC(*)CCCC,PI6,1,6,0.6709399061891914,0.0,1,4.489039200434389e-10
*C(F)(F)C(*)(F)F,PI513,1,6,-0.49916332672988295,0.0,1,3.2768736764739536e-10
*OC(C)COC(*)=O,PI1116,2,7,-0.7274027900110622,5.539306089931606e-13,2,3.040429574096353e-10
*CC(*)Cc1ccccc1C,PI295,1,10,0.29360966220835055,0.0,1,4.0981448758711575e-10
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5ccc(C(F)(F)F)cc5)c5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c1,PI1056,5,56,1.8807499986273193,7.597173299459226e-11,5,5.74233894641869e-10
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C(C)C)cc(Cc3cc(C(C)C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,PI1071,5,49,0.6224611752687255,5.867549389572655e-11,5,4.438817780123855e-10
*CC(*)CNc1ccc([N+](=O)[O-])cn1,PI393,3,13,-1.5832159177754186,2.3075497982342533e-11,3,2.1538521002091007e-10
*CC(*)c1c(Cl)cccc1Cl,PI186,2,10,0.9224938251602438,6.222419733354802e-11,2,4.749635854998914e-10
*CC1CC(*)C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1OC(=O)CCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,PI397,1,62,-1.1519464440800604,0.0,1,2.6006246351810045e-10
*CC(*)C(=O)OCCCC,PI415,1,9,1.5657068208050575,0.0,1,5.41597075259498e-10
*c1ccc(Oc2cc(C(C)(C)C)ccc2Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,PI1032,3,40,-0.966611682804854,1.1283682783036804e-11,3,2.7926217185911487e-10
*C=CC(C)C(*)C(=O)OC,PI268,2,9,0.07798316927608076,2.5525541140360403e-11,2,3.8747671486488e-10
*CC(*)c1ccc(C(=O)OCCN(C)C)cc1,PI109,1,16,0.7734145297494186,0.0,1,4.5951975309695905e-10
*CC(*)(C)CC,PI14,2,5,-0.45512330581157384,1.043537285870419e-10,2,3.3224968262352727e-10
*CC(*)C(=O)O,PI410,2,5,-2.355693704342654,1.0033921749831493e-11,2,1.3536056650581682e-10
*CC(*)c1ccccc1,PI82,1,8,0.21561884123577676,0.0,1,4.0173504795233417e-10
*CC(*)OC(=O)c1ccc(C(C)(C)C)cc1,PI298,1,15,0.6717207426731605,0.0,1,4.4898481060412527e-10
*CC(*)c1ccc(S(=O)(=O)OCCC)cc1,PI185,2,15,-0.010435056602119658,1.5336298107624213e-10,2,3.7831705082122774e-10
*CC(*)c1ccc(C#N)cc1,PI134,2,10,-0.30466165474334395,5.7464784179947834e-11,2,3.4783671981579926e-10
*CC(*)CCN(C(C)C)C(C)C,PI264,2,11,-0.030730266601456134,1.0799486883463361e-11,2,3.7621457360634475e-10
*CC(*)SCCCC,PI307,2,7,0.7080033382947282,3.0103149800805435e-11,2,4.5274349704263235e-10
*CC(*)Cc1ccccc1,PI26,1,9,-0.7576580268471785,0.0,1,3.0090867370028206e-10
*CC(*)c1ccc(C(=O)CC)cc1,PI167,1,12,-0.31400434414580664,0.0,1,3.4686886623877056e-10
*CC(*)c1ccc(C(=O)OCC(C)C)cc1,PI165,1,15,-0.09533337360538491,0.0,1,3.6952203085902415e-10
*C1CCC1*,PI72,2,4,1.808301126287063,3.209040813886751e-10,2,5.667285717925694e-10
*CC(*)CCCCCC,PI30,1,8,1.4265047066516883,0.0,1,5.271764669839213e-10
*c1ccc2c(c1)C(=O)N(c1c(C(C)C)cc(Cc3cc(C(C)C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,PI973,5,56,0.8490231570122605,1.8339970081626755e-11,5,4.67352409968896e-10
*CC(*)c1ccc2ccccc2c1,PI225,2,12,0.6908012879482751,1.232446327423025e-10,2,4.5096145493004175e-10
*CC(*)C(=O)OCc1ccccc1,PI473,1,12,-1.244432728468102,0.0,1,2.504813699683711e-10
*CC(*)c1ccccc1C(=O)O,PI97,1,11,-1.111120395190749,0.0,1,2.6429182786398713e-10
*c1ccc(-c2ccc(Oc3ccc(C4(C)CC(C)(C)c5ccc(Oc6ccc(-c7ccc(N8C(=O)c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9C8=O)cc7)cc6C(F)(F)F)cc54)cc3)c(C(F)(F)F)c2)cc1,PI1101,2,75,-0.5074730968058562,2.416853010096507e-11,2,3.268265190902126e-10
*c1ccc(Oc2ccccc2Oc2ccc(N3C(=O)c4ccc(Oc5ccccc5Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI1073,5,58,-0.6232079977005085,4.245139691097944e-11,5,3.1483699091554956e-10
*C=CCCCCCCCC*,PI53,2,10,0.2547959022449125,1.3022913211939643e-11,2,4.0579358581030566e-10
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(C(c3cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)c3cccc4ccccc34)cc1C)C2=O,PI1002,5,51,1.1064978745409104,4.925339955610389e-11,5,4.940254390742917e-10
*c1cc(C(c2ccc(O)c(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI979,4,39,-0.6077816090017901,4.7712630956532036e-11,4,3.164350838028882e-10
*CC(*)C(=O)Oc1ccc(OC)cc1,PI464,1,13,0.6892336408427654,0.0,1,4.507990549193782e-10
*c1ccc(-c2nc3cc4nc(*)oc4cc3o2)cc1,PI547,1,18,-0.3458070308310436,0.0,1,3.4357427484848884e-10
*CC(*)OC(=O)c1ccccc1OC(C)=O,PI331,2,15,-0.6095748025551792,5.2902891383825396e-11,2,3.1624931836424536e-10
*CC(*)CC(C)CC,PI38,1,7,0.6378913659929027,0.0,1,4.454802647696027e-10
*c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)ccc1C)C2=O,PI974,5,38,0.40813678701795325,8.015653957843444e-11,5,4.2167889649966814e-10
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c(-c3ccccc3)c2)cc1,PI1036,1,48,-0.9329832730352573,0.0,1,2.8274589857668207e-10
*c1ccc(Oc2cc(C(C)(C)C)ccc2Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI1037,3,46,-0.5350353571045641,3.9457709766266904e-11,3,3.239712136131763e-10
*CC(*)C(=O)OCC(C)(C)C,PI459,1,10,-0.227565175522967,0.0,1,3.558235103399595e-10
*CCC1CC(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)CC1*,PI399,1,35,-1.3314578638054682,0.0,1,2.4146602279162827e-10
*Cc1cccc(COC(=O)Nc2ccc(Cc3ccc(NC(=O)O*)cc3)cc2)c1,PI660,4,29,-1.1542303613993448,4.7866423120044155e-11,4,2.5982586167339774e-10
*CC(*)C(=O)OCCCCCCCC,PI421,1,13,0.8342444811043439,0.0,1,4.658214167264732e-10
*c1ccc(C(C)(C)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI985,4,38,-0.9574449343683452,4.322957592602048e-11,4,2.802117988756845e-10
*c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(Oc4ccc(Sc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,PI1115,1,58,-0.3671377413667584,0.0,1,3.4136452521396566e-10
*c1ccc(C(C)(C)c2ccc(C(C)(C)c3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1084,4,47,-0.8434930690953651,4.65827230054256e-11,4,2.920166139201058e-10
*CC(*)C=C,PI521,2,4,1.817297318042621,1.3207503089571528e-10,2,5.676605300323411e-10
*CC(*)OC(=O)c1ccc(CC)cc1,PI344,2,13,0.6944481052017101,4.848912834825578e-11,2,4.5133924605328905e-10
*CCCCO*,PI527,1,5,0.12416698025620272,0.0,1,3.922611152374479e-10
*CC(C)C(*)(C)C,PI16,2,6,-0.1046147671423125,7.14719964783122e-11,2,3.6856052721188817e-10
*CC(*)c1cc(C)ccc1F,PI197,2,10,0.7477238869665392,1.0313326938849828e-10,2,4.5685833736938255e-10
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5cccc(Oc6cccc7c6C(=O)N(*)C7=O)c5C4=O)cc3)cc2)cc1,PI1062,4,43,-1.3149111155950832,1.3061980094056396e-11,4,2.4318017904297417e-10
*c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)cc1C)C2=O,PI971,5,48,0.8387307993385764,1.5471545460443226e-10,5,4.662861757443152e-10
*CC(*)c1ccc(C(C)C)cc1,PI120,1,11,2.397172265711422,0.0,1,6.27732530518908e-10
*CC(*)c1ccc(C(C)(O)CC)cc1,PI140,2,13,-0.131093948122719,1.855382872165073e-11,2,3.6581742306653133e-10
*CC(*)C(=O)OC(CC)CC,PI457,2,10,1.0237787433904302,5.91360615431435e-11,2,4.854561713266563e-10
*c1ccc2c(c1)C(=O)N(c1ccc3c(c1)-c1cc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)ccc1C3)C2=O,PI959,5,44,-0.11134475121462686,8.304430321329129e-11,5,3.6786333619149327e-10
*CC(*)c1cc(C)ccc1C,PI192,1,10,0.0006741656576517715,0.0,1,3.7946790792874246e-10
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c5c(=O)n(*)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c1,PI1053,5,64,1.7573322376450167,3.672418795629261e-10,5,5.61448462493808e-10
*CC(OC)C1C(=O)OC(=O)C1*,PI387,2,11,-0.791982702126373,2.7910452590203212e-11,2,2.973528175310124e-10
*CCC=C(*)C(C)C,PI69,1,7,-0.10695042189448875,0.0,1,3.6831856564073694e-10
*CCO*,PI524,1,3,0.33080916965721524,0.0,1,4.136681612775415e-10
*CC(*)C(=O)Oc1cccc(C(=O)OC)c1,PI467,3,15,-1.0050248939057878,1.4661600206511883e-11,3,2.7528276484175246e-10
*CC1CC(*)C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1,PI398,1,34,-1.1292960565334287,0.0,1,2.624089247632228e-10
*CCC=C(*)CCCCCCC,PI68,2,11,0.660196913864078,3.495414644332619e-11,2,4.4779100243460644e-10
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI987,4,38,-1.3344539880070823,1.6257985416740337e-11,4,2.4115564005269336e-10
*CC(*)c1cccs1,PI373,1,7,-0.5228344746812466,0.0,1,3.252351609828921e-10
*C(OC(F)(F)F)C(*)(F)F,PI313,1,9,0.41187516667958834,0.0,1,4.2206617300774205e-10
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(-c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4C(F)(F)F)c(C(F)(F)F)c2)C3=O)cc1,PI1089,2,54,-0.924251473859666,5.5440944144033936e-11,2,2.836504671331156e-10
*C(F)(F)C(*)(OC(F)(F)F)OC(F)(F)F,PI312,1,14,3.607247954616628,0.0,1,7.530900195170613e-10
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,PI436,1,16,0.4597761680089402,0.0,1,4.2702846528598576e-10
*c1ccc(Oc2ccc(NC(=O)CN3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(CC(=O)Nc5ccc(Oc7ccc(-c8nnc(*)o8)cc7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,PI1021,2,70,-0.3795113470688065,1.4027846698922805e-10,2,3.4008268461929565e-10
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCCCCCCCCCC9)cc8)cc7C6=O)cc5)cc4)CCC(C(C)(C)C)CC3)cc2)cc1,PI1047,3,84,-0.5556444483478354,8.730518866379224e-12,3,3.21836219949162e-10
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCCCCCCCCCC9)cc8)cc7C6=O)cc5)cc4)C4CC5CC(C4)CC3C5)cc2)cc1,PI1048,5,84,-0.3559275027005172,8.043588317556878e-11,5,3.4252584709089835e-10
*Oc1ccc(Oc2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,PI546,1,30,-0.0517251510665408,0.0,1,3.7403961378979767e-10
*CC(*)c1ccc(C(C)(O)CCC)cc1,PI141,2,14,-0.20532221065593764,2.213239566490308e-11,2,3.5812776473426735e-10
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)CCCCCCCCCCC7)cc6)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,PI1044,1,72,-0.21667778643562577,0.0,1,3.5695138669533837e-10
*CC(*)C(=O)c1ccc(CCC)cc1,PI329,2,13,0.3919639284996899,7.859864349573066e-11,2,4.2000347325766736e-10
*CC(*)c1ccc(Cl)cc1C,PI190,2,10,1.5610147276041502,4.314272616681587e-11,2,5.411109990353378e-10
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9)CCCCCCCCCCC8)cc7)cc6C5=O)cc4)cc3C)c(C)c2)cc1,PI1042,1,76,-0.8320354370963124,0.0,1,2.9320356444761007e-10
*CC(*)C1CCC(C)CC1,PI66,1,9,0.5197354988218574,0.0,1,4.3323993719772807e-10
*CC(*)OC,PI253,1,4,-0.7468095550724542,0.0,1,3.0203251842637284e-10
*CC(*)c1ccc(C(C)(C)C)cc1,PI122,1,12,0.7025938725872589,0.0,1,4.5218310479268684e-10
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,PI966,5,45,-1.2323427436316585,1.595620013815204e-10,4,2.5173382893025097e-10
*CC(*)C(=O)Oc1cccc(N(C)C)c1,PI475,2,14,-1.0335567783112796,1.0920865073709537e-11,2,2.7232701139735926e-10
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,PI975,5,46,0.456004438435463,5.981121908165067e-11,5,4.266377339021176e-10
*c1ccc(-c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N(*)C4=O)cc2OC(F)(F)F)c(OC(F)(F)F)c1,PI1112,3,54,0.5444158766866978,9.746778809301017e-11,3,4.357966947832483e-10
*CC(*)C(=O)NC(C)C,PI456,1,8,1.5031446288418364,0.0,1,5.351159605964761e-10
*CC(*)c1ccc(OCC)cc1,PI179,2,11,0.22539133552290352,4.441589761647781e-11,2,4.027474270591249e-10
*CC(*)C(=O)Oc1ccc(C(=O)OCCCC)cc1,PI471,2,18,-0.5683983297465531,3.2112186316390697e-12,2,3.2051498478859946e-10
*CC(*)c1cc(C)c(C)cc1C,PI211,1,11,0.42994227845508715,0.0,1,4.2393783094318456e-10
*c1ccc(-c2sc(-c3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,PI993,5,45,0.533151927519755,3.0171751663289257e-11,5,4.3462980878039974e-10
*CC(*)OC(C)C,PI274,1,6,1.174339322995697,0.0,1,5.010534569960334e-10
*CC(*)OCC(C)(C)CC,PI316,1,9,1.2872375698669076,0.0,1,5.127491227050709e-10
*c1cccc(P(=O)(c2cccc(-n3c(=O)c4c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c5c(=O)n(*)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,PI1051,4,72,2.3836798585847747,2.9228224432460943e-10,4,6.263347879698717e-10
*C(=O)Nc1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,PI960,5,29,-1.684087005071421,3.9341601069237774e-11,5,2.0493549490649383e-10
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1063,5,43,-1.125579560626235,3.783030757037768e-11,5,2.627939342292168e-10
*CC(*)OCC(F)(F)F,PI376,2,8,0.6233169156085868,9.811292569164983e-11,2,4.4397042821932956e-10
*C(=O)Nc1cccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c1,PI990,3,29,-0.4041088297292733,1.9421282656405612e-10,3,3.3753451454178467e-10
*CC(*)c1ccccc1C(=O)OCCCC,PI102,1,15,0.44323420930317203,0.0,1,4.2531480520217535e-10
*c1ccc(Oc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)cc2)cc1,PI1064,5,29,-1.536102207293207,4.198724951100994e-11,5,2.2026594310032548e-10
*CC(*)C(=O)c1ccc(Br)c(OC)c1,PI322,2,13,-0.268589579536516,2.9017537175869468e-11,2,3.5157359744448016e-10
*CC(*)O[N+](=O)[O-],PI267,1,6,-0.8021397638128814,0.0,1,2.9630059926045776e-10
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccccc8Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7C6=O)cc5C(F)(F)F)cc4)c4ccccc4-c4ccccc43)cc2)c(C(F)(F)F)c1,PI1078,5,77,-0.12595810035191546,4.072570562649531e-11,5,3.6634946993461375e-10
*CC(*)OC(=O)c1cccc([N+](=O)[O-])c1,PI369,2,14,-1.1037489511156364,1.9417731680052948e-11,2,2.650554707732852e-10
*CC(*)c1ccccc1C(=O)OCCN(C)C,PI108,2,16,-0.07503025845240317,1.4829490435858773e-11,2,3.7162532700632616e-10
*CC(*)CC1CCCC1,PI23,1,8,0.6980838132779061,0.0,1,4.5171588632409276e-10
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,PI1104,2,36,0.12989367985979336,9.836116841153412e-12,2,3.9285437125369124e-10
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(-c4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,PI981,2,57,-0.8408774326496925,1.5182655291234646e-11,2,2.922875801249208e-10
*CC(*)c1ccccc1C(=O)NC,PI94,2,12,0.060853549181900043,8.477781549147143e-11,2,3.857021761461974e-10
*CC(*)c1ccc(CCCC)cc1,PI121,2,12,0.8133890848337965,3.780513453368073e-11,2,4.636609071546277e-10
*CC(*)c1cc(Cl)ccc1Cl,PI195,2,10,0.7207273594935489,4.55350163376992e-11,2,4.540616388432387e-10
*CC(*)OC(=O)C(F)(F)F,PI278,2,9,-0.14519503845681261,1.1449698967719014e-11,2,3.643566241325263e-10
*CC(*)c1ccc(COCCOCCCC)cc1,PI154,1,17,-0.02664081185619343,0.0,1,3.766382196500906e-10
*CC(*)c1cccc(C)c1,PI113,1,9,-0.2933633945187379,0.0,1,3.4900716026410355e-10
*CC(*)(C)C(=O)OCC(C)C,PI443,1,10,0.4580537112196988,0.0,1,4.268500278047713e-10
*CC(*)C(=O)OCCc1ccccc1,PI474,1,13,-1.257237381233377,0.0,1,2.4915487516076086e-10
*CC(*)OCCCCCCCCCCCCCCCCCC,PI402,1,21,0.5020432203186076,0.0,1,4.3140711002157847e-10
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI967,3,36,1.6351347471331257,7.6352100790837e-11,3,5.48789443960591e-10
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(*)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc2)cc1,PI982,1,60,-1.029769347466453,0.0,1,2.727193693505144e-10
*c1ccc(Cc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)c(C)c2)cc1C,PI1066,5,31,-0.84219576755073,2.588562951161819e-11,5,2.9215100754985967e-10
*CC/C=C(\*)C(C)(C)C,PI81,1,8,-0.1904405052473989,0.0,1,3.596694312920944e-10
*CC(*)C(=O)OC(F)(C(F)(F)F)C(F)(F)F,PI432,1,15,1.8208812351066554,0.0,1,5.680318050261652e-10
*CC(*)c1ccc(C(=O)CCCCC)cc1,PI170,1,15,-0.09316000851169139,0.0,1,3.697471800735069e-10
*CC(*)OC(=O)c1cccc(C)c1,PI361,1,12,-0.422152868931003,0.0,1,3.3566524680386363e-10
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI1083,5,46,-0.9754952423557678,4.094493224931155e-11,5,2.783418817244741e-10
*CC(*)c1ccccc1F,PI112,2,9,0.6469318423041873,2.2694629613557453e-11,2,4.4641681065687297e-10
*CC(*)c1ccccc1COCC,PI86,1,12,-0.1925559797186847,0.0,1,3.5945027924219243e-10
*c1ccc(C(=O)Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI1091,3,37,-1.2844648597687522,5.0331075738373265e-12,3,2.463342513169468e-10
*CC(*)c1ccc(C(=O)N(C)C)cc1,PI155,3,13,-0.3612618892755494,2.5734360999674697e-11,3,3.4197323264494043e-10
*CC(*)C(=O)OCC,PI412,1,7,1.2326872935631714,0.0,1,5.070980004452901e-10
*/C=C/C(C*)OC,PI279,3,6,-0.08401590938332504,5.400837869773316e-11,3,3.70694460740652e-10
*CC(*)OC(=O)C(C)(C)C(C)C(C)C,PI366,3,13,0.4174877684796451,6.10135797460226e-11,3,4.2264760909050327e-10
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,PI585,1,29,-0.6085214355530721,0.0,1,3.1635844165594384e-10
*CC(*)P(=O)(OCC)N(C)C,PI381,3,10,-0.12343757932327075,2.485710554776969e-11,3,3.6661058268153936e-10
*CC(*)C(=O)OCC(F)(F)C(F)(F)F,PI430,1,13,-0.3660683693610803,0.0,1,3.414753065400148e-10
*C(F)C(*)(F)OC(F)(F)F,PI314,1,9,-0.453745874014761,0.0,1,3.323923773267577e-10
*CC(*)OC(=O)c1ccncc1,PI354,2,11,-0.607273471158975,1.6705963643920702e-11,2,3.164877242159006e-10
*CC1(*)CCC(C)CC1,PI44,2,8,-0.4808075520345512,8.197893205862064e-12,2,3.2958892954597745e-10
*c1ccc(Oc2ccc3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3c2)cc1,PI1050,5,40,-1.1967259645873929,8.995225050956178e-11,5,2.5542354026659776e-10
*CC(*)c1ccc(C(C)=NO)cc1,PI138,2,12,-0.6982154613452803,2.7615889305137424e-11,2,3.070666114385965e-10
*CC(*)OC(=O)CCCCCCCCCCC,PI243,2,16,0.0836986136203879,6.312816824309895e-12,2,3.880688048953468e-10
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2OC(F)(F)F)c(OC(F)(F)F)c1,PI977,5,38,0.3966104052357283,7.821217516358939e-11,5,4.2048482385553376e-10
*CC(*)c1ccccc1COC,PI85,2,11,0.4077959697433026,5.440304915942733e-11,2,4.216435896191572e-10
*CC(*)C(=O)c1ccc(OC)cc1,PI327,1,12,-0.31082861669199113,0.0,1,3.4719785493179437e-10
*Oc1cccc2c(OC(=O)Oc3ccc(OC(*)=O)cc3)cccc12,PI817,1,24,-0.514038912773031,0.0,1,3.261463350236988e-10
*c1cccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)c1,PI953,1,29,-0.626323653824618,0.0,1,3.1451422529693487e-10
*CC(*)OC(=O)C(F)(F)C(F)(F)F,PI352,1,12,0.2529720435485482,0.0,1,4.0560464362382927e-10
*CC(*)c1ccccc1C(=O)OCCCCC,PI104,1,16,0.7916146216231921,0.0,1,4.61405187072495e-10
*CC(*)CCCCCCCCCCC,PI63,1,13,0.7944704573041844,0.0,1,4.6170103665714735e-10
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCCC2)cc1,PI801,1,22,-0.8081331268502933,0.0,1,2.956797183123379e-10
*Oc1ccc(C(C)(CCC#N)c2ccc(OC(*)=O)cc2)cc1,PI1119,2,22,-0.9503088324316624,6.228768988275092e-12,2,2.8095106157488536e-10
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,PI965,4,44,-1.3467735658806241,2.750469318186997e-11,4,2.398793964574339e-10
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,PI545,1,29,-0.940438918552559,0.0,1,2.8197353283999427e-10
*c1cccc(Oc2cccc(Oc3cccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)c3)c2)c1,PI962,5,36,-1.2662389512272254,2.4108522476550068e-11,5,2.4822235976373567e-10
*c1ccc(Oc2c(C)cc(Cc3cc(C)c(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)c(C)c3)cc2C)cc1,PI998,3,53,-0.7990960276678829,7.591047181435693e-11,3,2.9661591434678525e-10
*CC(*)c1ccc(CC)cc1,PI119,1,10,2.361976607745794,0.0,1,6.240864451156052e-10
*CC(*)(C)C(=O)OC(C)CC,PI442,1,10,0.5438448030522274,0.0,1,4.35737534552606e-10
