smiles_list,monomer_ID,replicate_count,heavy_atom_count,static_dielectric_const,static_dielectric_const_std,static_dielectric_const_count,static_dielectric_const_raw
*CC(*)c1ccc(COCCOCC)cc1,PI133,2,15,3.353486773539782,0.12910820327467182,2,2.232227233063946
*CC(*)OC(=O)CCl,PI372,1,7,4.609579805276337,0.0,1,2.5852156442744696
*CC(*)C(=O)Oc1ccc(OC)cc1,PI464,1,13,1.5226056023045986,0.0,1,1.7177113338267014
*CC(*)c1ccc(C(C)(O)CCC)cc1,PI141,2,14,0.44402176658660514,0.004520380866328809,2,1.414606719034683
*c1ccc(Oc2ccc3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3c2)cc1,PI1050,5,40,-0.23143890238472878,0.008144511476626953,5,1.2247881448119136
*CC(*)c1ccccc1C(=O)OCCCCC,PI104,1,16,-0.11213798733244197,0.0,1,1.258314196940432
*c1cccc(Oc2cccc(Oc3cccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)c3)c2)c1,PI962,5,36,-0.11512178923182952,0.005324105056380895,5,1.2574756862049845
*C(F)(F)C(*)(F)OC(F)C(F)F,PI405,1,11,1.9757059793401526,0.0,1,1.8450420156851564
*CC(*)CCCCCCCCCC,PI31,1,12,-0.9898027031384179,0.0,1,1.0116720567642543
*CC(*)c1ccc(C(=O)CCCCCCC)cc1,PI171,2,17,1.3271472157206756,0.00781458010497741,2,1.6627834394790622
*C=CC1CCC(*)C1,PI75,1,7,-0.5815427906001079,0.0,1,1.1264016303282531
*CC(*)OC(=O)c1cccc(Cl)c1,PI338,1,12,0.027070641907454108,0.0,1,1.2974347330955054
*CC(*)c1ccccc1COCCCCC,PI90,2,15,0.4007349888097049,0.07202672953721144,2,1.4024422292016594
*C(=O)Nc1cccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c1,PI990,3,29,1.0284691787107227,0.01970072903784284,3,1.5788486646782944
*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)F,PI346,1,15,-0.1433506065033533,0.0,1,1.24954279818852
*CC(*)c1ccc(C(=O)OC)cc1,PI160,2,12,0.5223403028859213,0.05404115997850184,2,1.4366158656489343
*CC(*)CC(C)(C)C,PI39,1,7,-0.9438410012288944,0.0,1,1.0245882562205515
*C(=O)Nc1cccc(C#Cc2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)c1,PI1018,4,28,0.5463236027676764,0.044129726525340605,4,1.4433556744902765
*CC(*)OCCCCCCCCCCCCCCCCCC,PI402,1,21,3.207839928273359,0.0,1,2.191297423559834
*C(C)C(*)OCC,PI286,1,6,-0.3689834960516782,0.0,1,1.186135237453634
*/C=C\CC*,PI47,1,4,0.2749228269300529,0.0,1,1.367086380541738
*c1ccc(S(*)(=O)=O)cc1,PI1137,1,9,-0.3023884437918124,0.0,1,1.204849839873801
*CC(*)c1ccc(C(O)CCN(C)C)cc1,PI144,2,15,1.1994183671355978,0.035605723066990294,2,1.6268889617703024
*CC(*)OC(=O)c1ccccc1OC(C)=O,PI331,2,15,1.2279882214142943,0.05415355438109194,2,1.6349176883180574
*c1ccc(Oc2ccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)cc2-c2ccccc2)cc1,PI1031,2,42,-0.35490655351319644,0.0007229038004545047,2,1.1900911527049836
*CC(*)c1ccccc1F,PI112,2,9,-0.6218267187648399,0.00615656839292213,2,1.1150810040363226
*CCC=C(*)C,PI522,1,5,-0.9283492348957306,0.0,1,1.028941766547114
*CC(*)C=C,PI521,2,4,-0.8344025089130166,0.0023967584915503336,2,1.0553427613024322
*CCCC=C(*)c1ccccc1,PI390,1,11,-0.8855474345248228,0.0,1,1.040969967586482
*c1cccc(P(=O)(c2cccc(-n3c(=O)c4c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c5c(=O)n(*)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,PI1051,4,72,-0.42716179063134024,0.0036589882707899436,4,1.1697859199654053
*CC(*)C(=O)c1ccc(CC)cc1,PI325,1,12,-0.14653086816550415,0.0,1,1.2486490781510764
*CC(*)OCC(C)(C)C,PI276,1,8,-0.642835670590026,0.0,1,1.109177049202883
*CCCCCCN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,PI970,4,37,-0.24717457258385062,0.010880536380181449,4,1.2203660923981352
*CC(*)C(=O)OC(F)(C(F)(F)F)C(F)(F)Cl,PI433,1,15,-0.3356081070590635,0.0,1,1.1955144197565155
*CC(*)(C)C(=O)OC,PI437,1,7,-0.2877048304934304,0.0,1,1.208976242296287
*CC(*)CC(C)CC,PI38,1,7,-0.941708405112193,0.0,1,1.025187560329378
*c1ccc2c(c1)Cc1cc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)ccc1-2,PI676,1,29,-0.18632864890124207,0.0,1,1.237465069453734
*CC(*)c1cc(C(C)C)ccc1C(C)C,PI194,1,14,-0.920520841493224,0.0,1,1.0311417088122672
*CC(*)(C)C(=O)OC(C)CC,PI442,1,10,-0.57538829567202,0.0,1,1.1281311721150311
*CC(*)c1ccccc1COC(C)C,PI88,1,13,0.021776329588314956,0.0,1,1.2959469206112648
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,PI583,1,27,0.6549223736720826,0.0,1,1.473874200294026
*C(F)(F)C(*)(F)c1c(F)c(F)c(F)c(F)c1F,PI216,2,16,-0.8537490270353013,0.00020977567691944228,2,1.049905985106803
*CC(*)c1ccccc1C(=O)OCCC,PI100,2,14,-0.17930813406865637,0.11298203294827565,2,1.2394379809451768
*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2)cc1C,PI582,2,25,0.31565565583465277,0.0426680900850624,2,1.3785331573296538
*CC(*)c1ccc(C(=O)CC)cc1,PI167,1,12,3.553092867846444,0.0,1,2.28832072002473
*C1CCC(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)CC1,PI978,5,28,0.02640605739707795,0.008308318962127751,5,1.2972479709493063
*CC(*)c1cc(Br)ccc1OCCC,PI201,2,13,-0.6035254197518675,0.007946438835180482,2,1.1202240518030526
*CC(*)OC(=O)C1CCCCC1,PI340,1,11,-0.42922813655538167,0.0,1,1.169205233546239
*CC(*)(C)C(=O)OC(C)(C)C,PI444,1,10,-0.430284004652025,0.0,1,1.1689085125291925
*CC(*)OC(=O)c1ccc(C#N)cc1,PI403,2,13,0.260455367628122,0.029594593889337342,2,1.3630207219127897
*CC(*)C(=O)c1ccc(C)c(C)c1,PI328,1,12,0.03427004870082915,0.0,1,1.2994579169691858
*C=CC(C)CCCCC*,PI80,1,9,-0.8640613636151097,0.0,1,1.0470080028609003
*CC(*)c1ccc(COCCCCCC)cc1,PI153,1,16,0.3953945399935214,0.0,1,1.400941451396874
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI1083,5,46,0.7781124496612382,0.028473211838234345,5,1.5084931879817436
*CCCC=C(*)c1ccc(OC)cc1,PI389,2,13,0.4476564992851415,0.08579826570423915,2,1.4156281549379277
*CC(*)SCC,PI309,3,5,1.0372942216140375,0.19357448031835672,3,1.581328686296597
*C(C)C(*)OCCCC,PI284,1,8,-0.5515180095967398,0.0,1,1.1348392217132404
*CC(*)OC(=O)CCCCCCCCCCC,PI243,2,16,-0.5828554321618363,0.015112257647426634,2,1.1260327505974876
*CCC=C(*)CCC,PI77,1,7,-0.9549107252827788,0.0,1,1.021477432254816
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2OC(F)(F)F)c(OC(F)(F)F)c1,PI977,5,38,-0.20490986404030123,0.012533094505695895,5,1.2322433594015496
*CC(*)OC1CCCCC1,PI308,2,9,-0.8599375753035119,0.012613026674270075,2,1.0481668736192764
*CC(*)C(=O)c1ccc(Br)cc1,PI406,1,11,-0.2874531003167821,0.0,1,1.2090469837404825
*C(C)C(*)C,PI49,1,4,-1.012513386251613,0.0,1,1.0052898798497392
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1063,5,43,3.244021381037103,1.5267805599496929,5,2.201465168466997
*CC(*)CNc1ccc([N+](=O)[O-])cc1,PI392,2,13,1.5298671249974116,0.00018555255103454616,2,1.7197519735671842
*CC(*)C1CC1,PI20,1,5,-0.8859053571252085,0.0,1,1.040869383850362
*C1CCC1*,PI72,2,4,-1.0246837128341346,6.537792801622384e-05,2,1.0018697635560134
*CC(*)C(C)=O,PI246,1,5,2.532279954906058,0.0,1,2.001450942724996
*CC(*)c1ccccc1C(=O)NC,PI94,2,12,0.7146874719313141,0.0014210187232617992,2,1.490669442801821
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,PI975,5,46,-0.04779738262814589,0.01604460704927859,5,1.2763952524491111
*c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)ccc1C)C2=O,PI974,5,38,-0.37090897655616145,0.006919131367754174,5,1.1855941371633516
*CC(*)OC(=O)c1ccccc1OC,PI357,3,13,0.5341454645499242,0.032227074865104864,3,1.4399333629636824
*CC(*)(C)C(=O)OCCCCCCCCCCCC,PI447,2,18,-0.7763603011407917,0.0013973791944100428,2,1.0716538355517207
*CC(*)c1ccc(C(=O)N2CCCCC2)cc1,PI157,2,16,0.5191953889338663,0.02947364488250372,2,1.4357320790572716
*CC(*)c1ccc(C(=O)CCN2CCCCC2)cc1,PI158,1,18,0.05396105871002751,0.0,1,1.3049915025895662
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,PI1109,2,42,-0.14582689285111927,0.0024171378013511796,2,1.2488469099370012
*CC(*)OC=O,PI270,1,5,1.2756280539104041,0.0,1,1.6483054775647572
*CC(*)c1ccc(OCCC)cc1,PI180,2,12,0.06599413224927907,0.01676471192434668,2,1.3083730479076925
*CC(*)OC(=O)C(F)(F)F,PI278,2,9,0.338368573140309,0.03054384572573725,2,1.3849159620989753
*CC(*)C(=O)OCC,PI412,1,7,0.6501794903466336,0.0,1,1.4725413508893186
*CC(*)OC(=O)c1ccc(OC)cc1,PI359,2,13,0.7426285128367694,0.027248774921041392,2,1.4985214596410112
*CC(OC)C1C(=O)OC(=O)C1*,PI387,2,11,1.9041750099016221,0.09137277817955433,2,1.8249403173105163
*CC(*)C(=O)OC(F)(C(F)(F)Cl)C(F)(F)Cl,PI434,1,15,-0.3697633981389479,0.0,1,1.1859160686566346
*CC(*)C(=O)OCCCC,PI415,1,9,-0.08390721084187892,0.0,1,1.2662476355384205
*CC(*)C(=O)Oc1ccccc1,PI463,1,11,0.1591670104308232,0.0,1,1.3345565752470216
*CC(*)C(=O)Oc1ccc(C(=O)OCC)cc1,PI470,1,16,0.5107555964846836,0.0,1,1.4333603208735128
*OC(C)COC(*)=O,PI1116,2,7,0.02783516667547128,0.0036639566623206054,2,1.2976495805442014
*CC(*)C1CCC1,PI21,1,6,-0.9851977451637868,0.0,1,1.012966146260881
*CC(*)c1ccccc1COCCCC,PI89,2,14,0.555236187684729,0.08273607168564853,2,1.4458602972452486
*CC(*)c1ccc(CCCCCC)cc1,PI124,2,14,-0.9261531425527235,0.000821434148234386,2,1.0295589144234603
*CC(*)C(C)C,PI5,3,5,-0.9629735079201258,0.000965679242924599,3,1.019211621712775
*CC(*)c1ccccc1COCCC,PI87,2,13,0.41109399953551323,0.052197820857028183,2,1.4053533278587076
*/C=C\CCCCC*,PI74,1,7,0.11836776402783045,0.0,1,1.3230911337530356
*CC(*)c1ccc(N(C)C)cc1,PI177,1,11,-0.6863958155071658,0.0,1,1.0969357374863904
*/C=C/CCCCCCCCCC*,PI55,1,12,-0.8501522729584065,0.0,1,1.050916748223101
*c1ccc(Oc2ccc(N3C(=O)c4cccc(Oc5cccc6c5C(=O)N(*)C6=O)c4C3=O)cc2)cc1,PI1060,5,36,0.07033250136810294,0.030909973207767772,5,1.3095922203605332
*CC(*)c1ccc(CCCCCCCCCCCCCC)cc1,PI129,1,22,-0.967532526328043,0.0,1,1.0179304421951516
*C=CCCCCCC*,PI57,1,8,-0.6403875938199325,0.0,1,1.109865009973115
*c1ccc(Oc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)cc2)cc1,PI1064,5,29,0.01801934860864384,0.009410931681527374,5,1.2948911303843826
*CC(*)c1ccc(C(C)(O)CCCC)cc1,PI142,1,15,1.227625468159492,0.0,1,1.6348157470670204
*CC(*)c1ccc(C(=O)CCCC)cc1,PI169,3,14,1.721245564288522,0.06176629764200414,3,1.7735333173995949
*C1CCC(CC2CCC(N3C(=O)C4C5C=CC(C6C(=O)N(*)C(=O)C56)C4C3=O)C(C)C2)CC1C,PI1082,4,33,-0.22781437095819987,0.008524096331427203,4,1.22580671394438
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C3(c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)c4ccccc4-c4ccccc43)cc1)C2=O,PI969,4,49,-0.29299977478621725,0.01147706618855489,4,1.2074882522142347
*CC(*)c1ccc(CCC)cc1,PI233,2,11,-0.9461018430508534,0.0005153336709195491,2,1.023952912386482
*CC(*)c1ccc(C(=O)N(CC)CC)cc1,PI156,1,15,0.6663479714075027,0.0,1,1.4770850322068347
*C(F)(F)C(*)(OC(F)(F)F)OC(F)(F)F,PI312,1,14,-0.8539199919373129,0.0,1,1.0498579403938646
*CC(*)CCc1ccccc1C,PI281,1,11,-0.90074777924322,0.0,1,1.036698352828313
*CC(*)C(=O)c1ccc(C)cc1,PI330,1,11,0.3372425834169442,0.0,1,1.3845995354383318
*CCCCCCCC(*)C,PI19,1,9,-0.9050772722820507,0.0,1,1.03548167473958
*CC(*)c1ccccc1C(=O)OCCCCCC,PI106,1,17,-0.4100373111710098,0.0,1,1.1745982568264357
*CC(*)C(=O)c1ccc(C(C)(C)C)cc1,PI323,1,14,-0.0036692402207146066,0.0,1,1.288796183339187
*C=CCCCCCCCCCC*,PI78,2,12,-0.8781111676788526,0.00865989888906539,2,1.0430597140885127
*CC(*)CCCCCCCCCCCCCCCCCCCC,PI54,3,22,2.6134106013089373,0.49411341604317605,3,2.024250351089393
*c1ccc(Sc2ccc3c(c2)Sc2ccc(Sc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc2S3)cc1,PI1086,2,44,-0.4033403730855779,0.004697919205825209,2,1.1764802364848084
*CC(*)C(=O)OCCCCCCCCCCCCCCCC,PI424,2,21,-0.25852327612742504,0.058237400406915454,2,1.2171768693613612
*CC(*)c1c(F)c(F)c(F)c(F)c1F,PI212,1,13,-0.37422465734884147,0.0,1,1.1846623615181422
*CC(*)CNc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,PI395,1,17,1.6469339512671526,0.0,1,1.7526502000252075
*CC(*)C(=O)Oc1ccc(C(=O)OCCCC)cc1,PI471,2,18,0.3041782641829663,0.022753254044253254,2,1.3753077702431824
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5ccccc5)c5c(=O)n(*)c(=O)c5c(-c5ccccc5)c4c3=O)c2)c1,PI1059,4,48,-0.31791236198459055,0.008703039645179881,4,1.2004872942022793
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(C2CCC(N4C(=O)c5ccc(*)cc5C4=O)CC2)C3=O)cc1,PI1088,1,40,0.48631649307995095,0.0,1,1.4264924217097703
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCCC2)cc1,PI801,1,22,-0.04994999048873752,0.0,1,1.275790324621736
*CC(*)c1ccc(C(=O)N2CCOCC2)cc1,PI159,2,16,0.11359071300825187,0.0230810810334006,2,1.321748682511712
