smiles_list,monomer_ID,replicate_count,heavy_atom_count,isentropic_bulk_modulus,isentropic_bulk_modulus_std,isentropic_bulk_modulus_count,isentropic_bulk_modulus_raw
*CC(*)C(=O)OCCC#N,PI460,1,9,2.56530387567601,0.0,1,4863461273.344384
*c1ccc(Oc2cc(C(C)(C)C)ccc2Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,PI1032,3,40,0.9430873890942035,146834683.54789045,3,3619459830.8246856
*C1CCC1*,PI72,2,4,-1.0054789580902481,1219949275.7528849,2,2125196046.1861258
*CC(*)c1ccc(C(=O)c2ccc(C)cc2)cc1,PI174,1,17,0.805826953124544,0.0,1,3514201265.30059
*CC(*)(C)C(=O)OCc1ccccc1Cl,PI452,1,14,0.8485465601613608,0.0,1,3546960920.5113773
*CC(*)C(=O)N1CCOCC1,PI462,1,10,0.8839859701873588,0.0,1,3574137735.4180512
*CC(*)c1ccccc1,PI82,1,8,-0.47123842743342514,0.0,1,2534879954.768485
*CC(*)OC(=O)c1ccc(C(C)(C)C)cc1,PI298,1,15,-0.7572767137403611,0.0,1,2315530660.931958
*CC(*)c1ccc(S(=O)(=O)OCCC)cc1,PI185,2,15,0.11574370370514238,1138707708.6895819,2,2985008913.455308
*CC(*)c1ccc(C#N)cc1,PI134,2,10,0.085489164246668,472303109.46505094,2,2961808131.660508
*CC(*)CCN(C(C)C)C(C)C,PI264,2,11,-0.17598956117499603,28486895.699749254,2,2761292408.6954656
*CC(*)SCCCC,PI307,2,7,-0.6496891552053826,112162590.51320408,2,2398034493.8801117
*CC(*)Cc1ccccc1,PI26,1,9,0.61200871908306,0.0,1,3365571187.4234548
*CC(*)c1ccc(C(=O)CC)cc1,PI167,1,12,0.08716936225276155,0.0,1,2963096596.400318
*CC(*)c1ccc(C(=O)OCC)cc1,PI161,1,13,-1.768554422820333,0.0,1,1540029401.211491
*C1CCC(CC2CCC(N3C(=O)C4C5C=CC(C6C(=O)N(*)C(=O)C56)C4C3=O)C(C)C2)CC1C,PI1082,4,33,0.775534600267315,395560768.6575789,4,3490971486.1907053
*CC(*)CCCCCC,PI30,1,8,-1.2031132884327662,0.0,1,1973639583.7342143
*c1ccc2c(c1)C(=O)N(c1c(C(C)C)cc(Cc3cc(C(C)C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,PI973,5,56,-0.9390752123355053,85704004.22605282,5,2176117952.22696
*CC(*)c1ccc2ccccc2c1,PI225,2,12,-0.6932394712487777,627469884.5104939,2,2364637807.045589
*CC(*)C(=O)OCCc1ccccc1,PI474,1,13,1.5849994075030331,0.0,1,4111711933.719983
*CC(*)c1ccccc1C(=O)O,PI97,1,11,1.2346100587834785,0.0,1,3843014840.0483966
*c1ccc(-c2ccc(Oc3ccc(C4(C)CC(C)(C)c5ccc(Oc6ccc(-c7ccc(N8C(=O)c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9C8=O)cc7)cc6C(F)(F)F)cc54)cc3)c(C(F)(F)F)c2)cc1,PI1101,2,75,0.28764519195078786,214581207.70135716,2,3116832070.917764
*c1ccc(Oc2ccccc2Oc2ccc(N3C(=O)c4ccc(Oc5ccccc5Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI1073,5,58,0.40958586819401205,404315189.1366588,5,3210342634.0288787
*C=CCC(C)(CC*)C(=O)OC,PI280,1,11,0.00816378180262215,0.0,1,2902510936.6810207
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(C(c3cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)c3cccc4ccccc34)cc1C)C2=O,PI1002,5,51,-1.1012501463737498,222427338.23753047,5,2051753631.217491
*c1cc(C(c2ccc(O)c(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI979,4,39,0.4003928799857014,474884632.9595717,4,3203292964.2179756
*CC(*)C(=O)Oc1ccc(C(=O)OCCCC)cc1,PI471,2,18,0.4778454111278848,44081872.29143246,2,3262687663.5473485
*c1ccc(-c2nc3cc4nc(*)oc4cc3o2)cc1,PI547,1,18,0.050269691344380585,0.0,1,2934799976.178407
*CC(*)OC(=O)c1ccccc1OC(C)=O,PI331,2,15,0.5947912694881442,462047518.1557878,2,3352367936.0018663
*CC(*)CC(C)CC,PI38,1,7,-0.7240219021462577,0.0,1,2341032210.161651
*c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)ccc1C)C2=O,PI974,5,38,-0.6761918184379506,368677566.5219638,5,2377710849.308234
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c(-c3ccccc3)c2)cc1,PI1036,1,48,0.8952650580707556,0.0,1,3582787136.8470907
*c1ccc(Oc2cc(C(C)(C)C)ccc2Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI1037,3,46,0.3600462011239982,420565344.73877823,3,3172352995.896857
*CC(*)C(=O)OCC,PI412,1,7,-0.930053076903402,0.0,1,2183036603.088285
*CCC1CC(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)CC1*,PI399,1,35,1.7561617463071824,0.0,1,4242968272.278141
*Cc1cccc(COC(=O)Nc2ccc(Cc3ccc(NC(=O)O*)cc3)cc2)c1,PI660,4,29,1.4059303209659273,721043264.3885827,4,3974392282.6096497
*CC(*)C(=O)OCCCCCCC,PI420,1,12,-0.03990739790839174,0.0,1,2865647412.361815
*c1ccc(C(C)(C)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI985,4,38,0.9281227940157112,519374487.44001126,4,3607984187.4575086
*c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(Oc4ccc(Sc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,PI1115,1,58,0.1590860866808053,0.0,1,3018246146.210584
*c1ccc(C(C)(C)c2ccc(C(C)(C)c3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1084,4,47,0.7458141097821026,471866473.97998506,4,3468180241.408141
*CC(*)C=C,PI521,2,4,-1.3647926522673448,440420457.8124599,2,1849655292.180326
*CC(*)OC(=O)c1ccc(CC)cc1,PI344,2,13,-0.7696457876756274,282364631.68705535,2,2306045400.5210457
*CCCCO*,PI527,1,5,-0.18102647576014685,0.0,1,2757429836.060059
*CC(C)C(*)(C)C,PI16,2,6,-0.07825397747594412,471770332.6431913,2,2836241226.015967
*CC(*)c1cc(C)ccc1F,PI197,2,10,-0.7992130272412546,523252962.07714134,2,2283371676.6529884
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5cccc(Oc6cccc7c6C(=O)N(*)C7=O)c5C4=O)cc3)cc2)cc1,PI1062,4,43,1.6637141311130181,218025297.77192852,4,4172074549.023377
*c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)cc1C)C2=O,PI971,5,48,-0.9546077762421668,688440634.4778438,5,2164206760.3079143
*CC(*)c1ccc(C(C)C)cc1C(C)C,PI188,2,14,-1.041404314908861,97297275.35105938,2,2097646581.5646937
*CC(*)c1ccc(C(C)(O)CCC)cc1,PI141,2,14,-0.05183795459857438,156371866.94387195,2,2856498430.178849
*CC(*)C(=O)OC(C)C,PI414,1,8,-0.5042886938215997,0.0,1,2509535261.626337
*c1ccc2c(c1)C(=O)N(c1ccc3c(c1)-c1cc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)ccc1C3)C2=O,PI959,5,44,-0.19671161896765055,455111889.4962778,5,2745401638.2592974
*CC(*)c1cc(C)ccc1C,PI192,1,10,-0.250017020129188,0.0,1,2704524235.9597
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c5c(=O)n(*)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c1,PI1053,5,64,-1.4102385160215125,669286634.4100356,5,1814804999.05708
*CC(OC)C1C(=O)OC(=O)C1*,PI387,2,11,0.6670995469737419,347627515.77515024,2,3407817749.4159417
*CCC=C(*)C(C)C,PI69,1,7,-0.11083686281806897,0.0,1,2811254945.3916926
*CCO*,PI524,1,3,-0.17723768515176985,0.0,1,2760335281.184808
*CC(*)C(=O)Oc1ccc(OC)cc1,PI464,1,13,-0.7086107191463209,0.0,1,2352850320.7784734
*CC1CC(*)C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1,PI398,1,34,1.3267528301134432,0.0,1,3913674792.897087
*CCC=C(*)CCCCCCC,PI68,2,11,-0.716831236181642,189227617.99851015,2,2346546393.321944
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI987,4,38,1.68255410980944,249449676.64540166,4,4186522041.6171513
*CC(*)c1cccs1,PI373,1,7,0.309835255926326,0.0,1,3133848586.175441
*C(OC(F)(F)F)C(*)(F)F,PI313,1,9,-0.6424581318373422,0.0,1,2403579625.232888
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(-c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4C(F)(F)F)c(C(F)(F)F)c2)C3=O)cc1,PI1089,2,54,0.9675858481380034,701216094.8376033,2,3638246545.5708866
*C(F)(F)C(*)(F)c1ccccc1,PI215,1,11,-2.2196072920611574,0.0,1,1194138193.3305025
*CC(*)C(=O)OCC(C)(C)C,PI459,1,10,0.02850054460827234,0.0,1,2918106242.5330267
*c1ccc(Oc2ccc(NC(=O)CN3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(CC(=O)Nc5ccc(Oc7ccc(-c8nnc(*)o8)cc7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,PI1021,2,70,0.4420134336687858,1343546909.9412467,2,3235209807.1600194
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCCCCCCCCCC9)cc8)cc7C6=O)cc5)cc4)CCC(C(C)(C)C)CC3)cc2)cc1,PI1047,3,84,0.36043695161031647,92611152.29647702,3,3172652644.046574
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCCCCCCCCCC9)cc8)cc7C6=O)cc5)cc4)C4CC5CC(C4)CC3C5)cc2)cc1,PI1048,5,84,0.059282059224154394,595846233.9341851,5,2941711136.7637496
*Oc1ccc(Oc2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,PI546,1,30,-0.09490575495759083,0.0,1,2823471761.90373
*CC(*)c1ccc(C(C)(O)CCCC)cc1,PI142,1,15,-1.0674385091688388,0.0,1,2077682183.7903297
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)CCCCCCCCCCC7)cc6)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,PI1044,1,72,-0.040911292723397684,0.0,1,2864877572.695941
*CC(*)C(=O)c1ccc(CC)cc1,PI325,1,12,-0.22317051135698449,0.0,1,2725111559.4861736
*CC(*)c1ccc(Cl)cc1C,PI190,2,10,-1.3000799353825698,143601543.819443,2,1899280427.8018098
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9)CCCCCCCCCCC8)cc7)cc6C5=O)cc4)cc3C)c(C)c2)cc1,PI1042,1,76,0.7249905946065958,0.0,1,3452211668.0821204
*CC(*)C1CCC(C)CC1,PI66,1,9,-0.7128570676843483,0.0,1,2349593996.021302
*CC(*)OC,PI253,1,4,0.6802024364908729,0.0,1,3417865738.4453425
*CC(*)c1ccc(C(C)(C)O)cc1,PI139,1,12,0.5596436465400579,0.0,1,3325414878.8666325
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,PI966,5,45,1.4716637427283081,1170165312.6812575,4,4024800148.742524
*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,PI468,1,16,0.7063673413975994,0.0,1,3437930372.06027
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,PI975,5,46,-0.7120027541044684,320440388.0936465,5,2350249128.880896
*c1ccc(-c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N(*)C4=O)cc2OC(F)(F)F)c(OC(F)(F)F)c1,PI1112,3,54,-0.7444220272907411,394162174.0671589,3,2325388314.7153697
*CC(*)C(=O)N1CCCCC1,PI461,1,10,0.6891387117659231,0.0,1,3424718547.194895
*CC(*)c1ccc(OCC)cc1,PI179,2,11,-0.4213463463445294,274105629.43410915,2,2573139842.618396
*CC(*)C(=O)Oc1ccc(C(=O)OCC)cc1,PI470,1,16,0.11698101042932992,0.0,1,2985957745.724281
*CC(*)c1cc(C)c(C)cc1C,PI211,1,11,-0.6214019669327222,0.0,1,2419726606.682
*c1ccc(-c2sc(-c3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,PI993,5,45,-0.751766966687094,155493363.36276156,5,2319755826.5241446
*CC(*)OC(C)C,PI274,1,6,-1.1436866938644021,0.0,1,2019211041.044977
*CC(*)OCC(C)(C)CC,PI316,1,9,-1.0979833831299515,0.0,1,2054258758.1356733
*c1cccc(P(=O)(c2cccc(-n3c(=O)c4c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c5c(=O)n(*)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,PI1051,4,72,-1.5227698032972543,687370394.6069397,4,1728510053.3099842
*C(=O)Nc1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,PI960,5,29,2.641256918035485,731525698.9247519,5,4921706085.328781
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1063,5,43,1.2550105920003805,485572442.8199803,5,3858659048.426202
*CC(*)OCC(F)(F)F,PI376,2,8,-0.5616265491166899,428161936.9206891,2,2465565560.117277
*C(=O)Nc1cccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c1,PI990,3,29,0.10447940091232857,1697839733.9271772,3,2976370850.01609
*CC(*)c1ccccc1C(=O)OCCCC,PI102,1,15,-0.5797947405211622,0.0,1,2451633229.567018
*c1ccc(Oc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)cc2)cc1,PI1064,5,29,2.26801301607771,636222812.9727931,5,4635482910.871025
*CC(*)C(=O)Oc1ccccc1C(=O)OCC,PI466,1,16,0.7057576573564518,0.0,1,3437462834.075702
*CC(*)O[N+](=O)[O-],PI267,1,6,1.1401160182401646,0.0,1,3770551809.548016
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccccc8Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7C6=O)cc5C(F)(F)F)cc4)c4ccccc4-c4ccccc43)cc2)c(C(F)(F)F)c1,PI1078,5,77,-0.1655812766016586,263716511.98151618,5,2769274032.067245
*CC(*)OC(=O)c1cccc([N+](=O)[O-])c1,PI369,2,14,1.258917716231169,258257182.2304645,2,3861655238.034314
*CC(*)c1ccccc1C(=O)OCCN(C)C,PI108,2,16,-0.10254075768069192,105797480.04030965,2,2817616837.8046703
*CC(*)CC1CCCC1,PI23,1,8,-0.8710812138676313,0.0,1,2228259348.197449
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,PI1104,2,36,-0.41081701649743796,87008806.78534064,2,2581214289.911277
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(-c4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,PI981,2,57,0.7294365497763592,172327589.12167236,2,3455621061.7668176
*CC(*)c1ccccc1C(=O)NC,PI94,2,12,-0.26782520038335383,609809121.5286252,2,2690867981.009713
*CC(*)c1ccc(CCCCCC)cc1,PI124,2,14,-1.176327432775797,100316683.13219713,2,1994180395.2424283
*CC(*)c1cc(Cl)ccc1Cl,PI195,2,10,-0.8442621967425906,228174164.86656955,2,2248825589.6741405
*CC(*)OC(=O)C(F)(F)F,PI278,2,9,-0.03902424782746284,79883817.67861503,2,2866324658.576315
*CC(*)c1ccc(Cl)c(C)c1,PI207,2,10,-2.1388058109771784,524817712.71476805,2,1256101044.6870432
*CC(*)c1cccc(C)c1,PI113,1,9,0.057901037201122274,0.0,1,2940652095.998837
*CC(*)(C)C(=O)OC(C)CC,PI442,1,10,-0.7447226795890135,0.0,1,2325157758.6238484
*CC(*)C(=O)OCCCCCCCCCCCCCCCC,PI424,2,21,-0.18625256246993468,174935764.60202348,2,2753422196.2293186
*CC(*)OCCCCCCCCCCCCCCCCCC,PI402,1,21,-0.5489713652122064,0.0,1,2475270224.792275
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI967,3,36,-1.3875400251942616,323945124.94186753,3,1832211402.9283776
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(*)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc2)cc1,PI982,1,60,1.0549548393573511,0.0,1,3705245711.22317
*c1ccc(Cc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)c(C)c2)cc1C,PI1066,5,31,0.749135264112912,322170756.0835061,5,3470727078.2899823
*CC/C=C(\*)C(C)(C)C,PI81,1,8,-0.07023291613074259,0.0,1,2842392200.2949886
*CC(*)C(=O)OC(F)(C(F)(F)F)C(F)(F)Cl,PI433,1,15,-0.6730545289977302,0.0,1,2380116688.862645
*CC(*)c1ccc(C(=O)CCCCC)cc1,PI170,1,15,-0.12101530009513026,0.0,1,2803449581.0892124
*CC(*)OC(=O)c1cccc(C)c1,PI361,1,12,0.21991941021696393,0.0,1,3064896357.7318025
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI1083,5,46,0.9380690812168632,453861401.780651,5,3615611526.797414
*CC(*)c1ccccc1F,PI112,2,9,-0.7801255355514498,72266431.54247117,2,2298008975.307395
*CC(*)c1ccccc1COCC,PI86,1,12,-0.02246124267276127,0.0,1,2879026047.3708067
*c1ccc(C(=O)Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI1091,3,37,1.5614962771178134,78186888.41147378,3,4093688489.657625
*CC(*)c1ccc(C(=O)N(C)C)cc1,PI155,3,13,0.19756269430841011,282451370.4006693,3,3047752044.9533973
*CC(*)C(=O)OC1CC2CCC1(C)C2(C)C,PI428,1,15,-0.17480546957341567,0.0,1,2762200432.7925115
*/C=C/C(C*)OC,PI279,3,6,-0.055438286175140364,312050848.38458496,3,2853737505.412122
*CC(*)OC(=O)C(C)(C)C(C)C(C)C,PI366,3,13,-0.6212580346274627,311652338.26572484,3,2419836981.589942
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,PI585,1,29,0.5434562167170682,0.0,1,3313001501.110303
*CC(*)P(=O)(OCC)N(C)C,PI381,3,10,-0.15304963692716597,184091546.3684623,3,2778883956.489265
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,PI436,1,16,-0.5942938848797411,0.0,1,2440514518.441489
*C(F)(F)C(*)(OC(F)(F)F)OC(F)(F)F,PI312,1,14,-2.0191063485795566,0.0,1,1347892926.4261053
*CC(*)OC(=O)c1ccncc1,PI354,2,11,0.47695862695509206,207872247.8505039,2,3262007630.518907
*CC1(*)CCC(C)CC1,PI44,2,8,0.21186839487611372,94799121.20890597,2,3058722413.1438828
*c1ccc(Oc2ccc3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3c2)cc1,PI1050,5,40,1.4063862776406735,898891213.6462579,5,3974741934.31508
*CC(*)c1ccc(C(C)=O)cc1,PI218,1,11,-0.9137094932095399,0.0,1,2195569727.89578
*CC(*)OC(=O)CCCCCCCCCCC,PI243,2,16,-0.22125106570519637,65155750.46057604,2,2726583491.9806423
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2OC(F)(F)F)c(OC(F)(F)F)c1,PI977,5,38,-0.6498177045461053,539644186.6676835,5,2397935915.443376
*CC(*)c1ccccc1COC,PI85,2,11,-0.6088862572734113,322460697.9184324,2,2429324315.125432
*CC(*)C(=O)c1ccc(CCC)cc1,PI329,2,13,-0.4047936226358751,431449985.8026543,2,2585833347.0560093
*Oc1cccc2c(OC(=O)Oc3ccc(OC(*)=O)cc3)cccc12,PI817,1,24,0.40753506734453615,0.0,1,3208769971.41808
*c1cccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)c1,PI953,1,29,0.42086634822821717,0.0,1,3218993103.0328245
*CC(*)OC(=O)C(F)(F)C(F)(F)F,PI352,1,12,-0.444010917570428,0.0,1,2555759450.0922923
*CC(*)c1ccccc1C(=O)OCCCCC,PI104,1,16,-0.7875672711247629,0.0,1,2292302258.685646
*CC(*)CCCCCCCCCCC,PI63,1,13,-0.6893808511627079,0.0,1,2367596801.1089034
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCCC2)cc1,PI801,1,22,0.7060725786855666,0.0,1,3437704332.415128
*Oc1ccc(C(C)(CCC#N)c2ccc(OC(*)=O)cc2)cc1,PI1119,2,22,0.9590021914063716,102573882.02694386,2,3631664143.3794603
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,PI965,4,44,1.7397575020458524,415836859.98337233,4,4230388629.7376194
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,PI545,1,29,0.9054866898497713,0.0,1,3590625624.979334
*c1cccc(Oc2cccc(Oc3cccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)c3)c2)c1,PI962,5,36,1.5967267521415545,403465186.48713243,5,4120705082.148641
*c1ccc(Oc2c(C)cc(Cc3cc(C)c(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)c(C)c3)cc2C)cc1,PI998,3,53,0.6841976121623742,709510217.3178182,3,3420929450.557491
*CC(*)c1ccc(CCC)cc1,PI233,2,11,-0.8548908515684253,365370275.9664031,2,2240674974.731715
*CC(*)(C)C(=O)OC(C)(C)C,PI444,1,10,-1.9378203859205811,0.0,1,1410227303.8910012
*C1Cc2ccccc2C1*,PI386,1,9,-0.1574487691515061,0.0,1,2775510469.116784
*c1ccc(C(c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N(*)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,PI995,5,53,-0.5372861759478906,492017872.2380416,5,2484231046.249314
*CC(*)OC(=O)c1cccc(Br)c1,PI334,1,12,1.0350394533257168,0.0,1,3689973539.378897
*CCC(C)C(*)C,PI51,2,6,0.07713826873238941,294669740.5707625,2,2955404223.087255
*CC(*)c1ccccc1C(=O)N(C)C,PI95,1,13,-2.1829873638753816,0.0,1,1222220292.0299573
*CC(*)c1ccccc1C(=O)OCCCCCC,PI106,1,17,-0.9311408033602393,0.0,1,2182202476.8834505
*CC(*)c1c(F)c(F)c(F)c(F)c1F,PI212,1,13,-0.8247295630928295,0.0,1,2263804246.738409
*CC(*)(C)C(=O)OC1CCCCC1,PI448,1,12,0.1683810555227476,0.0,1,3025374020.1677256
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI968,4,37,0.7843258762213752,219013266.24774644,4,3497713101.788192
*CC(*)Cc1cc(C)ccc1C,PI291,1,11,-0.09249352428844204,0.0,1,2825321588.025541
*c1cccc(N2C(=O)c3ccc(-c4cccc5c4C(=O)N(*)C5=O)cc3C2=O)c1,PI1103,1,28,1.183687872488541,0.0,1,3803965013.017826
*CC(*)C(=O)Oc1ccccc1C(=O)OC,PI465,2,15,1.3317558698354774,67728039.18359314,2,3917511388.494946
*CC(*)c1ccc(F)cc1C,PI189,1,10,-0.7629440211035209,0.0,1,2311184669.756743
*CC(*)C(=O)OCC=C,PI427,2,8,-0.15890977088661812,38265756.655566946,2,2774390095.6764717
*CC(*)N1CCCC1=O,PI408,1,8,0.6568363249571472,0.0,1,3399947367.6887493
*c1ccc(Oc2c(C)cc(Cc3cc(C)c(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)c(C)c3)cc2C)cc1,PI997,1,47,-0.8341987977259779,0.0,1,2256542736.5511866
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI1097,2,45,-0.1898456281794571,609758224.4922596,2,2750666843.313918
*CC(*)(F)C(C)=O,PI320,1,6,2.0400113953087153,0.0,1,4460639203.215761
*CC(*)(C(=O)OC)c1ccccc1,PI220,2,12,-0.7144874134408064,189921912.82515436,2,2348343760.624476
*CC(*)c1ccc(Cl)cc1Cl,PI191,1,10,-1.3103752956400843,0.0,1,1891385400.7708647
*c1cccc(P(=O)(c2cccc(-n3c(=O)c4c(-c5ccc(C(F)(F)F)cc5)c5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,PI1054,5,64,-0.8680416453799029,294522067.8174095,5,2230590250.1545234
