smiles_list,monomer_ID,replicate_count,heavy_atom_count,linear_expansion,linear_expansion_std,linear_expansion_count,linear_expansion_raw
*c1ccc(Oc2ccccc2Oc2ccc(N3C(=O)c4ccc(Oc5ccccc5Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI1073,5,58,-0.6612957555540572,2.876435938647033e-05,5,7.59745153053e-05
*CC(*)c1ccccc1F,PI112,2,9,-0.11612793095949295,4.751366392975723e-05,2,0.00010734445665705
*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2)cc1C,PI582,2,25,-0.044276437387421354,5.555813698014269e-05,2,0.00011147892138095
*CC(*)C(=O)OCC(C)(C)C,PI459,1,10,0.2640582887936101,0.0,1,0.0001292210584636
*CC(*)OC(=O)C1CCCC1,PI378,1,10,0.7546969439161939,0.0,1,0.0001574532929091
*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)F,PI311,1,13,-0.04953623909382677,0.0,1,0.0001111762628901
*c1ccc(Oc2ccc(NC(=O)CN3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(CC(=O)Nc5ccc(Oc7ccc(-c8nnc(*)o8)cc7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,PI1021,2,70,-1.8788995659203929,5.8532498435170444e-05,2,5.911392726e-06
*CC(*)C(=O)OCc1ccccc1,PI473,1,12,-0.6053676133115445,0.0,1,7.91927216317e-05
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)c1,PI1011,5,36,-1.0681619584265005,9.037407023921659e-06,5,5.25626990786e-05
*CC(*)c1ccc(C(=O)N2CCOCC2)cc1,PI159,2,16,-0.424034838176498,3.895507286930266e-06,2,8.962693705035e-05
*CC(*)NC(=O)OC(C)(C)C,PI348,2,10,0.4212106543681552,8.020756684433136e-05,2,0.0001382638894396
*CC(*)OCC(CC)CCCC,PI306,1,11,0.25441176243641694,0.0,1,0.0001286659799127
*CC(*)CCCCCCCCCCCCCC,PI56,1,16,1.8920301256895558,0.0,1,0.0002228974985281
*CC(*)c1ccccc1COC,PI85,2,11,-0.43430591682053554,5.934699600968604e-06,2,8.903592063275e-05
*C(F)(F)C(*)(F)c1c(F)c(F)c(F)c(F)c1F,PI216,2,16,-0.08713168914458164,5.1222953695015516e-05,2,0.00010901295278635
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCCCCCCCCCC9)cc8)cc7C6=O)cc5)cc4)C4CC5CC(C4)CC3C5)cc2)cc1,PI1048,5,84,-0.4086387384490784,5.650304896120669e-05,5,9.05128564383e-05
*CC(*)c1ccc(Cl)c(F)c1,PI209,2,10,-0.5812378505483636,1.667214169204785e-05,2,8.058119176615e-05
*CC(*)c1ccc(C(=O)N(C)C)cc1,PI155,3,13,0.006006872157600654,3.8226638736580096e-05,3,0.0001143723138378
*CC(*)C(=O)c1ccccc1,PI321,1,10,-0.31656913028773015,0.0,1,9.58107079952e-05
*c1ccc(-c2ccc(Oc3ccc(C4(C)CC(C)(C)c5ccc(Oc6ccc(-c7ccc(N8C(=O)c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9C8=O)cc7)cc6C(F)(F)F)cc54)cc3)c(C(F)(F)F)c2)cc1,PI1101,2,75,-0.6531304388809748,1.5491235932314092e-05,2,7.64443623755e-05
*CC(*)OC(=O)CCCC(=O)c1ccccc1,PI333,1,16,3.0486184700511325,0.0,1,0.0002894496809826
*CC(*)C(=O)OCCC#N,PI460,1,9,-0.579371529537664,0.0,1,8.06885832482e-05
*CC(*)CCCCCCCCCCCCCCCC,PI33,2,18,1.1481815817386694,2.684263359990684e-05,2,0.000180095109712
*CCCCCCCCCCCCSC(=O)S*,PI1125,1,16,-0.059353517800234436,0.0,1,0.0001106113589406
*CC(*)Cc1cc(C)ccc1C,PI291,1,11,0.08754435017910944,0.0,1,0.0001190641276025
*CC(C)O*,PI525,1,4,1.1161768176058455,0.0,1,0.0001782534977743
*CC(CCl)O*,PI526,1,5,-0.18402818721808756,0.0,1,0.0001034373532652
*c1ccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5cccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)c5)cc4)cc3C2=O)cc1,PI1079,4,45,-0.7782163502641173,1.6365436763342768e-05,4,6.924669309459999e-05
*CC(*)OC(=O)C(C)(C)C(C)(C)CC,PI365,2,13,-0.29211900247446737,6.503219791335649e-06,2,9.721761251330001e-05
*Oc1c(C)cc(C(C)(C)c2cc(C)c(ON3C(=O)c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)CCC(C(C)(C)C)CC6)cc5)cc4C3=O)c(C)c2)cc1C,PI1012,4,67,-0.32756503578632584,4.649622575850331e-05,4,9.517798373115e-05
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1063,5,43,-0.8535953266027151,2.1011359938967973e-05,5,6.49092506407e-05
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,PI586,1,30,1.244536077041192,0.0,1,0.0001856395214147
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(C(c3cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)c3cccc4ccccc34)cc1C)C2=O,PI1002,5,51,-0.6251261499085646,1.8110791146932262e-05,5,7.80557797465e-05
*/C=C/CCC*,PI58,1,5,3.4319605708461522,0.0,1,0.0003115078778847
*CC(*)c1ccc(C(=O)CCCCC)cc1,PI170,1,15,0.3085347965667788,0.0,1,0.0001317803170578
*CC(*)OC(=O)c1ccccc1OC(C)=O,PI331,2,15,0.41197937350542246,6.03590484698522e-05,2,0.0001377327048645
*CC(*)C(=O)c1ccc(C)cc1,PI330,1,11,-0.5494494533677666,0.0,1,8.24103535586e-05
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,PI583,1,27,-0.581909639839498,0.0,1,8.05425357969e-05
*CC(*)c1ccccc1COCCCC,PI89,2,14,0.37516281954777236,5.318808143147748e-06,2,0.00013561421384885002
*CC(*)c1ccc(C(C)(O)CC)cc1,PI140,2,13,0.8352057957782428,3.566723731552848e-06,2,0.0001620859176666
*CC(*)CCCC,PI6,1,6,0.8518350602364902,0.0,1,0.0001630427955806
*CC(*)c1cccs1,PI373,1,7,-0.5530496058777455,0.0,1,8.22031942803e-05
*C=CCCCCCC*,PI57,1,8,2.2688007448982317,0.0,1,0.0002445775605098
*c1ccc(Oc2ccc3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3c2)cc1,PI1050,5,40,-0.8412333323760318,4.5527904094166116e-05,5,6.56205821177e-05
*CC(*)c1ccc(Br)cc1,PI136,1,9,-0.3500577549130053,0.0,1,9.38837120445e-05
*CC(*)C(=O)OCCCCCCC,PI420,1,12,0.6864404798675445,0.0,1,0.0001535256926776
*c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)cc1C)C2=O,PI971,5,48,-0.9078682474998975,1.587067079493286e-05,5,6.17862887403e-05
*CC(*)C(=O)OC(CC)CC,PI457,2,10,0.9462900981467265,4.1055066881675524e-05,2,0.000168477909074
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI1097,2,45,-1.3151633419191373,9.398849148141132e-06,2,3.83497933193e-05
*CC(*)C(=O)c1ccc(CC)cc1,PI325,1,12,0.46162207552290235,0.0,1,0.0001405892356071
*CC(*)c1ccc(COC(C)CC)cc1,PI152,1,14,0.362341242953752,0.0,1,0.0001348764371723
*CC(*)c1ccc(COCCCC)cc1,PI150,2,14,1.053909895021808,4.442030753374062e-06,2,0.00017467054657745
*CC(*)OC(=O)c1ccccc1C,PI360,1,12,-0.4221536021282717,0.0,1,8.97351867706e-05
*CC(*)OC(=O)c1cccc([N+](=O)[O-])c1,PI369,2,14,-0.5928222363127069,1.3390349582225349e-05,2,7.991460528465e-05
*c1ccc(Oc2ccccc2Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI1034,1,42,-1.0516319216301797,0.0,1,5.35138672537e-05
*CC(*)c1ccc(C(C)=NO)cc1,PI138,2,12,0.45832417226133965,6.372610498457665e-05,2,0.0001403994682965
*CC(*)c1ccc(C(C)(C)C)cc1,PI122,1,12,-0.2636876840327125,0.0,1,9.88536019313e-05
*CC(*)C(=O)OC,PI411,1,6,1.0399895225263411,0.0,1,0.0001738695432
*CC(*)Cc1ccccc1C,PI295,1,10,-0.5261625672239917,0.0,1,8.37503230499e-05
*CC(*)c1cc(C)c(C)cc1C,PI211,1,11,-0.028929193986937687,0.0,1,0.0001123620294876
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5ccc(C(F)(F)F)cc5)c5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c1,PI1056,5,56,-0.30248463050358554,4.235674481220099e-05,5,9.66211555533e-05
*CC(*)CCCN(CC(C)C)CC(C)C,PI266,1,14,0.7019613724302001,0.0,1,0.0001544187928707
*C(F)C(*)(F)OC(F)(F)F,PI314,1,9,-0.6208106546163098,0.0,1,7.83041011406e-05
*CCCCO*,PI527,1,5,1.672379960043641,0.0,1,0.0002102584312476
*CC(*)C(=O)Oc1cccc(N(C)C)c1,PI475,2,14,0.22595844572884646,1.2218747276969795e-05,2,0.00012702872467475
*CC(*)C(=O)Oc1ccccc1C(=O)OC,PI465,2,15,-0.46606082999663834,3.1442907019915014e-06,2,8.72086855704e-05
*CC(*)(C)C(=O)OC(C)CC,PI442,1,10,-0.5515270951335235,0.0,1,8.22908022986e-05
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI987,4,38,-1.1258746382216598,7.081658131215653e-06,4,4.924180723805e-05
*CC(*)OC(C)(C)C,PI272,1,7,-0.1508097958302765,0.0,1,0.0001053487995073
*CC(*)N1Cc2ccccc2N1,PI229,2,11,-0.8724929436378646,2.1811010773889344e-05,2,6.382184762215e-05
*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PI350,1,21,1.1701571662970265,0.0,1,0.0001813596245415
*CC(*)c1ccc(COCCOCC)cc1,PI133,2,15,1.3014522541835034,3.2180988762285264e-05,2,0.0001889145810539
*CC(*)C(=O)OC1CC2CCC1(C)C2(C)C,PI428,1,15,-0.746933008573257,0.0,1,7.10467930819e-05
*CC(*)c1ccccc1C(=O)OCCCC,PI102,1,15,0.6496566058980913,0.0,1,0.0001514090821275
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCC(c%10ccccc%10)CC9)cc8)cc7C6=O)cc5)cc4)CC4CC3C3CCCC43)cc2)cc1,PI1039,2,84,-0.7791601224588542,1.0762700333646276e-05,2,6.91923867378e-05
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5ccccc5)c5c(=O)n(*)c(=O)c5c(-c5ccccc5)c4c3=O)c2)c1,PI1059,4,48,-0.4498984790893882,4.021248099790928e-05,4,8.81386964353e-05
*CC(*)OC(=O)C(C)(C)C(C)C(C)C,PI366,3,13,-0.14594104580447614,6.065052895582543e-05,3,0.0001056289561781
*CC(*)C(=O)C(C)C,PI247,1,7,0.14330902653640856,0.0,1,0.0001222729278066
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)CCCCCCCCCCC7)cc6)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,PI1044,1,72,-0.30136473866201186,0.0,1,9.66855961527e-05
*CC(*)C(=O)c1ccc(C)c(C)c1,PI328,1,12,-0.08089147031106071,0.0,1,0.0001093720262496
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(Cc4cc(C)c(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c(C)c4)cc3C)cc1)C2=O,PI1000,5,62,-0.740543244221327,2.808358609494243e-05,5,7.14144716644e-05
*CC(*)c1ccc(Cl)c(Cl)c1,PI208,1,10,0.9057565529146426,0.0,1,0.0001661455356665
*CCC=C(*)C,PI522,1,5,1.533377426840653,0.0,1,0.0002022599744099
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(C2CCC(N4C(=O)c5ccc(*)cc5C4=O)CC2)C3=O)cc1,PI1088,1,40,-0.6657111225599709,0.0,1,7.57204471124e-05
*C(F)(F)C(*)(F)F,PI513,1,6,-0.8500379035195488,0.0,1,6.51139511906e-05
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI1083,5,46,-1.21716554919659,1.423175311999751e-05,5,4.39887633238e-05
*OC(C)COC(*)=O,PI1116,2,7,-0.009766077568153909,1.1501369403080931e-05,2,0.00011346470982024999
*CC(OC)C(C(=O)O)C(*)C(=O)O,PI388,1,12,-1.0330680543448603,0.0,1,5.45820657088e-05
*c1ccc(-c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N(*)C4=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI1111,3,52,-1.0422210060814923,1.8697639487007995e-05,3,5.40553883331e-05
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7cccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)c7)cc6C5=O)cc4)cc3)cc2)cc1,PI1038,3,56,-0.821400992190374,5.406845604034909e-05,3,6.67617707947e-05
*CC(*)OC(=O)CC(C)(C)c1ccccc1,PI363,1,15,-0.2407119707745004,0.0,1,0.0001001756659727
*CC(*)c1cc(C)cc(C)c1,PI205,1,10,0.01514343428881345,0.0,1,0.000114898048126
*CC(*)c1cc(C(C)(C)C)ccc1C,PI193,2,13,-0.34215834223285824,7.947177664624147e-06,2,9.433825851865e-05
*CC(*)(C)c1ccc(C)cc1,PI221,1,10,-0.7784326131606953,0.0,1,6.92342489369e-05
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2OC(F)(F)F)c(OC(F)(F)F)c1,PI977,5,38,-0.928230004606409,1.0102240638090801e-05,5,6.06146364574e-05
*CC(*)OCC,PI254,1,5,0.656270880889079,0.0,1,0.0001517896794577
*c1cccc(P(=O)(c2cccc(-n3c(=O)c4c(-c5ccc(C(F)(F)F)cc5)c5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,PI1054,5,64,-0.6719417569593965,4.409829841428811e-05,5,7.53619251548e-05
*C(CC)C(*)CC,PI62,1,6,-0.6079265320234277,0.0,1,7.90454768269e-05
*CC(*)CCCCCCCCCCCCC,PI61,1,15,0.7760786905728526,0.0,1,0.0001586836372331
*CC(*)C(=O)Oc1ccc(C(=O)OCC)cc1,PI470,1,16,-0.236552506470509,0.0,1,0.0001004150090619
*C(=O)Nc1cccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c1,PI990,3,29,-1.4879602887925871,0.00017204025956580647,3,2.84067448769e-05
*CC(*)c1ccccc1C(=O)OCC(C)C,PI103,1,15,0.00048272336454770214,0.0,1,0.0001140544443381
*c1ccc(Oc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)cc2)cc1,PI1064,5,29,-1.1640826224780634,1.278504046169945e-05,5,4.70432508097e-05
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,PI966,5,45,-0.9365143330405566,5.7129161684909386e-05,4,6.0137941235500006e-05
*CC(*)OCCCCCCCCCCCCCCCCCC,PI402,1,21,1.4276641125778873,0.0,1,0.0001961770393596
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccccc8Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7C6=O)cc5C(F)(F)F)cc4)c4ccccc4-c4ccccc43)cc2)c(C(F)(F)F)c1,PI1078,5,77,-0.6519738959601873,2.299142114548712e-05,5,7.65109119442e-05
*CC(*)OC(=O)c1cccc(C)c1,PI361,1,12,-0.09706989485172322,0.0,1,0.0001084410904788
*CC(*)c1ccccc1C(=O)N(C)C,PI95,1,13,-1.1022046691391334,0.0,1,5.06038200136e-05
*CC(*)c1ccc(Cl)c(C)c1,PI207,2,10,1.7651811001949091,0.0001941446007568874,2,0.00021559837647655003
*C=CC1CCC(*)C1,PI75,1,7,1.9943942537768071,0.0,1,0.0002287877153563
*CC(*)c1ccccc1COCCC(C)C,PI91,2,15,0.5804726668221152,1.4840013470867337e-05,2,0.00014742811330765
*CCCCOC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O*,PI658,1,26,-0.5350681753817433,0.0,1,8.32378782705e-05
*CC(*)c1ccc(CC)cc1,PI119,1,10,1.7646171300756308,0.0,1,0.0002155659246172
*CC(*)c1cc(C)ccc1C,PI192,1,10,-0.1230800609381417,0.0,1,0.0001069444185406
*CC(*)(C)c1ccccc1,PI213,1,9,-0.9333350985129408,0.0,1,6.03208801328e-05
*CC(OC)C1C(=O)OC(=O)C1*,PI387,2,11,-1.1499089760250565,2.968352570347167e-05,2,4.785882802815e-05
*CC(*)CNc1ccc([N+](=O)[O-])cc1,PI392,2,13,-0.77341725198214,5.837275450213899e-07,2,6.952284187825e-05
*CC(*)c1ccc(C(C)(O)CCCC)cc1,PI142,1,15,2.31179300502044,0.0,1,0.0002470514128132
*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PI310,1,19,0.661643480450989,0.0,1,0.0001520988285409
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)CCC(c8ccccc8)CC7)cc6)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,PI1025,2,72,-1.1284677073031109,8.743875219984425e-06,2,4.90925973593e-05
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c(-c3ccccc3)c2)cc1,PI1036,1,48,-0.8575113936620605,0.0,1,6.46839130686e-05
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)C6CCC7C(=O)N(*)C(=O)C7C6C5=O)cc4)cc3)cc2)cc1,PI1068,5,45,-1.0063425152007865,8.10708468473438e-06,5,5.61199015049e-05
*Cc1cccc(COC(=O)Nc2ccc(Cc3ccc(NC(=O)O*)cc3)cc2)c1,PI660,4,29,-0.26785087665206053,2.025727914057488e-05,4,9.86140443081e-05
*c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)ccc1C)C2=O,PI974,5,38,-1.1349823427855246,2.3186285387564337e-05,5,4.87177334664e-05
*CC(*)c1ccc(COCCO)cc1,PI148,1,13,-0.2012922081909918,0.0,1,0.0001024439503148
*CC(*)c1ccccc1C(=O)OCCC,PI100,2,14,1.2941774846458818,0.00010497819894017759,2,0.00018849597767445
*CC(*)OC(=O)c1ccc(OCC)cc1,PI343,2,14,0.049005190344762306,6.724974535699543e-06,2,0.0001168465147332
*c1ccc(Oc2cc(C(C)(C)C)ccc2Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI1037,3,46,-1.0616061000132573,2.5313088328490782e-05,3,5.29399350134e-05
*CC(*)C(=O)C1CCCCC1,PI300,1,10,-0.5079673141475756,0.0,1,8.47973107776e-05
*CC(*)c1ccccc1C(=O)OCCN(C)C,PI108,2,16,0.6375913303939231,5.993149545728923e-06,2,0.00015071482438175
*CC(*)c1ccccc1C(=O)OCCCCCC,PI106,1,17,1.7667120698541612,0.0,1,0.0002156864712361
*CC(*)c1ccc(C(=O)CCCCCCC)cc1,PI171,2,17,0.6045166679022829,2.4132203123573485e-05,2,0.00014881164855995
*CC(*)C1CCC1,PI21,1,6,0.07795774877601576,0.0,1,0.0001185124972417
*/C=C/C(C*)OC,PI279,3,6,0.8976705661913006,3.8039036576665714e-05,3,0.0001656802533849
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C(C)C)cc(Cc3cc(C(C)C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,PI1071,5,49,-0.5655118186320182,7.336651422228949e-06,5,8.14860960482e-05
*CC(*)c1ccc(C(=O)OCCN(C)C)cc1,PI109,1,16,1.54155998380326,0.0,1,0.0002027308135175
*CC(*)OCCOC,PI375,2,7,1.554422903796173,0.0,1,0.0002034709691679
*CC(*)c1ccccc1OC,PI110,1,10,-0.07475114229470038,0.0,1,0.0001097253518148
*C(F)(F)C(*)(OC(F)(F)F)OC(F)(F)F,PI312,1,14,-0.4920353061015836,0.0,1,8.57140672982e-05
*CC(*)C(=O)OC(F)(C(F)(F)Cl)C(F)(F)Cl,PI434,1,15,0.3075177224221581,0.0,1,0.0001317217927744
*C(=O)c1ccc2c(c1)C(=O)N(c1c(CC)cc(Cc3cc(CC)c(N4C(=O)c5ccc(*)cc5C4=O)c(CC)c3)cc1CC)C2=O,PI1070,5,45,-0.326035589678482,2.500800292978645e-05,5,9.52659908228e-05
*C1CCC(CC2CCC(N3C(=O)C4C5C=CC(C6C(=O)N(*)C(=O)C56)C4C3=O)C(C)C2)CC1C,PI1082,4,33,-0.8154625048243389,1.0105272354858012e-05,4,6.71034820843e-05
*c1ccc(C(=O)Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI1091,3,37,-1.012530413903176,1.0514073282370274e-05,3,5.57638386365e-05
*CC(*)c1cc(Br)ccc1OC,PI200,1,11,-0.8305968582420014,0.0,1,6.62326240518e-05
*CC(*)c1ccccc1,PI82,1,8,-0.3125640953312829,0.0,1,9.60411649408e-05
*CC(*)c1ccc(C(=O)N(CC)CC)cc1,PI156,1,15,-0.015083227118039465,0.0,1,0.0001131587514309
*c1ccc(Oc2c(C)cc(C(c3cc(C)c(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)c(C)c3)c3cccc4ccccc34)cc2C)cc1,PI1005,5,63,-0.2244858437688378,2.5150410827567852e-05,5,0.0001011093466295
*CC(*)C(=O)OC(F)(C(F)(F)F)C(F)(F)F,PI432,1,15,0.6880055052417071,0.0,1,0.0001536157470645
*/C=C\CC*,PI47,1,4,1.369072799174915,0.0,1,0.0001928055893542
*CC(*)(C)C(=O)OC(C)C,PI440,1,9,-0.17934307182914527,0.0,1,0.0001037069432673
*C1CCC1*,PI72,2,4,-1.2515350578369622,5.4158317229808745e-05,2,4.201107971575e-05
*C(=O)Nc1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,PI960,5,29,-1.3461846923157517,2.4365518925697065e-05,5,3.65647687843e-05
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCC2)cc1,PI800,1,21,1.2052246120625574,0.0,1,0.0001833774687124
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(C(=O)Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,PI1092,2,49,-1.1259060906858258,1.0209300614874854e-05,2,4.923999740645e-05
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,PI965,4,44,-0.9935809793462481,1.2457340697187e-05,4,5.6854223328849996e-05
*CC(*)CC(C)(C)C,PI39,1,7,-0.04453204508035638,0.0,1,0.0001114642132526
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)CCC(C(C)(C)C)CC7)cc6)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,PI1014,5,70,-0.861478015785422,4.83696879164301e-06,5,6.44556664668e-05
*CC(*)c1ccc(CCCC)cc1,PI121,2,12,0.9148988707880091,3.203243588470753e-05,2,0.0001666716011505
*CCCCCCN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,PI970,4,37,0.0812976790550885,0.00013464372224542004,4,0.0001187046828628
*CC(*)(C)C(=O)OC,PI437,1,7,-0.20177940733737645,0.0,1,0.0001024159159959
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(C(c4cc(C)c(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c(C)c4)c4cccc5ccccc45)cc3C)cc1)C2=O,PI1006,5,72,-0.49380703017308175,2.342237347790332e-05,5,8.56121190949e-05
*c1ccc(C(C)(C)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI985,4,38,-0.939293819174997,7.850594483286912e-06,4,5.99780045828e-05
*CC(*)OC(=O)c1ccc(OC)cc1,PI359,2,13,-0.3019809645435696,3.132093400467214e-05,2,9.66501374024e-05
*CC(*)c1ccccc1COCCC,PI87,2,13,0.5747395746637475,1.0503972318914169e-05,2,0.00014709822082930002
*CC(*)c1ccc(C(=O)C(F)(F)F)cc1,PI223,1,14,1.3927294014759697,0.0,1,0.000194166832981
*CC(*)CCCCCCC,PI11,1,9,1.2019574991900113,0.0,1,0.0001831894731364
*CC(*)c1ccc(F)cc1C,PI189,1,10,-0.12995314691479948,0.0,1,0.0001065489287588
*c1c(C)cc(C(c2cc(C)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)c2cccc3ccccc23)cc1C,PI1001,5,49,-0.7414627853414736,9.77360836253873e-06,5,7.13615596074e-05
*C=CCC(C)(CC*)C(=O)OC,PI280,1,11,1.4455897412924072,0.0,1,0.0001972085124145
*c1ccc(-c2sc(-c3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,PI993,5,45,-0.9390335309850909,2.7589563306485234e-05,5,5.99929820354e-05
