smiles_list,monomer_ID,replicate_count,heavy_atom_count,bulk_modulus,bulk_modulus_std,bulk_modulus_count,bulk_modulus_raw
*CC(*)c1c(Cl)cccc1Cl,PI186,2,10,-0.9271925451636781,277784937.78651804,2,2124150216.4832983
*CC1CC(*)C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1OC(=O)CCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,PI397,1,62,1.3368893348454594,0.0,1,3851115562.641228
*CC(*)C(=O)OCCC#N,PI460,1,9,2.5034360109361233,0.0,1,4740918048.175084
*CCCCCCCCCCN1C(=O)C2C3C=CC(C4C(=O)N(*)C(=O)C34)C2C1=O,PI1080,3,28,1.6027696137501197,402841886.54522026,3,4053920077.773561
*CC(*)Cc1ccccc1,PI26,1,9,0.6450111627014788,0.0,1,3323374212.999349
*CC(*)c1ccc(C(=O)OCCN(C)C)cc1,PI109,1,16,-0.8539964264302351,0.0,1,2179981748.7445817
*CC(*)(C)C(=O)OCc1ccccc1Cl,PI452,1,14,0.8693344388334184,0.0,1,3494480447.1143947
*CC(*)c1ccccc1COC(C)C,PI88,1,13,-0.6809692307051591,0.0,1,2311961061.683072
*CC(*)c1cccc2ccccc12,PI217,2,12,-0.497102179820327,419751249.5592973,2,2452208650.7751594
*C1CCC(CC2CCC(N3C(=O)C4C5C=CC(C6C(=O)N(*)C(=O)C56)C4C3=O)C(C)C2)CC1C,PI1082,4,33,0.8193302000568508,387190090.21254516,4,3456338899.1913176
*CC(*)c1ccc(Oc2ccccc2)cc1,PI183,1,15,0.045154289460579526,0.0,1,2865823608.5408645
*CC(*)c1ccc(C#N)cc1,PI134,2,10,0.1096438295047125,481795131.49998045,2,2915014056.0371504
*CC(*)CCN(C(C)C)C(C)C,PI264,2,11,-0.22533374210782228,76426534.39294353,2,2659504454.983036
*CC(*)SCCCC,PI307,2,7,-0.808562715310769,146750678.85818586,2,2214637052.2225423
*Cc1cccc(COC(=O)Nc2ccc(Cc3ccc(NC(=O)O*)cc3)cc2)c1,PI660,4,29,1.3495354094898113,726604210.6776803,4,3860761562.1382227
*CC(*)c1ccc(C(=O)CC)cc1,PI167,1,12,0.06797021903464648,0.0,1,2883226830.598644
*CC(OC)C1C(=O)OC(=O)C1*,PI387,2,11,0.7187055945374824,316457185.738976,2,3379585841.699395
*CC(*)C(=O)OCCc1ccccc1,PI474,1,13,1.5501225816264432,0.0,1,4013762696.161865
*CC(*)OC(=O)C(C)(C)CC(C)(C)C,PI367,1,13,0.2845755825530451,0.0,1,3048446101.107847
*c1ccc(-c2ccc(Oc3ccc(C4(C)CC(C)(C)c5ccc(Oc6ccc(-c7ccc(N8C(=O)c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9C8=O)cc7)cc6C(F)(F)F)cc54)cc3)c(C(F)(F)F)c2)cc1,PI1101,2,75,0.31075989144523564,227103976.93046314,2,3068418609.376729
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccccc6Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3C(F)(F)F)cc2)c(C(F)(F)F)c1,PI1072,5,58,0.5605562011636628,506281170.30608207,5,3258954814.931325
*C=CCC(C)(CC*)C(=O)OC,PI280,1,11,-0.19221399074681142,0.0,1,2684767085.0048804
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(C(c3cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)c3cccc4ccccc34)cc1C)C2=O,PI1002,5,51,-1.0574254375629664,218185138.77782795,5,2024812955.7201948
*CC/C=C(\*)C(C)(C)C,PI81,1,8,-0.06675567564700327,0.0,1,2780462459.1332474
*CC(*)C(=O)Oc1ccc(C(=O)OCCCC)cc1,PI471,2,18,0.3789398046255151,31367774.81058855,2,3120423949.1155567
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9)CCCCCCCCCCC8)cc7)cc6C5=O)cc4)cc3C)c(C)c2)cc1,PI1042,1,76,0.7600981976761487,0.0,1,3411158724.2169905
*CC(*)OC(=O)c1ccccc1OC(C)=O,PI331,2,15,0.4929401918144641,536137888.63481635,2,3207379602.0282097
*CC(*)CC(C)CC,PI38,1,7,-0.7677907599067174,0.0,1,2245736525.5673885
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCC(c%10ccccc%10)CC9)cc8)cc7C6=O)cc5)cc4)CC4CC3C3CCCC43)cc2)cc1,PI1039,2,84,0.40452257560631427,387494369.63274187,2,3139937624.540739
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c(-c3ccccc3)c2)cc1,PI1036,1,48,0.9257303521208872,0.0,1,3537497348.9200807
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5ccccc5)c5c(=O)n(*)c(=O)c5c(-c5ccccc5)c4c3=O)c2)c1,PI1059,4,48,-0.9699515933124515,428983424.756737,4,2091535055.768646
*CC(*)C(=O)OCC,PI412,1,7,-1.124574694172062,0.0,1,1973593766.075116
*c1cccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)c1,PI992,5,37,1.2726513498019176,301633022.63167727,5,3802116992.820617
*c1ccc(Oc2ccc3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3c2)cc1,PI1050,5,40,1.423144203730899,924304360.3637084,5,3916907869.367321
*CC(*)OCC(C)(C)CC,PI316,1,9,-1.154074743038607,0.0,1,1951092123.1123257
*c1ccc(C(C)(C)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI985,4,38,0.9718461484156287,513255791.0614868,4,3572672923.979749
*c1ccc2c(c1)C(=O)N(c1ccc3c(c1)-c1cc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)ccc1C3)C2=O,PI959,5,44,-0.14793549940830503,458245644.1435789,5,2718541225.771135
*c1ccc(C(C)(C)c2ccc(C(C)(C)c3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1084,4,47,0.7896657925662596,471085712.0035073,4,3433711889.009887
*CC(*)C=C,PI521,2,4,-1.3378840329946433,421345931.9970395,2,1810888592.1098654
*CC(*)C(=O)c1ccc(OC)cc1,PI327,1,12,0.06638596125863128,0.0,1,2882018412.1652308
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,PI965,4,44,1.7540452139129483,399875117.6332023,4,4169308006.7646246
*CC(C)C(*)(C)C,PI16,2,6,-0.08491398195292647,535158636.40463006,2,2766611915.11709
*CC(*)c1cc(C)ccc1F,PI197,2,10,-0.7661477427651365,507712744.7157648,2,2246989763.664344
*C(F)(F)C(*)(OC(F)(F)F)OC(F)(F)F,PI312,1,14,-1.9633978652957957,0.0,1,1333767724.059734
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)CCC(c8ccccc8)CC7)cc6)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,PI1025,2,72,1.6405904518123038,28339220.717014935,2,4082768538.2787876
*CCCC=C(*)c1ccc(Cl)cc1,PI391,2,12,0.5821033705591558,111459008.03185229,2,3275390269.489029
*CC(*)OC(=O)c1ccc(C(C)(C)C)cc1,PI298,1,15,-0.7902909978210702,0.0,1,2228574102.467108
*CC(*)C(=O)OC(C)C,PI414,1,8,-0.6361533000692603,0.0,1,2346145143.0307407
*c1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5cccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)cc4)cc3)c1)C2=O,PI984,5,60,0.10693287132135662,162538254.20100868,5,2912946228.5089693
*CC(*)c1cccs1,PI373,1,7,0.3192370350694709,0.0,1,3074884688.807301
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5ccc(C(F)(F)F)cc5)c5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c1,PI1056,5,56,-1.4283675154847733,236774724.24778387,5,1741870841.4534662
*c1cc(C(c2ccc(O)c(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI979,4,39,0.4454316893444508,468692158.74372035,4,3171141717.639841
*CCC=C(*)C(C)C,PI69,1,7,-0.15225266616678812,0.0,1,2715248236.47984
*CCCCOC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O*,PI658,1,26,1.7381200422826122,0.0,1,4157160822.610182
*CC(*)C(=O)Oc1ccc(OC)cc1,PI464,1,13,-0.801750228772011,0.0,1,2219833387.336339
*CC(*)c1nc(C)nc(C)n1,PI383,1,10,-0.5282059042946904,0.0,1,2428483778.1113434
*CCC=C(*)CCCCCCC,PI68,2,11,-0.7743897044086688,174925490.04464355,2,2240703073.121736
*CC(*)c1ccc(OCCCC)cc1,PI181,2,13,-1.0930146271457535,745951155.0206603,2,1997666721.4563217
*CC1CC(*)C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1,PI398,1,34,1.2866006622773474,0.0,1,3812757058.208932
*C(OC(F)(F)F)C(*)(F)F,PI313,1,9,-0.605355310589638,0.0,1,2369636811.3455057
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(-c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4C(F)(F)F)c(C(F)(F)F)c2)C3=O)cc1,PI1089,2,54,1.0010120703538135,702211129.1527935,2,3594919706.183487
*C(F)(F)C(*)(F)c1ccccc1,PI215,1,11,-2.2580371739791616,0.0,1,1109026790.3484282
*CC(*)CNc1ccc([N+](=O)[O-])cc1C,PI394,1,14,0.2601380006628578,0.0,1,3029805937.3218627
*c1ccc(Oc2ccc(NC(=O)CN3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(CC(=O)Nc5ccc(Oc7ccc(-c8nnc(*)o8)cc7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,PI1021,2,70,0.5038076008400011,1324005699.3632135,2,3215668895.3419085
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCCCCCCCCCC9)cc8)cc7C6=O)cc5)cc4)C4CC5CC(C4)CC3C5)cc2)cc1,PI1048,5,84,0.1190897610147142,623011370.4040592,5,2922219094.213547
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(*)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc2)cc1,PI983,1,60,1.0123676394022496,0.0,1,3603581351.508997
*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2)cc1C,PI582,2,25,0.014634467760224671,1260384249.6547782,2,2842544117.2323527
*CC(*)c1ccc(C(C)(O)CCC)cc1,PI141,2,14,-0.043413827366459316,172849600.32036865,2,2798266834.2539973
*CC(*)c1cc(Cl)ccc1Cl,PI195,2,10,-0.8088886027340696,220750889.27284515,2,2214388476.280233
*CC(*)C(C)CC,PI35,1,6,-0.8280275768614913,0.0,1,2199789911.903693
*CC(*)c1ccc(Cl)c(F)c1,PI209,2,10,-0.7725581165778419,112289641.08853005,2,2242100146.584587
*CC(*)c1ccc(Cl)cc1C,PI190,2,10,-1.2802245117066526,147459676.14181918,2,1854869331.5078652
*CC(*)C1CCC(C)CC1,PI66,1,9,-0.6858442338508057,0.0,1,2308242573.597779
*CC(*)OC,PI253,1,4,0.6289555906075334,0.0,1,3311127563.7664723
*CC(*)c1ccc(C(C)(C)C)cc1,PI122,1,12,-0.8124413526413237,0.0,1,2211678558.3980365
*CC(CCl)O*,PI526,1,5,1.401130951849367,0.0,1,3900116902.7987895
*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,PI468,1,16,0.6091015761972911,0.0,1,3295983590.762956
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,PI975,5,46,-0.6361012251630269,326947971.2047962,5,2346184864.014007
*c1ccc(Oc2ccccc2Oc2ccc(N3C(=O)c4ccc(Oc5ccccc5Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI1073,5,58,0.4522961234016624,422160145.0970407,5,3176377676.5697994
*CC(*)C(=O)N1CCCCC1,PI461,1,10,0.6926133313520504,0.0,1,3359683542.793186
*CC(*)c1ccc(OC)cc1,PI178,1,10,-0.336568789534389,0.0,1,2574658110.0340896
*CC(*)C(=O)Oc1ccc(C(=O)OCC)cc1,PI470,1,16,0.11293950841463078,0.0,1,2917527888.8272743
*CC(*)c1cc(C)c(C)cc1C,PI211,1,11,-0.6194411564691578,0.0,1,2358892602.878472
*c1ccc(-c2nc3cc4nc(*)oc4cc3o2)cc1,PI547,1,18,0.10582221310558923,0.0,1,2912099055.857224
*CC(*)OC(C)C,PI274,1,6,-1.0942335373404002,0.0,1,1996736977.8437696
*c1ccc(Cc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)c(C)c2)cc1C,PI1066,5,31,0.7755582271788065,306174991.8575957,5,3422951113.634268
*c1cccc(P(=O)(c2cccc(-n3c(=O)c4c(-c5ccc(C(F)(F)F)cc5)c5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,PI1054,5,64,-0.8300494465270143,303157552.6466107,5,2198247697.870872
*C(=O)Nc1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,PI960,5,29,2.70407073511425,722332035.2112181,5,4893955453.293216
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1063,5,43,1.2768713169970498,494983867.3616046,5,3805335841.561144
*CC(*)OCC(F)(F)F,PI376,2,8,-0.6830590319599186,508502600.1624986,2,2310367031.7236466
*CC(*)c1ccc(CCCCCCCCCCCCCC)cc1,PI129,1,22,-1.2899244679227007,0.0,1,1847470531.847715
*CC(*)c1ccccc1C(=O)OCCC(C)C,PI105,2,16,-0.34739948531471726,195256978.14638004,2,2566396820.3463993
*C(F)(F)C(*)(F)c1c(F)c(F)c(F)c(F)c1F,PI216,2,16,-1.6247058619077215,258028909.38704285,2,1592110568.4756117
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(=O)c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,PI963,3,53,1.7439328441673048,590650223.4312925,3,4161594631.964685
*CC(*)O[N+](=O)[O-],PI267,1,6,0.7241122432398113,0.0,1,3383709851.0959697
*CC(*)c1ccc(C(=O)c2ccc(C)cc2)cc1,PI174,1,17,0.7989702527771047,0.0,1,3440809017.647642
*CC(*)c1ccc(C)nc1,PI228,1,9,-0.20104083731494787,0.0,1,2678034263.955598
*CC(*)c1ccccc1C(=O)OCCCCCC,PI106,1,17,-1.0491948719373878,0.0,1,2031090953.7644155
*CC(*)CC1CCCC1,PI23,1,8,-0.8075879528135697,0.0,1,2215380568.200591
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,PI1104,2,36,-0.37325697041673583,64179071.68482067,2,2546673602.2489157
*c1ccc(-c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N(*)C4=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI1111,3,52,-0.889331519513685,211331381.16655868,3,2153029330.7259645
*CC(*)c1ccccc1C(=O)N(C)C,PI95,1,13,-2.1136932028003392,0.0,1,1219127506.38421
*CC(*)OC(=O)c1cccc(Br)c1,PI334,1,12,1.0004230009771902,0.0,1,3594470383.917851
*/C=C/CCCCCCCCCC*,PI55,1,12,-0.2992049304454447,0.0,1,2603158002.3812137
*CC(*)OC(=O)C(F)(F)F,PI278,2,9,-0.11040519169191441,87669247.3841585,2,2747168079.521048
*CC(*)c1ccc(COCCOCCCC)cc1,PI154,1,17,-0.23098124105258092,0.0,1,2655196733.1395035
*CC(*)c1ccc2ccccc2c1,PI225,2,12,-0.6896206058450839,627121018.3016816,2,2305362084.324885
*CC(*)(C)C(=O)OC(C)CC,PI442,1,10,-0.7006759089278118,0.0,1,2296929471.757416
*CC(*)C(=O)OCCCCCCCCCCCCCCCC,PI424,2,21,-0.2609873967816935,153947715.9003383,2,2632309048.9205093
*CC(*)OCCCCCCCCCCCCCCCCCC,PI402,1,21,-0.6723623690601735,0.0,1,2318526085.6476674
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI967,3,36,-1.32209937197457,321619603.49057966,3,1822928599.506774
*CC(*)OC1CCCCC1,PI308,2,9,-0.05174203160704476,261750556.59729627,2,2791914360.7652035
*CCCC=C(*)c1ccccc1,PI390,1,11,0.7862408861285018,0.0,1,3431099485.8172
*c1ccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5cccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)c5)cc4)cc3C2=O)cc1,PI1079,4,45,0.9176592221191957,446146848.96139264,4,3531340962.9959106
*CC(*)C(=O)OC(F)(C(F)(F)F)C(F)(F)Cl,PI433,1,15,-0.69315793647346,0.0,1,2302663927.748903
*CC(*)c1ccccc1C(=O)OCCCC,PI102,1,15,-0.6291279439897847,0.0,1,2351503847.855332
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(*)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc2)cc1,PI982,1,60,1.0953153806831788,0.0,1,3666851092.7666144
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI1083,5,46,0.9983669340168415,460805948.56822395,5,3592902085.341172
*CC(*)c1ccccc1F,PI112,2,9,-0.767831656498758,110336961.31919667,2,2245705331.0254183
*CC(*)c1ccc(COCC(CC)CCCC)cc1,PI235,2,18,-0.5620783112345047,134167192.84622453,2,2402647047.7825875
*c1ccc(C(=O)Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI1091,3,37,1.6184491985847977,82555455.22782916,3,4065879936.597891
*C(C)C(*)OCC,PI286,1,6,-1.0777430436996762,0.0,1,2009315370.5733
*CC(*)C(=O)OC1CC2CCC1(C)C2(C)C,PI428,1,15,-0.12857580363314872,0.0,1,2733308149.1810427
*Cc1cc(*)c(O)cc1C,PI1138,1,9,0.4781128708747597,0.0,1,3196069821.3770223
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C(C)C)cc(Cc3cc(C(C)C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,PI1071,5,49,-0.7577591940332714,327616618.4239028,5,2253388265.897147
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,PI585,1,29,0.4332380300770788,0.0,1,3161840805.34354
*CC(*)c1ccccc1C(=O)NC,PI94,2,12,-0.22841849349649454,583691679.0947982,2,2657151510.59671
*CC(*)c1ccncc1,PI226,1,8,0.6624128959063283,0.0,1,3336647668.554649
*CC(*)CCCCCCCCCCCCC,PI61,1,15,-0.25246068314142894,0.0,1,2638812938.6885285
*CC(*)OC(=O)c1ccncc1,PI354,2,11,0.4535010074293221,170118622.55499142,2,3177296721.494932
*CC1(*)CCC(C)CC1,PI44,2,8,0.2677066626786463,74783274.13817169,2,3035579057.6022987
*C1CCC(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)CC1,PI978,5,28,1.9140549015450712,507281661.7308774,5,4291358003.2908616
*CC(*)c1ccc(C(C)=NO)cc1,PI138,2,12,0.5760125189444767,294990513.2052419,2,3270744373.172285
*CC(*)OC(=O)CCCCCCCCCCC,PI243,2,16,-0.33243483156127507,41410805.126694895,2,2577811353.8390408
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(-c4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,PI981,2,57,0.7796951199613956,178077339.2993097,2,3426106596.0129676
*CC(*)c1ccc(C(=O)N2CCOCC2)cc1,PI159,2,16,0.8413315753122217,35809151.17614478,2,3473120806.6697206
*CC(*)C(=O)c1ccc(CCC)cc1,PI329,2,13,-0.5340097600459388,452823736.81537485,2,2424056792.565898
*Oc1cccc2c(OC(=O)Oc3ccc(OC(*)=O)cc3)cccc12,PI817,1,24,0.32045236957614276,0.0,1,3075811705.005586
*CCC=C(*)C,PI522,1,5,-0.959131610442701,0.0,1,2099788174.009231
*CC(*)OC(=O)C(F)(F)C(F)(F)F,PI352,1,12,-0.4769505444323824,0.0,1,2467579639.029016
*C1Cc2ccccc2C1*,PI386,1,9,-0.0915146686038177,0.0,1,2761577133.8189464
*CC(*)CCCCCCCCCCC,PI63,1,13,-0.8713936227136652,0.0,1,2166711753.8000216
*c1ccc(Oc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)cc2)cc1,PI1064,5,29,2.24112259854531,620276768.8553661,5,4540834218.59665
*Oc1ccc(C(C)(CCC#N)c2ccc(OC(*)=O)cc2)cc1,PI1119,2,22,0.9606863724658933,73579521.9872067,2,3564160623.0306325
*c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4c(-c5ccc(C(F)(F)F)cc5)c5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c1,PI1055,5,60,-1.166605650339494,507144539.35809416,5,1941533969.3831584
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,PI545,1,29,0.9376658518447393,0.0,1,3546601345.81797
*CC(*)OC(=O)CCCCCCC,PI370,1,12,-0.5546868850128933,0.0,1,2408284978.5730386
*CCO*,PI524,1,3,-0.5420553248636449,0.0,1,2417919906.9023857
*CCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,PI598,1,32,1.7174937612138066,0.0,1,4141427790.6291137
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI987,4,38,1.7260747014216127,255074580.27304098,4,4147973042.5951223
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(C(c4cc(C)c(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c(C)c4)c4cccc5ccccc45)cc3C)cc1)C2=O,PI1006,5,72,-0.6384630733003102,206060126.92585534,5,2344383325.8620567
*CC(*)c1cc(C)ccc1C,PI192,1,10,-0.2545970330671865,0.0,1,2637183402.97181
*CC(*)OC(=O)c1ccc(CC)cc1,PI344,2,13,-0.7892892983090577,238358551.4032159,2,2229338165.0921316
*CCC(C)C(*)C,PI51,2,6,0.019736401838328824,324682376.8835841,2,2846435700.584114
*CC(*)c1ccccc1C,PI83,1,9,-0.21923245834207256,0.0,1,2664158308.592996
*CC(*)c1ccccc1C(=O)OCCCCC,PI104,1,16,-0.8696170027885306,0.0,1,2168066899.597129
*CC(*)c1ccc(N(C)C)cc1,PI177,1,11,-0.7419225176669798,0.0,1,2265467948.84695
*CC(*)(C)C(=O)OC1CCCCC1,PI448,1,12,0.18180618475807997,0.0,1,2970057068.359302
*C=CCCCCCC*,PI57,1,8,-0.7506386237618691,0.0,1,2258819596.8981023
*CC(*)Cc1cc(C)ccc1C,PI291,1,11,-0.12052881839256625,0.0,1,2739446118.295249
*c1ccc(Oc2ccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)cc2C(C)(C)C)cc1,PI1030,2,40,1.1367095810992653,257894943.81231612,2,3698425193.633589
*CC(*)C(=O)Oc1ccccc1C(=O)OC,PI465,2,15,1.3042169099772118,71751454.49848837,2,3826194138.19072
*CC(*)c1ccc(Cl)cc1Cl,PI191,1,10,-1.2879382345222303,0.0,1,1848985563.7386904
*CC(*)C(=O)OCC=C,PI427,2,8,-0.3939141843894524,11610814.12427872,2,2530916975.691352
*CC(*)N1CCCC1=O,PI408,1,8,0.609857406781939,0.0,1,3296560112.857311
*c1ccc(Oc2c(C)cc(Cc3cc(C)c(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)c(C)c3)cc2C)cc1,PI997,1,47,-0.8884429540814198,0.0,1,2153707098.488193
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI1097,2,45,-0.1209889170095586,600312708.3616078,2,2739095170.578041
*CC(*)(F)C(C)=O,PI320,1,6,2.0762152459164485,0.0,1,4415048448.288935
*CC(*)OC(=O)c1cccc([N+](=O)[O-])c1,PI369,2,14,1.2478553857731043,276886456.9362645,2,3783203467.2187223
*C(=O)Nc1cccc(C#Cc2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)c1,PI1018,4,28,1.5055588459773714,405449169.32254064,4,3979770980.6498013
*c1cccc(P(=O)(c2cccc(-n3c(=O)c4c(-c5ccccc5)c5c(=O)n(*)c(=O)c5c(-c5ccccc5)c4c3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,PI1057,5,56,-1.2659607428474242,588380463.5050745,5,1865749253.6268456
