smiles_list,monomer_ID,replicate_count,heavy_atom_count,density,density_std,density_count,density_raw
*CC(*)c1ccc(C(=O)OCCCCCC)cc1,PI166,1,17,-0.60438691926383,0.0,1,0.99893170385
*CC(*)CCCN(CC(C)C)CC(C)C,PI266,1,14,-1.3109551835585613,0.0,1,0.85879191797
*CC(*)c1ccc(C(=O)OCCC)cc1,PI162,1,14,-0.380947824327601,0.0,1,1.0432483092
*CC(*)C=O,PI242,1,4,0.06393653792913709,0.0,1,1.13148606685
*CC(*)OC(C)(C)C,PI272,1,7,-1.1479677420588257,0.0,1,0.891118624825
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1C,PI687,1,30,-0.06367767401965467,0.0,1,1.1061752381
*CC(*)c1ccc(C(=O)CCC)cc1,PI168,2,13,-0.5156108379355577,0.006395293791288075,2,1.0165394307425002
*CCC=C(*)CCC,PI77,1,7,-1.267317070791203,0.0,1,0.8674470417399999
*CC(*)c1ccc(COCCCCO)cc1,PI151,3,15,-0.2771014416920716,0.004353343731090835,3,1.0638450591
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)CCC(C(C)(C)C)CC7)cc6)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,PI1014,5,70,-0.0517434092386399,0.003957790401503524,5,1.1085422638999998
*CC/C=C(\*)C(C)(C)C,PI81,1,8,-1.2734755675106106,0.0,1,0.8662255739000001
*CC(*)(C)C(=O)OC(C)(C)C,PI444,1,10,-1.0748023402368665,0.0,1,0.905630150835
*CC(*)c1ccccc1C(=O)OCCCCC,PI104,1,16,-0.44802356841314456,0.0,1,1.0299445976
*CC(*)C1CCCCC1,PI24,1,8,-1.3849295267603876,0.0,1,0.84411994763
*c1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5cccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)cc4)cc3)c1)C2=O,PI984,5,60,1.021242062436273,0.010194815456411124,5,1.32135673895
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9)CCC(C(C)(C)C)CC8)cc7)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,PI1013,4,81,0.3339067517114552,0.0047261386507567215,4,1.18503159085
*C1CC(*)(C#N)C1,PI290,1,6,-0.961282166794154,0.0,1,0.92814558721
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)CCC(c8ccccc8)CC7)cc6)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,PI1025,2,72,0.11921286980460319,0.007505781681366404,2,1.142449499125
*CC(*)(C)C(=O)OCc1ccccc1,PI450,1,13,-0.1233613452416676,0.0,1,1.09433766015
*c1cccc(P(=O)(c2cccc(-n3c(=O)c4c(-c5ccccc5)c5c(=O)n(*)c(=O)c5c(-c5ccccc5)c4c3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,PI1057,5,56,0.49528256114987906,0.008977974950864647,5,1.2170386488
*CC(*)O,PI241,1,3,0.2607214579507542,0.0,1,1.1705161194999998
*CC(*)c1cccc(CC)c1,PI114,1,10,-0.8469063808832774,0.0,1,0.950830724595
*CC(*)c1ccc(COCCCC)cc1,PI150,2,14,-0.6211826710892546,0.006426625279104904,2,0.9956004573399999
*c1ccc(-c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N(*)C4=O)cc2OC(F)(F)F)c(OC(F)(F)F)c1,PI1112,3,54,0.9900754152297362,0.014537951947467714,3,1.31517518865
*CC(*)OC(C)CC,PI277,1,7,-1.0838580564349574,0.0,1,0.903834052435
*CC(*)OCC(C)(C)CC,PI316,1,9,-1.1763399121741271,0.0,1,0.8854913273
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(Cc4cc(C)c(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c(C)c4)cc3C)cc1)C2=O,PI1000,5,62,0.34290640545889917,0.005190129195591891,5,1.1868165699
*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PI310,1,19,3.282654911335159,0.0,1,1.76988227915
*CC(*)CCN(C(C)C)C(C)C,PI264,2,11,-1.2185968335718596,0.002744445074113939,2,0.8771101471425
*c1ccc(Oc2ccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)cc2-c2ccccc2)cc1,PI1031,2,42,0.5612033865344681,0.005251623798273659,2,1.2301132954000003
*CCC=C(*)CCCCCCC,PI68,2,11,-1.3567602149902025,0.002133481388721221,2,0.8497070105075
*CC(*)CCC1CCCCC1,PI42,1,10,-1.1639453535150412,0.0,1,0.8879496471599999
*C(F)(F)C(*)(F)c1ccccc1,PI215,1,11,0.8475722655657717,0.0,1,1.2869113083
*C=CC(C*)OC,PI303,3,6,-0.5873100496184738,0.0024171282795446484,3,1.002318706885
*CC(*)C1CCC(C)CC1,PI66,1,9,-1.3732273938065132,0.0,1,0.84644093272
*CC(*)c1ccc(OCCCC)cc1,PI181,2,13,-0.662103069784406,0.004108357160180602,2,0.9874843612724999
*CCCCCCCCCCCCSC(=O)S*,PI1125,1,16,-0.4833246246584787,0.0,1,1.02294303425
*CCC(C)C(*)C,PI51,2,6,-1.4444570646359036,0.003232340921925091,2,0.832313336955
*c1ccc(-c2nc3cc4nc(*)oc4cc3o2)cc1,PI547,1,18,0.6219341346349013,0.0,1,1.24215854915
*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PI350,1,21,2.993249487777174,0.0,1,1.71248200215
*CC(*)c1ccc(C#N)cc1,PI134,2,10,-0.48266319919164646,0.005761530554358131,2,1.0230742204749999
*C(CC)C(*)CC,PI62,1,6,-1.503741246446563,0.0,1,0.82055499319
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9)CCCCCCCCCCC8)cc7)cc6C5=O)cc4)cc3C)c(C)c2)cc1,PI1042,1,76,-0.12303111886079243,0.0,1,1.0944031568
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5ccc(C(F)(F)F)cc5)c5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c1,PI1056,5,56,0.42525364887986483,0.017820855441775148,5,1.20314920985
*CC(*)SCCCC,PI307,2,7,-0.715901558887003,0.0030700922268871536,2,0.9768140423175
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCCCCCCCCCC9)cc8)cc7C6=O)cc5)cc4)CCC(C(C)(C)C)CC3)cc2)cc1,PI1047,3,84,-0.2206276276738302,0.0018099650619803542,3,1.07504599835
*C(F)(F)C(*)(OC(F)(F)F)OC(F)(F)F,PI312,1,14,2.8126077676500048,0.0,1,1.67665376975
*c1cccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)c1,PI953,1,29,0.9176706713559012,0.0,1,1.3008145305
*Oc1ccc(OC(=O)Oc2ccc(-c3ccc(OC(*)=O)cc3)cc2)cc1,PI815,1,26,0.7678239668589181,0.0,1,1.2710941395
*C(F)(F)C(*)(F)c1c(F)c(F)c(F)c(F)c1F,PI216,2,16,2.4508379108210794,0.0034699742178723185,2,1.60490082975
*CC(*)c1nc(C)nc(C)n1,PI383,1,10,-0.30213391189871563,0.0,1,1.0588801530999998
*CC(*)CNc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,PI395,1,17,1.3135252858577071,0.0,1,1.3793277948500002
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCC2)cc1,PI800,1,21,0.09267506997176707,0.0,1,1.1371860281
*CC(*)OC,PI253,1,4,-0.4952933164181861,0.0,1,1.02056918025
*CC(*)c1ccccc1,PI82,1,8,-0.5832807015269799,0.0,1,1.00311788229
*CCCC=C(*)c1ccc(OC)cc1,PI389,2,13,-0.43473754418566823,0.004220017335985468,2,1.032579729525
*CC(*)C(=O)N1CCOCC1,PI462,1,10,0.1381590958054115,0.0,1,1.14620726775
*CC(*)OC(=O)C(F)(F)F,PI278,2,9,1.9046794682039967,0.007305719464790653,2,1.496576509125
*CC(*)OCCCl,PI374,1,6,0.6629171768610459,0.0,1,1.2502870698500002
*c1ccc(-c2ccc(Oc3ccc(C4(C)CC(C)(C)c5ccc(Oc6ccc(-c7ccc(N8C(=O)c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9C8=O)cc7)cc6C(F)(F)F)cc54)cc3)c(C(F)(F)F)c2)cc1,PI1101,2,75,0.4169850242844892,0.013420407889563895,2,1.2015092221249999
*CC(*)C(=O)c1ccccc1O,PI302,1,11,0.3774640548578944,0.0,1,1.1936706869499998
*CC(*)OC=O,PI270,1,5,0.6474059151125825,0.0,1,1.24721058735
*CC1CC(*)C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1OC(=O)CCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,PI397,1,62,-0.350424171358001,0.0,1,1.0493023289
*C=CC1CCC(*)C1,PI75,1,7,-0.8378344205732836,0.0,1,0.95263004483
*CC(*)c1c(Cl)cccc1Cl,PI186,2,10,0.6839419093899975,0.019867096665975744,2,1.254457086625
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(*)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc2)cc1,PI982,1,60,0.6026220365256026,0.0,1,1.2383282139500005
*CC(*)c1ccccc1C(=O)OCCCCCC,PI106,1,17,-0.5563291722685669,0.0,1,1.008463411845
*CC(*)CNc1ccc([N+](=O)[O-])cc1,PI392,2,13,0.549694084845062,0.005127400127482928,2,1.2278305562
*CC(*)c1ccccc1COCCCC,PI89,2,14,-0.6491246136570603,0.006662189912950624,2,0.9900584905600001
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,PI585,1,29,-0.2574116582186984,0.0,1,1.0677503039
*C(F)C(*)(F)OC(F)(F)F,PI314,1,9,3.2254797947229963,0.0,1,1.7585422445
*CC(*)c1cc(Br)ccc1OCCCC,PI198,2,14,0.6942292947159727,0.0011866681558218143,2,1.2564974726000002
*CCCCCCN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,PI970,4,37,0.8635037822964319,0.010864034196484827,4,1.2900711436
*CC(*)C=C,PI521,2,4,-1.278654271544227,0.0038176569604808164,2,0.8651984368050001
*C(=O)Nc1cccc(C#Cc2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)c1,PI1018,4,28,0.4512914349386317,0.00612524495279656,4,1.208313508825
*CC(*)c1ccc(CCCCCCCCCC)cc1,PI127,2,18,-1.1254953756089796,0.003453748744145707,2,0.8955757633375
*/C=C\CC*,PI47,1,4,-1.1573883056281014,0.0,1,0.889250163095
*CC(CC(*)(C#N)C(=O)OC)c1ccccc1,PI238,2,16,-0.21414851422417897,0.0020486375092729635,2,1.076331056875
*CC(*)c1ccc(Cl)cc1C,PI190,2,10,-0.0968956299521074,0.0014210153285675634,2,1.099586834025
*CC(*)OC(=O)C(C)(C)C(C)C(C)C,PI366,3,13,-0.976172698223017,0.003045110125798019,3,0.925192219515
*C(O)C(*)O,PI305,2,4,1.3809699808769855,0.0180673988213804,2,1.3927046836749999
*C(=O)Nc1cccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c1,PI990,3,29,0.8239613542418923,0.012073290663517049,3,1.28222835235
*CC(*)CNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],PI396,1,16,1.0631920269612303,0.0,1,1.3296770377
*CC(*)CC(C)CC,PI38,1,7,-1.4570716091779683,0.0,1,0.829811385395
*CC(*)C(=O)c1ccc(Br)cc1,PI406,1,11,2.0585067230383465,0.0,1,1.52708639705
*CC(*)c1ccccc1C(=O)O,PI97,1,11,0.1304214248711568,0.0,1,1.14467258865
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI967,3,36,0.5658203306549926,0.02286521427131851,3,1.2310290137999995
*CC(*)C(=O)Oc1ccc(C(=O)OC)cc1,PI469,2,15,0.4247650837072593,0.007341339226430777,2,1.2030523085
*CC(*)OC(=O)CC(C)(C)c1ccccc1,PI363,1,15,-0.2647264591986553,0.0,1,1.06629949625
*CC(*)c1ccc(OC)cc1,PI178,1,10,-0.371413866966588,0.0,1,1.0451392613
*CC(*)N1Cc2ccccc2N1,PI229,2,11,0.011442796782038358,0.009128544580167361,2,1.121074529825
*CC1(*)CCC(C)CC1,PI44,2,8,-1.299731879663655,0.0006377187215533717,2,0.8610179327575
*CC(*)C(C)=O,PI246,1,5,-0.41275660940741743,0.0,1,1.03693939815
*C#C/C(COS(=O)(=O)c1ccc(C)cc1)=C(/*)COS(=O)(=O)c1ccc(C)cc1,PI269,1,28,0.7177031165119158,0.0,1,1.2611532384000002
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(*)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc2)cc1,PI983,1,60,0.9479938729622474,0.0,1,1.30682879295
*CC(*)c1ccccc1C(=O)OCCCC,PI102,1,15,-0.43116221393836623,0.0,1,1.03328885565
*CC(*)c1ccc(OCCC(C)C)cc1,PI182,1,14,-0.713008718749214,0.0,1,0.977387804285
*C(c1ccccc1)C(*)[N+](=O)[O-],PI222,1,11,-0.3092335508162991,0.0,1,1.0574720204
*CCC1CC(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)CC1*,PI399,1,35,-0.3771738180897456,0.0,1,1.04399684045
*c1ccc(Oc2cc(C(C)(C)C)ccc2Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,PI1032,3,40,0.39455916232655486,0.00822932871031799,3,1.19706130725
*CC(*)C(=O)OCc1ccccc1,PI473,1,12,0.09931605014403498,0.0,1,1.13850319105
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccccc7Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1,PI1077,5,73,1.182862493149422,0.01382946496804209,5,1.35341231475
*CC(*)C(=O)Oc1ccc(-c2ccccc2)cc1,PI472,1,17,0.16122330729253673,0.0,1,1.150781792
*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,PI468,1,16,0.2730588363235353,0.0,1,1.1729630983
*CC(*)C(=O)c1ccc(C)c(C)c1,PI328,1,12,-0.44714982211049337,0.0,1,1.03011789525
*c1ccc(Oc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)cc2)cc1,PI1064,5,29,0.5349384338183273,0.009675529476488814,5,1.2249039405000002
*CC(*)c1ccccc1COCCC,PI87,2,13,-0.5690740460445264,0.00360488919823787,2,1.0059356109625002
*c1ccc2c(c1)C(=O)N(c1c(C(C)C)cc(Cc3cc(C(C)C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,PI973,5,56,-0.3313470627641426,0.007184647363801138,5,1.0530860566
*c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(Oc4ccc(Sc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,PI1115,1,58,0.8975985007113946,0.0,1,1.29683344355
*CC(*)(C)C(=O)OCC(C)C,PI443,1,10,-0.7606956278107723,0.0,1,0.96792964778
*C(=O)c1ccc2c(c1)C(=O)N(c1cc(C(c3ccc(O)c(N4C(=O)c5ccc(*)cc5C4=O)c3)(C(F)(F)F)C(F)(F)F)ccc1O)C2=O,PI1041,1,47,1.160069772386687,0.0,1,1.3488916376
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C3(c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)c4ccccc4-c4ccccc43)cc1)C2=O,PI969,4,49,0.07693998647649866,0.004499573341885474,4,1.1340651531
*OC(C)COC(*)=O,PI1116,2,7,0.42191645566889113,0.0020659866923473692,2,1.2024873155
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,PI961,4,58,0.8937793353448176,0.0042119344259535264,4,1.2960759555
*CC(*)c1cc(C(C)(C)C)ccc1C,PI193,2,13,-1.1127289493000216,0.00026355711747991125,2,0.8981078389200001
*CC(*)CNc1ccc([N+](=O)[O-])cc1C,PI394,1,14,0.3488589332819046,0.0,1,1.18799718615
*CC(*)(C)c1ccc(C)cc1,PI221,1,10,-0.9421442761447426,0.0,1,0.93194137034
*CC(*)(C)C(=O)OC(C)C,PI440,1,9,-0.7863472424634496,0.0,1,0.962841941515
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(C(c4cc(C)c(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c(C)c4)c4cccc5ccccc45)cc3C)cc1)C2=O,PI1006,5,72,0.15188077909902692,0.018865432195919535,5,1.1489288077000002
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1063,5,43,0.7087679441496866,0.003840218752996941,5,1.2593810485
*C(C)C(*)C,PI49,1,4,-1.4794399376405543,0.0,1,0.825374881635
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCC(C(C)(C)C)CC9)cc8)cc7C6=O)cc5)cc4)CC4CC3C3CCCC43)cc2)cc1,PI1017,4,82,-0.07275276390143555,0.007877821340110003,4,1.10437529715
*CC(*)c1ccc(C(C)C)cc1C(C)C,PI188,2,14,-1.2652181546742927,0.005519123771449706,2,0.8678633379
*CC(*)C(=O)Oc1ccc(OC)cc1,PI464,1,13,0.277019897392069,0.0,1,1.17374872975
*CC(*)OC(=O)c1ccc(OCC)cc1,PI343,2,14,0.013218730139527722,0.002788982834658753,2,1.121426766025
*CC(*)c1ccc(C)nc1,PI228,1,9,-0.5233054486387557,0.0,1,1.01501329215
*CC(*)OC(=O)C(C)(C(C)C)C(C)C,PI356,2,13,-0.9734173488209249,0.0038868910476123676,2,0.9257387117575
*CC(*)C(=O)Oc1cccc(N(C)C)c1,PI475,2,14,0.16954585443778844,0.00011087497968609745,2,1.1524324746499999
*CC(*)c1ccc(C(=O)C(F)(F)F)cc1,PI223,1,14,0.7973084776118988,0.0,1,1.2769420571500003
*CC(*)OC(=O)c1cccc(Br)c1,PI334,1,12,2.19542676634668,0.0,1,1.5542429317
*CC(*)C(=O)c1ccc(C)cc1,PI330,1,11,-0.3338655304702908,0.0,1,1.05258654715
*c1ccc(Oc2ccccc2Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI1034,1,42,0.72072185059042,0.0,1,1.26175197
*CC(*)C1CC=CCC1,PI67,3,8,-1.1360873385436117,0.006111271554276914,3,0.893474967855
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1033,2,42,0.6069183329587299,0.00035334659721508065,2,1.239180335525
*CC(*)c1ccc(CCCCCCCCCCCCCC)cc1,PI129,1,22,-1.1770826440637225,0.0,1,0.88534401487
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(-c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4C(F)(F)F)c(C(F)(F)F)c2)C3=O)cc1,PI1089,2,54,1.1059500135797091,0.013430465953196247,2,1.33815759845
*CC(*)c1ccncc1,PI226,1,8,-0.3103199478198964,0.0,1,1.0572565459
*CC(*)OC(=O)c1cccc([N+](=O)[O-])c1,PI369,2,14,0.798557550938313,0.0012267705855464439,2,1.27718979665
*CC(*)c1ccc(C(=O)CCCCC)cc1,PI170,1,15,-0.6728545549665219,0.0,1,0.985351926365
*CC(*)OC(=O)c1ccccc1OC(C)=O,PI331,2,15,0.43995809241018047,0.002855406960759025,2,1.206065669125
*CC(*)C(=O)OC(F)(C(F)(F)F)C(F)(F)Cl,PI433,1,15,2.3873601376800195,0.0,1,1.5923107348
*C(=O)c1ccc2c(c1)C(=O)N(c1c(CC)cc(Cc3cc(CC)c(N4C(=O)c5ccc(*)cc5C4=O)c(CC)c3)cc1CC)C2=O,PI1070,5,45,-0.28861859888573055,0.009645748324070618,5,1.06156076185
*CCCCCCCCCCN1C(=O)C2C3C=CC(C4C(=O)N(*)C(=O)C34)C2C1=O,PI1080,3,28,-0.02358249536576941,0.006314972452554709,3,1.11412766115
*c1ccc(-c2sc(-c3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,PI993,5,45,0.08312915024151432,0.01640686234470548,5,1.1352927034
*CC(*)P(=O)(OCC)N(C)C,PI381,3,10,-0.051787081516357865,0.006029604911267902,3,1.108533602
*Cc1cc(*)c(O)cc1C,PI1138,1,9,-0.13840298845380752,0.0,1,1.09135432115
*CC(*)c1ccccc1COCCCCC,PI90,2,15,-0.7170547955152846,6.317773876396067e-05,2,0.9765853109375
*CC(*)OC(=O)CCl,PI372,1,7,1.2667546834146515,0.0,1,1.37005137735
*CC(*)OC(=O)C1CCCC1,PI378,1,10,-0.31448868854581635,0.0,1,1.05642972355
*C(C)C(*)OCC,PI286,1,6,-0.991098503818004,0.0,1,0.92223185559
*c1ccc(Oc2c(C)cc(Cc3cc(C)c(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)c(C)c3)cc2C)cc1,PI997,1,47,0.041072412773008694,0.0,1,1.12695122745
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(C(c3cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)c3cccc4ccccc34)cc1C)C2=O,PI1002,5,51,-0.30430607441018864,0.013875902858436633,5,1.05844932935
*CC(*)C(=O)c1ccc(C(C)C)cc1,PI326,2,13,-0.5081975505594043,0.0017530719305505554,2,1.01800977205
*CC(*)c1ccc(-c2ccccc2)cc1,PI132,1,14,-0.4641528902752877,0.0,1,1.0267455299
*CC(*)OC(=O)CCCCCCCCCCC,PI243,2,16,-0.9929452489964953,0.0015845851500954611,2,0.92186557467
*CC(*)c1ccc(C(=O)OC)cc1,PI160,2,12,-0.16055568452205862,0.006070258749035539,2,1.086960585625
*CC(*)c1ccc(C(C)CC)cc1,PI123,1,12,-1.0720618674496256,0.0,1,0.90617369247
*c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)ccc1C)C2=O,PI974,5,38,0.7234560687465709,0.032958656787381926,5,1.2622942711
*C=CCCCCCC*,PI57,1,8,-1.3113079775797452,0.0,1,0.858721945285
*CC(*)CCCCCCCCCCCCCC,PI56,1,16,-1.4542962058792814,0.0,1,0.8303618550999999
*c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)(C(F)(F)F)C(F)(F)F)cc1C)C2=O,PI980,2,54,0.646160578955155,0.003109629809108109,2,1.246963589075
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)C6CCC7C(=O)N(*)C(=O)C7C6C5=O)cc4)cc3)cc2)cc1,PI1068,5,45,0.2236412070065561,0.0030368921007222134,5,1.1631616730999998
*c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)cc1C)C2=O,PI971,5,48,0.12669497593319895,0.023175853456444264,5,1.1439334898500002
*CC(*)c1cc(C)cc(C)c1,PI205,1,10,-0.9523626948524812,0.0,1,0.92991466311
*CC(*)c1cc(C)c(C)cc1C,PI211,1,11,-0.979192347125802,0.0,1,0.92459330647
*CC(*)C,PI2,1,3,-1.4209621871844347,0.0,1,0.836973278905
*CC(*)C(=O)OCC(F)(F)C(F)(F)F,PI430,1,13,1.9219120999368682,0.0,1,1.4999944058
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCCCCCCCCCC9)cc8)cc7C6=O)cc5)cc4)C4CC5CC(C4)CC3C5)cc2)cc1,PI1048,5,84,-0.08626929679777029,0.0015717901252810345,5,1.10169444645
*c1ccc(Oc2c(C)cc(C(c3cc(C)c(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)c(C)c3)c3cccc4ccccc34)cc2C)cc1,PI1004,5,57,-0.17846970593588207,0.009750214558487826,5,1.08340754305
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5cccc(Oc6cccc7c6C(=O)N(*)C7=O)c5C4=O)cc3)cc2)cc1,PI1062,4,43,0.7434255206248459,0.006254350144407278,4,1.2662549849499998
*CC(*)CCCCCCCCCCCCCCCCCCCC,PI54,3,22,-1.4348699079325666,0.00417339071980078,3,0.83421484054
*CC(*)CCc1ccc(C)cc1,PI282,1,11,-0.7103817559943006,0.0,1,0.977908832495
*CC(*)c1cccc2ccccc12,PI217,2,12,-0.32803415579458883,0.018206919297813214,2,1.0537431340499999
*CC(*)C1CC1,PI20,1,5,-1.1430896699704545,0.0,1,0.89208613499
