smiles_list,monomer_ID,replicate_count,heavy_atom_count,cp,cp_std,cp_count,cp_raw
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(C(c3cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)c3cccc4ccccc34)cc1C)C2=O,PI1002,5,51,-0.5829953793887297,34.05455001373249,5,2752.2704383523915
*CC(*)C(C)c1ccccc1,PI28,2,10,0.5037920486223177,171.836253955739,2,3564.2501492343035
*CC(*)c1ccccc1F,PI112,2,9,-0.3499816606028861,64.03833089790987,2,2926.3637404413857
*CC(*)CCCCC,PI8,1,7,2.0484955805251435,0.0,1,4718.356182212792
*CC(*)SCC,PI309,3,5,0.041123627538992326,116.02987956627679,3,3218.5731924508004
*C=CCC(C)(CC*)C(=O)OC,PI280,1,11,0.7724904931927583,0.0,1,3765.004850396073
*CC(*)OC(=O)CCl,PI372,1,7,-0.9558254329391033,0.0,1,2473.715100585968
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI967,3,36,-1.3882794846203745,33.695454732616156,3,2150.6124341367376
*CC(*)c1ccc(C(=O)N2CCOCC2)cc1,PI159,2,16,0.007694172300712829,73.081500007547,2,3193.5967907187755
*CC(*)c1ccc(COC)cc1,PI147,2,11,0.5320671149051929,23.29456542605258,2,3585.3755133614477
*CC(*)CC1CCCC1,PI23,1,8,1.4382445468319212,0.0,1,4262.4147118459
*CC(*)C(=O)OCc1ccccc1,PI473,1,12,-0.22622652536462473,0.0,1,3018.825850639714
*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2)cc1C,PI582,2,25,-0.6078623876683381,58.867262603345935,2,2733.6913623776836
*CC(*)C(=O)Oc1ccccc1,PI463,1,11,-0.3542640698835877,0.0,1,2923.164191605984
*CC(*)OC(=O)c1ccccc1Cl,PI337,1,12,-0.978543988915328,0.0,1,2456.7412140302595
*CC(*)C(=O)C(C)C,PI247,1,7,0.6673235872467901,0.0,1,3686.430704538835
*c1cccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C4(CC(C)(C)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc64)CC5(C)C)cc3C2=O)c1,PI986,3,51,-0.551671872814975,20.915616245514247,3,2775.673406730589
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,PI545,1,29,-0.857927424376999,0.0,1,2546.858380163328
*c1ccc(Oc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)cc2)cc1,PI1064,5,29,-0.724417697715762,29.621264178001812,5,2646.6085120292373
*C(F)(F)C(*)(OC(F)(F)F)OC(F)(F)F,PI312,1,14,-2.1443355852272243,0.0,1,1585.7345213467718
*CC(*)c1cc(Br)ccc1OCCC,PI201,2,13,-1.0550675656035393,85.91461074005377,2,2399.567575401904
*CC(*)CCCCCCCCCCCC,PI32,2,14,1.9786948950691614,76.5337577565041,2,4666.205468158589
*CC(*)c1ccc(C(=O)CCN2CCCCC2)cc1,PI158,1,18,0.32491623240240647,0.0,1,3430.6053077552087
*CCCC=C(*)c1ccccc1,PI390,1,11,0.4108257362686381,0.0,1,3494.791525145462
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,PI1104,2,36,-0.6506152840865984,122.69934761996934,2,2701.749067520082
*CC(*)OC(=O)CC1CCCCC1,PI341,2,12,0.540711556162898,50.22331296198818,2,3591.8341001395565
*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,PI468,1,16,-0.31437173555186776,0.0,1,2952.9692530763355
*CC(CC(*)(C#N)C(=O)OC)c1ccccc1,PI238,2,16,-0.08183683205469214,31.432986022984444,2,3126.704814277243
*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PI350,1,21,-1.7974738859552473,0.0,1,1844.887926172509
*CC(*)CC(C)CC,PI38,1,7,1.7769564946729917,0.0,1,4515.4791312453535
*CC(*)c1ccc(C(=O)OCCCCCC)cc1,PI166,1,17,0.8351218040385707,0.0,1,3811.7990553730383
*c1ccc(-c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N(*)C4=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI1111,3,52,-1.5912400653295777,54.332277399127804,3,1998.9729604024053
*C=CC1CCC(*)C1,PI75,1,7,1.2702500117782702,0.0,1,4136.899684263874
*CC(*)c1cc(Br)ccc1OCCCCC,PI203,2,15,-0.5801582572848352,140.46435521510517,2,2754.3901588481217
*CC(OC)C1C(=O)OC(=O)C1*,PI387,2,11,-0.5865417821898007,89.52444076210041,2,2749.6207876048165
*CC(*)C(=O)Oc1ccc(C(=O)OC)cc1,PI469,2,15,-0.502805437079311,21.201131737673673,2,2812.1833564574554
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI1097,2,45,-1.1623707582601823,4.301096055274114,2,2319.39732949696
*c1ccc(Oc2c(C)cc(C(C)(C)c3cc(C)c(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9)CCC(c9ccccc9)CC8)cc7)cc6C5=O)cc4)c(C)c3)cc2C)cc1,PI1023,5,81,-0.34133972797099327,24.046290052695962,5,2932.820452930918
*CC(*)c1ccc(C(=O)CCCC)cc1,PI169,3,14,0.5238402506013459,62.52872534896113,3,3579.22891401117
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCC(c%10ccccc%10)CC9)cc8)cc7C6=O)cc5)cc4)CC4CC3C3CCCC43)cc2)cc1,PI1039,2,84,-0.4965746411813508,42.69715228104523,2,2816.8386181226083
*CC(*)CCCCCCCCCCCCCCCCCCCC,PI54,3,22,2.2045478183303526,168.23824255049095,3,4834.948670927394
*c1ccc(Oc2cc(C(C)(C)C)ccc2Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,PI1032,3,40,-0.7114451704809305,24.620787620826185,3,2656.3007744184183
*CC(*)c1ccc(C(=O)OCCN(C)C)cc1,PI109,1,16,0.7307178900005113,0.0,1,3733.794969430758
*CCC=C(*)C(C)C,PI69,1,7,1.2094385357692372,0.0,1,4091.465146252624
*CC(*)c1ccc(Oc2ccccc2)cc1,PI183,1,15,-0.22953062683858713,0.0,1,3016.3572323152803
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,PI1109,2,42,-0.9377028567351088,60.478859120062324,2,2487.255158013284
*CC(*)c1ccc(C(C)(O)CC)cc1,PI140,2,13,1.2275651424816458,13.023576265566913,2,4105.008215024176
*CC(*)OCC(CC)CCCC,PI306,1,11,1.3042209980808757,0.0,1,4162.280684195797
*CC(*)OC(=O)c1ccc(C(C)(C)C)cc1,PI298,1,15,0.3498166706587641,0.0,1,3449.209360521289
*CC(*)CCc1ccc(C)cc1,PI282,1,11,0.38369423528870683,0.0,1,3474.520561612331
*CC(*)OC(=O)c1ccc(OC(C)=O)cc1,PI332,1,15,-0.672385295354339,0.0,1,2685.4838743466325
*CC(*)c1ccc(CCCCCCCCCCCCCC)cc1,PI129,1,22,1.52562271211623,0.0,1,4327.698221349493
*CC(*)c1ccc(COCCC)cc1,PI149,1,13,0.547650006436285,0.0,1,3597.018076970485
*c1cc(C(c2ccc(O)c(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI979,4,39,-1.3898138264517546,165.34868257251912,4,2149.4660697194404
*CC(*)OC(=O)c1cccc(Cl)c1,PI338,1,12,-1.0369963481679256,0.0,1,2413.0692607641536
*CC(*)OCC(C)(C)CC,PI316,1,9,1.3791515034425887,0.0,1,4218.264079394974
*CC(*)c1ccc(-c2ccccc2)cc1,PI132,1,14,-0.01855297006485029,0.0,1,3173.9865647259426
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,PI961,4,58,-1.051916923716459,91.55876923365658,4,2401.9215383045166
*CC(*)c1cc(C)ccc1C,PI192,1,10,0.44122264149848084,0.0,1,3517.5021948533395
*CC(*)c1ccc(CCCCCCCCCC)cc1,PI127,2,18,1.317939151449849,66.70055410833963,2,4172.530031878037
*CC(*)c1ccc(C(=O)c2ccc(C)cc2)cc1,PI174,1,17,-0.16847267171633445,0.0,1,3061.975924130607
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5ccc(C(F)(F)F)cc5)c5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c1,PI1056,5,56,-1.1528857684469236,51.336271055721475,5,2326.4839216747723
*CC(*)(C)C(=O)OC(C)CC,PI442,1,10,0.6486180354859366,0.0,1,3672.455084174454
*CC(*)C(=O)c1ccccc1,PI321,1,10,-0.0821348016206418,0.0,1,3126.482190021776
*CCCCCCN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,PI970,4,37,-0.8663448233141671,249.87127087134903,4,2540.5694252313706
*CC(*)OCC(C)(C)C,PI276,1,8,1.2032525807313386,0.0,1,4086.8433868783977
*CC(*)C(=O)OC(F)(C(F)(F)F)C(F)(F)F,PI432,1,15,-1.706572248942078,0.0,1,1912.80395375826
*CC(*)C1CC=CCC1,PI67,3,8,1.0220351795014917,85.0409702529858,3,3951.44905928052
*C#C/C(COS(=O)(=O)c1ccc(C)cc1)=C(/*)COS(=O)(=O)c1ccc(C)cc1,PI269,1,28,-1.0164068661434587,0.0,1,2428.4524361952786
*CC(*)C(=O)Oc1cccc(N(C)C)c1,PI475,2,14,0.008383684461175805,73.55533621694408,2,3194.1119511542684
*C(O)C(*)O,PI305,2,4,0.322303417304545,367.10388350700407,2,3428.6531754494163
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(-c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4C(F)(F)F)c(C(F)(F)F)c2)C3=O)cc1,PI1089,2,54,-1.2231955633910772,53.352078111897754,2,2273.9528327980797
*C(F)(F)C(*)(F)c1ccccc1,PI215,1,11,-0.8993892765944366,0.0,1,2515.880672924152
*c1ccc(Oc2c(C)cc(Cc3cc(C)c(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)c(C)c3)cc2C)cc1,PI998,3,53,-0.5320757082996029,86.35181811929154,3,2790.3144373383006
*CC(*)Cc1ccc(C)c(C)c1,PI292,2,11,0.545217484870782,30.851563308836596,2,3595.2006487351528
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccccc7Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1,PI1077,5,73,-1.2857939952904336,20.808574963541815,5,2227.183192917056
*CC(*)c1ccccc1C(=O)O,PI97,1,11,-0.38709820166891074,0.0,1,2898.632578388027
*CC(*)OC(=O)C(C)(C)C(C)(C)CC,PI365,2,13,0.7301675920088546,0.253842019523247,2,3733.383821130136
*CC(*)(C)C(=O)OC(C)(C)C,PI444,1,10,0.5642289716845523,0.0,1,3609.404844669524
*/C=C/CCCCCCCCCC*,PI55,1,12,1.7421057926948127,0.0,1,4489.440862687111
*CC(*)(C(=O)OC)c1ccccc1,PI220,2,12,-0.12692681762452537,108.8914357620993,2,3093.016392325521
*CC(*)CC(C)(C)C,PI39,1,7,1.5765791621772203,0.0,1,4365.769699286824
*CC(*)c1ccc(Cl)c(C)c1,PI207,2,10,-0.5101232046465461,150.36467964459516,2,2806.7159774278516
*CC(*)c1ccc(F)cc1C,PI189,1,10,-0.17324274430943504,0.0,1,3058.412023716227
*c1ccc(Cc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)c(C)c2)cc1C,PI1066,5,31,-0.528476474096236,27.782725926278438,5,2793.003560411057
*c1ccc2c(c1)C(=O)N(c1ccc3c(c1)-c1cc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)ccc1C3)C2=O,PI959,5,44,-1.21387154398009,101.53826837267471,5,2280.9191579417616
*CC(*)c1ccc(C(C)=O)cc1,PI218,1,11,0.1875769691007481,0.0,1,3327.9939852148805
*CC(*)OC(=O)c1ccc(C#N)cc1,PI403,2,13,-0.6379759643896978,178.58941850219418,2,2711.1923780412717
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI987,4,38,-1.163206115792684,43.23492992480854,4,2318.773202505571
*CCC=C(*)CCCCCCC,PI68,2,11,1.6779507793530413,111.01493923951081,2,4441.508242339991
*CC(*)C(=O)C1CCCCC1,PI300,1,10,0.6704864503870933,0.0,1,3688.793798398802
*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)F,PI311,1,13,-2.1596089266981586,0.0,1,1574.323234215427
*CC(*)C(=O)Oc1ccc(C#N)cc1,PI476,2,13,-0.6021435287217618,93.17366535197552,2,2737.9641367163726
*CC(*)OCC(F)(F)F,PI376,2,8,-0.6446699819352933,418.4209582063921,2,2706.1910260829973
*CC(*)(C)c1ccc(C)cc1,PI221,1,10,0.31022842065635464,0.0,1,3419.631491875802
*CC(*)c1ccccc1OC,PI110,1,10,0.17994675368392254,0.0,1,3322.2931646602487
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(Cc4cc(C)c(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)c(C)c4)cc3C)cc1)C2=O,PI999,3,55,-0.638619681770021,43.018480110843825,3,2710.7114326062283
*c1cccc(P(=O)(c2cccc(-n3c(=O)c4c(-c5ccccc5)c5c(=O)n(*)c(=O)c5c(-c5ccccc5)c4c3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,PI1057,5,56,-0.9829979611345597,178.79690889109182,5,2453.413484078997
*CC(*)CCCCCCCC,PI12,1,10,2.0409150961149,0.0,1,4712.692517561243
*c1ccc(S(*)(=O)=O)cc1,PI1137,1,9,-1.3020248705547288,0.0,1,2215.0564963204806
*CC(*)c1cc(C)ccc1F,PI197,2,10,-0.28062328893955163,39.30409417427307,2,2978.183985246299
*CC(*)(C)C(=O)OC,PI437,1,7,0.33502074389422737,0.0,1,3438.154767850406
*C(c1ccccc1)C(*)[N+](=O)[O-],PI222,1,11,-0.7315942782656866,0.0,1,2641.2466191237286
*CC(*)Cc1cc(C)ccc1C,PI291,1,11,0.6232662514340976,0.0,1,3653.5138140104937
*CC(*)OC(=O)c1ccc(OCC)cc1,PI343,2,14,-0.2180409302378694,62.701802163547384,2,3024.9416162375765
*CC(*)c1ccccc1C(=O)OCC,PI99,2,13,0.15862265736165954,149.90050149522315,2,3306.3611312926405
*CC(*)OC(=O)c1cccc(C)c1,PI361,1,12,-0.1643379748793982,0.0,1,3065.0651114506923
*CC(*)C(=O)OC1CC2CCC1(C)C2(C)C,PI428,1,15,0.5736253876089912,0.0,1,3616.425259967864
*CC(*)c1ccc(Cl)c(F)c1,PI209,2,10,-1.22562761155682,8.32359319277396,2,2272.135758257491
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,PI583,1,27,-0.8836834961246748,0.0,1,2527.6150514753936
*CC(*)CCC1CCCCC1,PI42,1,10,1.4474107964777316,0.0,1,4269.263161271651
*CC(*)OC(=O)c1ccncc1,PI354,2,11,-0.4090929314552483,73.98547955759692,2,2882.1994895681455
*CC(*)c1ccc(CCC)cc1,PI233,2,11,0.879035682657473,196.77628928633794,2,3844.608763643161
*CC(*)OC(=O)c1ccc(Br)cc1,PI335,1,12,-1.740429163224632,0.0,1,1887.5081813174488
*c1ccc(C(C)(C)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI985,4,38,-0.692798232525079,31.732237974006463,4,2670.2326022073494
*c1ccc(Oc2c(C)cc(C(c3cc(C)c(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)c(C)c3)c3cccc4ccccc34)cc2C)cc1,PI1004,5,57,-0.5467135898078563,115.09569358165147,5,2779.377926215102
*CC(*)c1ccc(C(C)=NO)cc1,PI138,2,12,0.305274516268882,301.2211556599986,2,3415.9302438225022
*CC(*)c1ccc(S(=O)(=O)OCCC)cc1,PI185,2,15,-0.39877357315382106,101.97945337265166,2,2889.9094697851733
*CC(*)(C)C(=O)OC(C)C,PI440,1,9,0.4015374931284236,0.0,1,3487.851929797552
*CC(*)C(=O)OCCCCCCCC,PI421,1,13,0.958175688472045,0.0,1,3903.737234753756
*c1cccc(Oc2cccc(Oc3cccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)c3)c2)c1,PI962,5,36,-0.9435910555307538,31.58548320961505,5,2482.8558635123777
*CC(*)c1ccc(C(C)(C)O)cc1,PI139,1,12,0.7993509022520203,0.0,1,3785.0732709721415
*CC(*)C(=O)OCC(C)(C)C,PI459,1,10,0.5174582531334616,0.0,1,3574.4606839734843
*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)F,PI346,1,15,-1.7184686681266885,0.0,1,1903.9156921156605
*CC(*)c1ccc(C(=O)C(F)(F)F)cc1,PI223,1,14,-0.6580749502389828,0.0,1,2696.175670727322
*CC(*)C(=O)OC(CC)CC,PI457,2,10,0.825985339427624,75.32846390670787,2,3804.97285946566
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(Cc4cc(C)c(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c(C)c4)cc3C)cc1)C2=O,PI1000,5,62,-0.8361727446443743,76.59536862919077,5,2563.112118570988
*CC(*)OC(C)=O,PI259,2,6,-0.0640962591450115,24.559432888254072,2,3139.95946269404
*CC(*)C1CCC(C)CC1,PI66,1,9,1.3753742952902859,0.0,1,4215.441985299663
*CC(*)c1cccs1,PI373,1,7,-0.8715772031053651,0.0,1,2536.6601177434686
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,PI975,5,46,-1.3783468406087425,21.89328027819338,5,2158.0334855815618
*CC(*)OC(=O)CCCCCCC,PI370,1,12,1.126526985379921,0.0,1,4029.518812518256
*C([2H])([2H])C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],PI240,2,8,0.8878007866950812,219.7437367195124,2,3851.157502116638
*CCCC=C(*)c1ccc(Cl)cc1,PI391,2,12,-0.4841155872383136,151.54425892988334,2,2826.1472453276947
*C1Cc2ccccc2C1*,PI386,1,9,0.03622549138179101,0.0,1,3214.91361093718
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)c1,PI1011,5,36,-1.022390948781452,60.29983510627836,5,2423.981503274032
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)CCC(c7ccccc7)CC6)cc5)cc4C3=O)cc2)cc1,PI1028,2,61,-0.48748617447352954,9.524087782236093,2,2823.628952993598
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCC(C(C)(C)C)CC9)cc8)cc7C6=O)cc5)cc4)CC4CC3C3CCCC43)cc2)cc1,PI1017,4,82,-0.2587463260603846,82.583693514525,4,2994.5290859861097
*CC(*)CC1CCCCC1,PI25,1,9,1.3394794812220616,0.0,1,4188.623621378563
*CC(*)OC(=O)CCCC(=O)c1ccccc1,PI333,1,16,0.91314042700365,0.0,1,3870.089699233841
*CC(*)c1ccccc1COC,PI85,2,11,0.24707745785830668,4.5533674282590075,2,3372.449035405435
*CC(*)c1ccc(C(C)C)cc1,PI120,1,11,0.6979929050306858,0.0,1,3709.344903898583
*C=CC(C)C(*)C(=O)OC,PI268,2,9,0.16702061679662863,113.38231766678673,2,3312.6355622422916
*CC(*)OC(C)CC,PI277,1,7,1.1808080493910953,0.0,1,4070.074234421524
*CC(*)N1CCCC1=O,PI408,1,8,0.10639792331273254,0.0,1,3267.3420707468817
*c1ccc(Oc2c(C)cc(C(c3cc(C)c(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)c(C)c3)c3cccc4ccccc34)cc2C)cc1,PI1005,5,63,-0.48862211728142224,84.85972004263442,5,2822.780247451964
*CC(*)c1ccc(C(=O)N(C)C)cc1,PI155,3,13,-0.015722609408559456,97.14095517387385,3,3176.101233490185
*CC(*)OC(=O)c1ccccc1C,PI360,1,12,-0.24747219670627954,0.0,1,3002.952411521026
*CC(*)P(=O)(OCC)N(C)C,PI381,3,10,0.15316903439059906,36.53207688703144,3,3302.2865247144205
*CC(*)OC(=O)c1cccc([N+](=O)[O-])c1,PI369,2,14,-0.8893644188489821,88.56478201643876,2,2523.3706207133746
*CC(*)OC(=O)c1ccc(OC(=O)CCC)cc1,PI336,1,17,-0.14388203798649854,0.0,1,3080.348510297616
*CC(*)c1ccccc1C(=O)N(C)C,PI95,1,13,0.08308985301486788,0.0,1,3249.9277358973227
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,PI585,1,29,0.26004553420206117,0.0,1,3382.137972366702
*C(F)(F)C(*)(F)c1c(F)c(F)c(F)c(F)c1F,PI216,2,16,-2.0290476166839437,33.399765058727816,2,1671.8704932518353
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(CC)c2)cc1CC,PI1118,2,23,0.012958375073550722,34.10377430613834,2,3197.5298743516396
*CC(*)c1cc(Br)ccc1OCCCC,PI198,2,14,-0.8513629726168498,78.36852095494187,2,2551.762928656366
*CC(*)C=O,PI242,1,4,0.1324155506302031,0.0,1,3286.7808174259226
*CC(*)c1ccc(OCCC(C)C)cc1,PI182,1,14,0.6920417067039691,0.0,1,3704.8985400815377
*CC(*)c1ccccc1C,PI83,1,9,0.4773258193696299,0.0,1,3544.4762351984546
*CC(*)c1ccc(C(=O)OC)cc1,PI160,2,12,-0.006970350721632065,56.475099950336755,2,3182.6403747196537
*CC(*)c1ccc(OCC)cc1,PI179,2,11,0.33478103990907226,89.58449678347668,2,3437.9756759990037
*CC(*)C(=O)OC,PI411,1,6,-0.023545671239693602,0.0,1,3170.2563301354594
*CC(*)c1ccccc1COCCCCC,PI90,2,15,0.8621888362193483,59.262134524084,2,3832.021851844655
*CC(*)OCCCCCCCCCCCCCCCCCC,PI402,1,21,1.6462604809502168,0.0,1,4417.831230008353
*CC(*)C(=O)OCCc1ccccc1,PI474,1,13,0.010395808757876492,0.0,1,3195.6152847985336
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(*)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc2)cc1,PI983,1,60,-1.2043717563616267,0.0,1,2288.016806115698
*CC(*)c1ccc(C(=O)N2CCCCC2)cc1,PI157,2,16,0.17790978877345165,1.8428704317237583,2,3320.7712716603382
*CC(*)c1ccc(COCC(CC)CCCC)cc1,PI235,2,18,1.0687735199761441,176.49533015404302,2,3986.3690290994227
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5ccccc5)c5c(=O)n(*)c(=O)c5c(-c5ccccc5)c4c3=O)c2)c1,PI1059,4,48,-0.8676878412069092,43.99059509742521,4,2539.5660061154044
*CC(*)O,PI241,1,3,2.0686451525751535,0.0,1,4733.4106843774925
*CC(*)CNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],PI396,1,16,0.16161847914883987,0.0,1,3308.599422283051
*/C=C/C(C*)OC,PI279,3,6,0.6485521758544344,126.26456934042541,3,3672.405877969848
*CC(*)C(=O)Oc1ccc(C(=O)OCC)cc1,PI470,1,16,-0.18940496337498428,0.0,1,3046.3366227446936
*CC(*)OC(=O)CC(C)(C)c1ccccc1,PI363,1,15,0.1347967313281709,0.0,1,3288.5598869705823
*CC(*)C(=O)OCC(F)(F)C(F)(F)F,PI430,1,13,-1.298279564004492,0.0,1,2217.8547555305554
*CC(*)Cc1ccccc1C,PI295,1,10,0.5066628739772335,0.0,1,3566.39505069488
*CC(*)C(=O)c1ccc(C)cc1,PI330,1,11,0.0743116474413173,0.0,1,3243.369208774205
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1033,2,42,-0.7866775105764515,25.490917642244458,2,2600.0918671516793
*CC(*)c1ccccc1COC(C)C,PI88,1,13,0.4485269407228991,0.0,1,3522.959511178108
*CC(*)c1ccc(C(C)C)cc1C(C)C,PI188,2,14,0.5655487166488447,3.2990405539248187,2,3610.3908757064355
*CC(*)c1ccc(C(=O)CC)cc1,PI167,1,12,0.11033627049574583,0.0,1,3270.2845578649635
*CC(*)CCCN(CC(C)C)CC(C)C,PI266,1,14,2.747402167567425,0.0,1,5240.535546689473
