smiles_list,monomer_ID,replicate_count,heavy_atom_count,Rg,Rg_std,Rg_count,Rg_raw
*CC(*)C(=O)OCCC#N,PI460,1,9,-0.25494244120730564,0.0,1,17.081413535000003
*CC(*)c1ccc(COC)cc1,PI147,2,11,-0.7060168423288788,0.5818198056446955,2,14.972982635000008
*CC(*)C(=O)OC(F)(C(F)(F)F)C(F)(F)F,PI432,1,15,-0.5886451769716874,0.0,1,15.521606200000017
*CC(*)c1ccc(C(=O)OCC(C)C)cc1,PI165,1,15,-0.7178872237266473,0.0,1,14.917497599999995
*CC(*)(C)C(=O)Oc1ccccc1,PI449,1,12,-0.6980761408866029,0.0,1,15.010099395
*CCCC=C(*)c1ccccc1,PI390,1,11,-0.42526702840153446,0.0,1,16.285275199999994
*CC(*)c1ccc2ccccc2c1,PI225,2,12,-0.8338561611048974,0.16694327241766266,2,14.375430724999998
*CC(*)OC(=O)C(C)(C)C(C)C(C)C,PI366,3,13,-0.9372159641458094,0.43438389636385516,3,13.892301995000006
*CC(*)c1ccc(C(=O)CCCC)cc1,PI169,3,14,-0.9310576982391461,0.9967785569466784,3,13.921087220000008
*CC(*)c1ccc(COCCCC)cc1,PI150,2,14,-0.7744040640740457,0.4441627641768354,2,14.653324212499992
*CC(*)c1ccc(C(=O)N2CCCCC2)cc1,PI157,2,16,-0.981095022730109,0.9458729152302519,2,13.687200657500004
*CC(*)P(=O)(OCC)N(C)C,PI381,3,10,-0.8206109728329745,1.9089251591233851,3,14.43734194000001
*CC(*)c1ccc(-c2ccccc2)cc1,PI132,1,14,-1.2851910408251959,0.0,1,12.265782285000004
*CC(*)c1ccc(C(=O)N2CCOCC2)cc1,PI159,2,16,-0.5728905010522873,0.06184735978151731,2,15.5952473675
*c1cccc(N2C(=O)c3ccc(-c4cccc5c4C(=O)N(*)C5=O)cc3C2=O)c1,PI1103,1,28,0.7283206362382395,0.0,1,21.67742308499999
*CC(*)CCCC(C)(C)C,PI41,1,9,-0.9187854046148273,0.0,1,13.97845089000001
*c1ccc(Sc2ccc3c(c2)Sc2ccc(Sc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc2S3)cc1,PI1086,2,44,1.793908454674886,2.257697999050635,2,26.658238394999984
*c1ccc(Oc2c(C)cc(C(C)(C)c3cc(C)c(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9)CCC(c9ccccc9)CC8)cc7)cc6C5=O)cc4)c(C)c3)cc2C)cc1,PI1023,5,81,0.8412848040576475,2.9913876618809327,5,22.205444939999985
*CC(*)C(=O)OCCc1ccccc1,PI474,1,13,-0.7316214356759347,0.0,1,14.85330057000001
*CC(*)OC(=O)CCl,PI372,1,7,-0.3843713995523119,0.0,1,16.476431264999995
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,PI1104,2,36,1.1898201405638653,0.6058083678411172,2,23.834583440000003
*CCC=C(*)C(C)C,PI69,1,7,-0.2958152107350501,0.0,1,16.890364319999996
*C=CCCCCCC*,PI57,1,8,0.5135172498997695,0.0,1,20.67338008000002
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)cc1C)C2=O,PI1069,5,41,1.533096240358225,0.7023038817473495,5,25.439138994999983
*CC(C)C(*)(C)C,PI16,2,6,-0.2940895715744108,0.1142500427791603,2,16.898430375000004
*CC(*)C(=O)Oc1ccc(C(=O)OCC)cc1,PI470,1,16,-1.0267090663754548,0.0,1,13.473989580000008
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI1106,1,42,1.1303653944403789,0.0,1,23.556677570000016
*CC(*)OC(=O)c1ccccc1Cl,PI337,1,12,-0.9590658214115337,0.0,1,13.790170474999991
*CC(*)CC(C)(C)C,PI39,1,7,-0.7481684769711708,0.0,1,14.775955695000002
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCC(c%10ccccc%10)CC9)cc8)cc7C6=O)cc5)cc4)CC4CC3C3CCCC43)cc2)cc1,PI1039,2,84,0.764312875913792,0.20553939852779718,2,21.845659522499993
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c(-c3ccccc3)c2)cc1,PI1036,1,48,2.2280029624986115,0.0,1,28.687301164999987
*c1ccc(Oc2cc(C(C)(C)C)ccc2Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI1037,3,46,1.1184097799712245,1.6230358297080028,3,23.500794134999992
*CC(*)C(=O)OCC,PI412,1,7,-0.15535135512426856,0.0,1,17.546926370000012
*CC(OC)C1C(=O)OC(=O)C1*,PI387,2,11,0.6354431098428401,2.0448943228541006,2,21.2432910525
*C=CC(C)CCCCC*,PI80,1,9,0.6725330718927152,0.0,1,21.41665851
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,PI585,1,29,1.3307351409829025,0.0,1,24.49325425
*c1ccc(C(C)(C)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI985,4,38,1.5011642387057889,2.099812169991769,4,25.28988109249999
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4c3)cc1)C2=O,PI1049,5,55,1.1995380435380119,1.4847381425840491,5,23.88000726999999
*c1ccc(C(C)(C)c2ccc(C(C)(C)c3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1084,4,47,0.6000926763714662,1.9976690330934743,4,21.078054572499994
*CC(*)C1CCC1,PI21,1,6,-0.585952806729681,0.0,1,15.534190990000008
*CC(*)OCCCCCCCCCCCCCCCCCC,PI402,1,21,-1.023453725706685,0.0,1,13.489205829999998
*c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c5c(=O)n(*)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c1,PI1052,5,68,0.33146279927911115,0.47997126376181903,5,19.822413525000005
*CC(CC(*)(C#N)C(=O)OC)c1ccccc1,PI238,2,16,0.27073161998620165,1.150096016807204,2,19.538541297500004
*CC(*)c1cc(C(C)C)ccc1C(C)C,PI194,1,14,-1.1593057244407947,0.0,1,12.854200715000005
*CC(*)CCCCCCCCCCC,PI63,1,13,-1.1087282027343301,0.0,1,13.09061229
*c1cccc(Oc2cccc(Oc3cccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)c3)c2)c1,PI962,5,36,0.7161042832351715,2.0864216120638788,5,21.620320895
*CC(*)CCCCCCCCCCCC,PI32,2,14,-1.0371803225174812,0.23960335907924335,2,13.425044395
*CC(*)c1ccc(C(=O)OCCN(C)C)cc1,PI109,1,16,-0.6635771545633404,0.0,1,15.171356004999996
*CC(C)O*,PI525,1,4,-0.4354416450013325,0.0,1,16.237716579999997
*c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(Oc4ccc(Sc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,PI1115,1,58,1.1255756349210388,0.0,1,23.534289075
*c1ccc(C(c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N(*)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,PI995,5,53,2.2433344901278414,1.2129365478443055,5,28.758964435000006
*CC(*)OC(=O)C(C)(C)C(C)(C)CC,PI365,2,13,-0.9437384532802735,0.7414415989905259,2,13.861814302500001
*CC(*)c1nc(C)nc(C)n1,PI383,1,10,-0.8469426765901267,0.0,1,14.314261184999989
*c1cccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)c1,PI953,1,29,1.7070666154871994,0.0,1,26.252318625
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7cccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)c7)cc6C5=O)cc4)cc3)cc2)cc1,PI1038,3,56,1.8365873042137737,1.0847961414099379,3,26.857729665000004
*CC(*)C(=O)Oc1ccc(C(=O)OCCCC)cc1,PI471,2,18,-0.9151402296136932,0.43441267736755484,2,13.995489320000003
*CC(*)c1ccccc1COCCCC,PI89,2,14,-0.8803624387256036,0.6554039677321906,2,14.158049130000002
*CC1CC(*)C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1,PI398,1,34,-0.29938281914852044,0.0,1,16.873688454999993
*CC(*)(C)C(=O)OC(C)C,PI440,1,9,-0.30969973796617856,0.0,1,16.825464680000003
*CC(*)c1ccccc1COCCC(C)C,PI91,2,15,-0.8064168563663213,0.6341372363132688,2,14.503688674999996
*C(OC(F)(F)F)C(*)(F)F,PI313,1,9,0.2415460005420542,0.0,1,19.40212065
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(C(=O)Nc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,PI1095,2,49,3.9582965532261825,0.32192434517178226,2,36.7751120975
*C(F)(F)C(*)(OC(F)(F)F)OC(F)(F)F,PI312,1,14,0.7134051963960857,0.0,1,21.607704710000004
*CC(*)c1ccc(C(C)C)cc1,PI120,1,11,-0.5773929043528176,0.0,1,15.574202044999996
*c1ccc(Oc2ccc(NC(=O)CN3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(CC(=O)Nc5ccc(Oc7ccc(-c8nnc(*)o8)cc7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,PI1021,2,70,0.9250552757222524,1.3465389744986667,2,22.597008395000003
*CC(*)CCc1ccc(C)cc1,PI282,1,11,-0.9279883171344006,0.0,1,13.935434250000004
*c1ccc2c(c1)C(=O)N(c1cc(C(c3ccc(O)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)(C(F)(F)F)C(F)(F)F)ccc1O)C2=O,PI996,2,54,0.03613459770705573,2.676498305241517,2,18.441978048529407
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c5c(=O)n(*)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c1,PI1053,5,64,0.17608003160541907,1.348416243411556,5,19.096116869999992
*CC(*)c1ccc(C(=O)c2ccc(C)cc2)cc1,PI174,1,17,-0.6794382514816057,0.0,1,15.097217399999993
*CC(*)C(=O)OCC(F)(F)C(F)(F)F,PI430,1,13,-0.2586926706755692,0.0,1,17.063884054999992
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(-c4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,PI981,2,57,1.8668550814764546,1.2672870262908578,2,26.99920858
*CC(*)c1ccc(COCCOCC)cc1,PI133,2,15,-0.8042031589254848,0.1898631311026624,2,14.514036032500012
*C(=O)Nc1cccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c1,PI990,3,29,2.395509858596023,0.46338435521429167,3,29.470268929999985
*CC(*)C1CC1,PI20,1,5,-0.5558261689294858,0.0,1,15.67501018499999
*CC(*)NC(=O)OC(C)(C)C,PI348,2,10,-0.8420048599091001,0.6645508323530457,2,14.337341735
*CC(*)c1ccc(C(=O)OCCC)cc1,PI162,1,14,-0.5085602280268433,0.0,1,15.895942630000002
*CC(*)c1cccs1,PI373,1,7,0.15541186968804147,0.0,1,18.999508880000008
*CC(*)C(=O)Oc1cccc(C(=O)OC)c1,PI467,3,15,-0.48819653151953746,0.9384344223639388,3,15.991127475000004
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI976,5,39,1.5074868494418319,1.8436413356363517,5,25.319434505000007
*CC(*)OC(=O)c1cccc(Cl)c1,PI338,1,12,-0.3393957957899131,0.0,1,16.686658119999997
*CC(*)C(=O)N1CCOCC1,PI462,1,10,-0.6023149367592073,0.0,1,15.457710435000006
*CC(*)c1ccc(I)cc1,PI176,1,9,-0.04922760125101756,0.0,1,18.04297447499999
*CC(*)C(=O)Oc1ccc(C(=O)OC)cc1,PI469,2,15,-0.9608742296076599,0.28912060800342587,2,13.781717537500002
*CC(*)c1cc(Br)ccc1OCCCC,PI198,2,14,-0.49785460607628074,2.26990733960526,2,15.945983297499998
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,PI964,5,52,1.5795791826444416,2.159466436631298,5,25.656411514999984
*CC(*)OC(C)(C)C,PI272,1,7,-0.6257721669505626,0.0,1,15.348065664999998
*CC(*)c1cc(Cl)ccc1Cl,PI195,2,10,-0.22865929238188126,1.2082757021030521,2,17.204267332500002
*CC(*)c1ccc(OCCC(C)C)cc1,PI182,1,14,-0.7137260024847707,0.0,1,14.936948155
*C(=O)Nc1cccc(C#Cc2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)c1,PI1018,4,28,1.3942300753544863,1.3221303706929546,4,24.790044937499992
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1063,5,43,1.3687544916956595,0.8051254995194271,5,24.67096589500002
*CC(*)OCC(C)(C)C,PI276,1,8,-0.7235338954513412,0.0,1,14.891103690000008
*CC(*)CCCCCC,PI30,1,8,-0.5104021823039847,0.0,1,15.887332890000003
*CC(*)c1ccc(OCCCC)cc1,PI181,2,13,-1.0153242535493827,0.3621434015528739,2,13.527204949999994
*c1ccc(Oc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)cc2)cc1,PI1064,5,29,2.375165216515186,2.0753498927148692,5,29.375173150000013
*CC(*)C(=O)Oc1ccccc1C(=O)OC,PI465,2,15,-0.8198536848024881,1.4453795659900013,2,14.440881687499996
*CC(*)OCC(F)(F)F,PI376,2,8,-0.22906232297158985,0.78432096785914,2,17.202383469999994
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCC(C(C)(C)C)CC9)cc8)cc7C6=O)cc5)cc4)CC4CC3C3CCCC43)cc2)cc1,PI1017,4,82,0.6268948537393773,1.2008545636001224,4,21.203334435000002
*CC(*)(C)C,PI13,1,4,-0.106206354462812,0.0,1,17.776641994999995
*CC(*)c1ccccc1C(=O)OCCC,PI100,2,14,-0.8145395664646287,1.1354686150127429,2,14.465721162499996
*CC(*)CC(C)C,PI7,1,6,-0.6779620217452107,0.0,1,15.104117655
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI1097,2,45,1.0865019431995488,0.3126233843056212,2,23.351649184999992
*c1c(C)cc(C(c2cc(C)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)c2cccc3ccccc23)cc1C,PI1001,5,49,1.9396102141267526,0.811655590627459,5,27.339283675
*CC(*)c1cccc(Cl)c1,PI116,2,9,-0.4723314772751255,1.3583100007728695,2,16.065284577499995
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,PI1109,2,42,0.859971983272887,2.874266548666859,2,22.2927933375
*c1ccc2c(c1)C(=O)N(c1c(C)cc(C(c3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)c3cccc4ccccc34)cc1C)C2=O,PI1003,1,58,0.7582492515559134,0.0,1,21.81731667499999
*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)F,PI346,1,15,-0.022496387795907343,0.0,1,18.167922635000007
*CC(*)c1ccc(COCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)cc1,PI234,1,31,-0.7433826100616074,0.0,1,14.798325995000004
*CC(*)c1ccc(OCCC)cc1,PI180,2,12,-0.8409393422218207,0.21832809641698148,2,14.342322222500002
*CC(*)(C)C(=O)OC1CCCCC1,PI448,1,12,-0.6315260614083956,0.0,1,15.321170569999996
*CC(*)C(=O)OCCCCCCCCCCCCCCCC,PI424,2,21,-1.0039222577232785,0.08322826066133898,2,13.580500637500004
*CC(*)OCC(C)(C)CC,PI316,1,9,-0.4344399499619876,0.0,1,16.242398745000006
*Oc1ccc2ccc(OC(=O)Oc3ccc(OC(*)=O)cc3)cc2c1,PI816,1,24,1.4135161773500111,0.0,1,24.88019284499997
*CC(*)OC(=O)c1ccc(OCC)cc1,PI343,2,14,-0.8388469216645789,0.41831560009034596,2,14.352102702500007
*CCCC=C(*)c1ccc(Cl)cc1,PI391,2,12,-0.25660316877338835,1.1000037380419232,2,17.073650892499998
*CC(*)C(=O)OC(C)C,PI414,1,8,-0.6234069641953601,0.0,1,15.359121195000004
*CC(*)C(=O)OC(F)(C(F)(F)F)C(F)(F)Cl,PI433,1,15,-0.138236877437501,0.0,1,17.62692358
*CC(*)P(=O)(Oc1ccccc1)N(C)C,PI382,1,14,-0.6918056332511852,0.0,1,15.039409264999998
*c1ccc(Oc2cc(C(C)(C)C)ccc2Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,PI1032,3,40,1.0148112269884522,0.9220188003480598,3,23.01654943
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,PI583,1,27,1.293684757008133,0.0,1,24.320071789999982
*CC(*)c1ccccc1COCC,PI86,1,12,-0.6812776374278694,0.0,1,15.08861966499999
*CC(*)c1ccc(C(=O)CCCCCCC)cc1,PI171,2,17,-1.0254050073362881,0.04691092403941161,2,13.480085067500001
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9)CCCCCCCCCCC8)cc7)cc6C5=O)cc4)cc3C)c(C)c2)cc1,PI1042,1,76,1.3762135610333992,0.0,1,24.70583139000002
*CC(*)c1ccc(OCC)cc1,PI179,2,11,-0.6953128473800931,0.2414216099208264,2,15.023015697500004
*CC(*)C(=O)OC1CC2CCC1(C)C2(C)C,PI428,1,15,-1.0030923621979824,0.0,1,13.584379769999998
*c1ccc(Oc2ccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)cc2C(C)(C)C)cc1,PI1030,2,40,1.9734332822976737,1.4673825829514535,2,27.497380880000016
*CC(*)OC(=O)C(C)(C(C)C)C(C)C,PI356,2,13,-0.9293566229544478,0.6610354615969707,2,13.929038457499999
*CCCCOC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O*,PI658,1,26,0.8357000043972351,0.0,1,22.179340235
*CC(*)OC(=O)c1ccc(C#N)cc1,PI403,2,13,-0.5593384132857803,0.15797156521757277,2,15.658593104999998
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,PI436,1,16,-0.3006432513277461,0.0,1,16.867796890000015
*CC(*)OC(=O)c1cccc([N+](=O)[O-])c1,PI369,2,14,-0.4013198529930139,0.20980555758645789,2,16.397210092499993
*CC(*)OC(=O)c1ccccc1OC(C)=O,PI331,2,15,-0.6069284532632642,0.43181319374087634,2,15.436145742499995
*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2)cc1C,PI582,2,25,4.797212364105039,0.8447778551884606,2,40.696407595
*CC(*)CNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],PI396,1,16,-0.5771970897149103,0.0,1,15.575117330000008
*CC(*)c1ccc(C(C)(O)CC)cc1,PI140,2,13,-0.6527240707347766,0.5779307819877716,2,15.222085944999998
*CC(*)OC(=O)CCCCCCC,PI370,1,12,-0.7849051448380514,0.0,1,14.604239620000012
*Oc1cccc2c(OC(=O)Oc3ccc(OC(*)=O)cc3)cccc12,PI817,1,24,1.5083752726388686,0.0,1,25.323587210000007
*CC(*)c1ccccc1C(=O)OCCC(C)C,PI105,2,16,-0.9935137898368711,0.060622739224855546,2,13.629152335
*CC(*)C(=O)c1ccc(CC)cc1,PI325,1,12,-0.6026668387378521,0.0,1,15.456065560000004
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCCC2)cc1,PI801,1,22,0.4909834656964901,0.0,1,20.56805172
*CC*,PI1,1,2,1.321291610838954,0.0,1,24.449112904999986
*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PI350,1,21,-0.4507657692911138,0.0,1,16.16608791499999
*CC(*)c1ccc(C(=O)C(F)(F)F)cc1,PI223,1,14,-1.160141953078532,0.0,1,12.85029198
*CC(*)CCCCCCCCC,PI64,3,11,-0.9103946483806045,0.40529358653246345,3,14.017671314999998
*OC(C)COC(*)=O,PI1116,2,7,0.27437414375531693,1.5625673793510295,2,19.555567335000006
*Cc1cccc(COC(=O)Nc2ccc(Cc3ccc(NC(=O)O*)cc3)cc2)c1,PI660,4,29,0.7347436883939621,1.7529337030058516,4,21.707445985
*CC(*)c1ccc(CCCCCCCCCCCC)cc1,PI128,2,20,-0.9794852071624286,0.20837450427607873,2,13.694725324999997
*Oc1ccc(C(C)(CCC#N)c2ccc(OC(*)=O)cc2)cc1,PI1119,2,22,0.7326332697312677,1.6734715802248945,2,21.6975813775
*C(C)C(*)C,PI49,1,4,0.7133010704217548,0.0,1,21.607218
*CCCCCCCC(*)C,PI19,1,9,0.2298532853849904,0.0,1,19.34746607
*CC(*)c1ccccc1C(=O)OC,PI98,1,12,-1.1494189341895076,0.0,1,12.900413965000007
*CC(*)c1ccc(CCCCCC)cc1,PI124,2,14,-0.8320232275417473,0.35326135549264626,2,14.383998300000005
*CC(*)c1ccccc1C(=O)OCC,PI99,2,13,-0.6644295344830131,1.1938549699430543,2,15.167371775000003
*/C=C/CCCCCCCCCC*,PI55,1,12,0.8041293303159178,0.0,1,22.031771265
*CC(*)c1ccc(C(O)CCN(C)C)cc1,PI144,2,15,-0.8790484775461014,0.10961087428682831,2,14.164190902500003
*CC(OC)C(C(=O)O)C(*)C(=O)O,PI388,1,12,0.5677012312389862,0.0,1,20.92664912
*CC(*)c1cccc(CC)c1,PI114,1,10,-0.05582908982579492,0.0,1,18.012117519999997
*CC(*)c1ccccc1C(=O)OCC(C)C,PI103,1,15,-0.7087103956504196,0.0,1,14.960392314999996
*C=CC(C*)OC,PI303,3,6,0.17824805693490442,1.478358828266257,3,19.106250745
*CC(*)(C)C(=O)OCC(C)C,PI443,1,10,-0.5580047178904475,0.0,1,15.664827119999996
*CC(*)c1ccccc1C(=O)OC(C)C,PI101,2,14,-0.6247138718247548,0.20718480065225822,2,15.353012392499995
*CC(*)CNc1ccc([N+](=O)[O-])cn1,PI393,3,13,-0.7359528310346216,0.5866559390539995,3,14.833054579999992
*C1CCC(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)CC1,PI978,5,28,2.357379585084953,0.572284621484881,5,29.292038805
*CC(*)C(=O)Oc1ccccc1,PI463,1,11,-0.15670682624292456,0.0,1,17.54059057
*CC(*)c1ccc(Cl)c(C)c1,PI207,2,10,-0.5782638514541748,0.0965729707547219,2,15.570131027499999
*CC(*)C(=O)OCC=C,PI427,2,8,-0.34175935710249106,0.17238003614597638,2,16.675610262500008
*CC(*)Cc1ccccc1,PI26,1,9,-0.5416544272137575,0.0,1,15.741252335000002
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9)CCC(C(C)(C)C)CC8)cc7)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,PI1013,4,81,1.072742799935068,1.8986921538726176,4,23.287335620000015
*Oc1ccc(Oc2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,PI546,1,30,0.7069833840135806,0.0,1,21.57768760500001
*CC(*)C,PI2,1,3,0.2832167454461681,0.0,1,19.59689979500001
*C(c1ccccc1)C(*)[N+](=O)[O-],PI222,1,11,1.2461517813635175,0.0,1,24.097891160000003
*CC(*)C(=O)O,PI410,2,5,-0.09280960525253046,0.5283325551949872,2,17.8392616425
*c1cccc(P(=O)(c2cccc(-n3c(=O)c4c(-c5ccc(C(F)(F)F)cc5)c5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,PI1054,5,64,0.4311308753857366,1.2988106675284936,5,20.28828623
