smiles_list,monomer_ID,replicate_count,heavy_atom_count,thermal_diffusivity,thermal_diffusivity_std,thermal_diffusivity_count,thermal_diffusivity_raw
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)cc1C)C2=O,PI1069,5,41,0.46195686148763915,2.4962809907199657e-09,5,7.33764538267329e-08
*CC(*)c1ccc(OCCC(C)C)cc1,PI182,1,14,0.9411964113053771,0.0,1,7.995841425611236e-08
*CC(*)OC(=O)CCCC(=O)c1ccccc1,PI333,1,16,-0.7683940605376495,0.0,1,5.64785974496855e-08
*Oc1ccc(Oc2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,PI546,1,30,-0.13058126543573803,0.0,1,6.523843077377004e-08
*CC(*)C=C,PI521,2,4,1.1821283520311099,8.70127512508533e-09,2,8.326741598736237e-08
*CC(*)OC(C)(C)C,PI272,1,7,-0.5401002084974744,0.0,1,5.961402544382854e-08
*CC(*)OC(=O)c1ccc(Br)cc1,PI335,1,12,-1.0420091518583303,0.0,1,5.2720719568699495e-08
*CC(*)c1ccc(C(=O)OCC)cc1,PI161,1,13,0.19023342064512908,0.0,1,6.964455620676306e-08
*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PI350,1,21,-2.2070739473885674,0.0,1,3.6719514357736614e-08
*CC(*)c1ccc(C(C)(O)CCCC)cc1,PI142,1,15,0.25199448763362314,0.0,1,7.04927935843942e-08
*CC(*)CNc1ccc([N+](=O)[O-])cc1,PI392,2,13,0.3341387722195728,2.376348549163353e-09,2,7.162097766446444e-08
*CC(*)c1ccc(COCCOCC)cc1,PI133,2,15,-0.2815990520565592,2.7386687883936738e-09,2,6.316432587977966e-08
*CC(*)c1cc(Br)ccc1OC,PI200,1,11,-1.9227681381353159,0.0,1,4.062422044274e-08
*CC(*)CCC,PI4,2,5,0.22820810564435962,5.045473210276826e-09,2,7.016610722248817e-08
*CC(*)c1ccc(C(C)=O)cc1,PI218,1,11,0.20309435115098934,0.0,1,6.982119049269953e-08
*CC(*)Cc1ccc(C)c(C)c1,PI292,2,11,-0.1612127082385282,1.7278051351805992e-09,2,6.481773314040601e-08
*c1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5cccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)cc4)cc3)c1)C2=O,PI984,5,60,-1.0426425626884537,3.5436645773032174e-09,4,5.271202019273815e-08
*C(C)C(*)OCCC,PI289,1,7,-0.2384735884369209,0.0,1,6.375661859675399e-08
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1033,2,42,1.99985079537711,1.2077827972229522e-08,2,9.449816012433062e-08
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,PI975,5,46,-0.4980390856728844,4.464903136358515e-09,5,6.019170031676423e-08
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(-c4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,PI981,2,57,-0.09710994762129287,0.0,1,6.56981317509904e-08
*CC(*)c1cc(C)ccc1F,PI197,2,10,-0.5589834337023971,2.4598081226754866e-09,2,5.935467990123897e-08
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccccc7Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1,PI1077,5,73,-0.7087036213922134,1.62489000799064e-09,4,5.729839645963149e-08
*CC(CC(*)(C#N)C(=O)OC)c1ccccc1,PI238,2,16,-0.29649941765431526,2.594693180918727e-09,2,6.295968163289934e-08
*C(F)(F)C(*)(OC(F)(F)F)OC(F)(F)F,PI312,1,14,-2.547004622408816,0.0,1,3.2050846564007056e-08
*c1ccc(Oc2c(C)cc(C(c3cc(C)c(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)c(C)c3)c3cccc4ccccc34)cc2C)cc1,PI1004,5,57,0.9617463671388663,7.906595608246679e-09,5,8.024065097086798e-08
*CCCCCCCC(*)C,PI19,1,9,0.18997305433351622,0.0,1,6.96409802899573e-08
*CC(*)c1ccc(C(=O)N(C)C)cc1,PI155,3,13,0.5254794187106406,4.237118811135411e-09,3,7.424888382165673e-08
*CC(*)c1ccc(Cl)cc1C,PI190,2,10,-1.113515277457177,5.451667279442378e-09,2,5.173864183882757e-08
*C(C)C(*)C,PI49,1,4,0.40329038875099077,0.0,1,7.257071815188982e-08
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCCC2)cc1,PI801,1,22,-0.27471420138322894,0.0,1,6.325888363218403e-08
*Oc1c(C)cc(C(C)(C)c2cc(C)c(ON3C(=O)c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)CCC(C(C)(C)C)CC6)cc5)cc4C3=O)c(C)c2)cc1C,PI1012,4,67,0.1675708624534475,5.843645922838891e-09,3,6.933330463893464e-08
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(=O)c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,PI963,3,53,0.8367988827013708,3.8401429814965455e-09,3,7.85246002012041e-08
*CC(*)c1ccc(C(C)C)cc1,PI120,1,11,0.2931085490150994,0.0,1,7.105746134857783e-08
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(Cc4cc(C)c(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)c(C)c4)cc3C)cc1)C2=O,PI999,3,55,0.6960200663621499,3.402844466466292e-09,3,7.659111912938515e-08
*CC(*)OC(=O)C(F)(F)F,PI278,2,9,-1.2003029549861832,4.620379357842882e-11,2,5.054668458181297e-08
*CC(*)c1cccc(CC)c1,PI114,1,10,0.4634168754957234,0.0,1,7.339650591640539e-08
*CC(*)OC(=O)CCl,PI372,1,7,-0.45797280434489446,0.0,1,6.07419776850522e-08
*C(=O)NCCNC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,PI764,3,25,0.6165147106248331,6.577078378297088e-09,3,7.549917856315731e-08
*C=CC(C*)OC,PI303,3,6,-0.6225096924232014,3.5968489214564374e-09,3,5.8482199069292034e-08
*CC(*)OCC(CC)CCCC,PI306,1,11,-0.1309918223962197,0.0,1,6.523279211212593e-08
*C(OC(F)(F)F)C(*)(F)F,PI313,1,9,-2.220168178976583,0.0,1,3.6539675873625216e-08
*CC(*)CC(C)C,PI7,1,6,-0.1891843972931774,0.0,1,6.443356503372402e-08
*C([2H])([2H])C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],PI240,2,8,-1.3558019003611632,1.258005708460616e-09,2,4.841103466381767e-08
*CC(*)c1c(C)cc(C)cc1C,PI210,1,11,-0.08978521178274465,0.0,1,6.579873096377098e-08
*CC(*)P(=O)(Oc1ccccc1)N(C)C,PI382,1,14,-0.7445114559954777,0.0,1,5.6806605349089624e-08
*c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c5c(=O)n(*)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c1,PI1052,5,68,-1.5060822235493263,5.9794632450630624e-09,4,4.634705822256813e-08
*CC(*)C(=O)c1ccc(C)c(C)c1,PI328,1,12,-0.2468900553798967,0.0,1,6.364102535659901e-08
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(C)(C)CCCCCCCCC(*)(C)C)cc5C4=O)cc3)cc1)C2=O,PI989,4,49,0.7028101322077535,8.492279697378847e-10,3,7.668437509026242e-08
*CC(*)CCCCCCCCCCCCC,PI61,1,15,2.3751242150723746,0.0,1,9.965223140156877e-08
*CC(*)OCCCCCCCCCCCCCCCCCC,PI402,1,21,1.5979947905400893,0.0,1,8.897899893833976e-08
*CC(*)C(=O)OCC(F)(F)C(F)C(F)(F)F,PI435,1,15,-1.065825431066446,0.0,1,5.2393622593121234e-08
*CC(*)C(=O)OC(CC)CC,PI457,2,10,-0.08445066543818523,1.8225360479510384e-09,2,6.587199656332748e-08
*C=CCCCCCC*,PI57,1,8,-0.054339132733699023,0.0,1,6.62855536597822e-08
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)C6CCC7C(=O)N(*)C(=O)C7C6C5=O)cc4)cc3)cc2)cc1,PI1068,5,45,0.7678516724174935,1.1744444062990483e-09,4,7.757766706520317e-08
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c5c(=O)n(*)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c1,PI1053,5,64,-1.3053137707324418,3.6413815830303457e-09,5,4.91044475332188e-08
*CC(*)C(=O)C1CCCCC1,PI300,1,10,-0.5333682527051078,0.0,1,5.970648331099443e-08
*CC(*)c1c(F)c(F)c(F)c(F)c1F,PI212,1,13,-1.9505957821796815,0.0,1,4.024203067561304e-08
*Cc1cc(*)c(O)cc1C,PI1138,1,9,-0.199760232951206,0.0,1,6.42883146431099e-08
*CC(*)C(=O)c1ccc(CC)cc1,PI325,1,12,0.3612723730855431,0.0,1,7.199363532027418e-08
*CC(*)c1cc(Br)ccc1OCCC,PI201,2,13,-1.5807950537266862,2.0580517307034993e-09,2,4.532093904692548e-08
*CC1CC(*)C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1OC(=O)CCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,PI397,1,62,0.6329199005690634,0.0,1,7.572449033279411e-08
*c1ccc(-c2ccc(Oc3ccc(C4(C)CC(C)(C)c5ccc(Oc6ccc(-c7ccc(N8C(=O)c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9C8=O)cc7)cc6C(F)(F)F)cc54)cc3)c(C(F)(F)F)c2)cc1,PI1101,2,75,0.4159636331880137,6.200126297577589e-09,2,7.274477472428261e-08
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9)CCC(C(C)(C)C)CC8)cc7)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,PI1013,4,81,0.0303332903404173,6.206761891885601e-09,2,6.74484596393606e-08
*CC(*)c1ccc(C(=O)CCC)cc1,PI168,2,13,-0.1587061735426458,4.89602723212382e-09,2,6.485215832962389e-08
*CC(*)c1ccc(C(=O)OC(C)C)cc1,PI163,2,14,0.44018814623857155,8.627815411202747e-09,2,7.307747845539244e-08
*CC(*)c1ccc2ccccc2c1,PI225,2,12,-1.041889388711549,2.0067093709829693e-10,2,5.27223644168622e-08
*CC(*)OCCOC,PI375,2,7,0.10653410463357404,0.0,1,6.8495015051064e-08
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c(-c3ccccc3)c2)cc1,PI1036,1,48,2.623271739291338,0.0,1,1.030603332280538e-07
*CC(*)C(=O)c1ccc(C)cc1,PI330,1,11,-0.4510673148547543,0.0,1,6.083681889460363e-08
*CC(*)OC(=O)c1ccccc1OC,PI357,3,13,-0.6807666055853487,3.008045011436816e-09,3,5.7682088357818244e-08
*C(=O)Nc1cccc(C#Cc2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)c1,PI1018,4,28,1.1189426638253155,3.961018603230938e-09,4,8.239961261088434e-08
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,PI436,1,16,-2.0410681403636386,0.0,1,3.8999467365164384e-08
*CC(*)CCCCCCCC,PI12,1,10,0.7909175404986004,0.0,1,7.789445776212472e-08
*CC(*)C(=O)OCC,PI412,1,7,0.6064563020663274,0.0,1,7.536103460750967e-08
*CC(*)c1ccc(C(=O)OCCCCCC)cc1,PI166,1,17,-0.2532909482921044,0.0,1,6.355311436536953e-08
*CC(*)Cc1ccccc1,PI26,1,9,-0.6845594280267867,0.0,1,5.76299970660317e-08
*C(C)C(*)OC(C)(C)C,PI285,2,8,-0.36387600271374515,5.056772713135747e-09,2,6.203431974050847e-08
*CC(*)c1ccccc1C(=O)OC(C)C,PI101,2,14,-0.3966414171225745,4.063513429198487e-09,2,6.1584313765056e-08
*CC(*)(C(=O)OC)c1ccccc1,PI220,2,12,-0.9971307039739722,1.0486285202518113e-09,2,5.333708808047853e-08
*CC(*)C(C)=O,PI246,1,5,1.2320608459268871,0.0,1,8.395319765769244e-08
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)C5CCC6C(=O)N(*)C(=O)C6C5C4=O)cc3)cc2)cc1,PI1067,3,36,1.288890116025036,7.797712695894784e-10,2,8.473370086774426e-08
*CC(*)OC(=O)c1cccc(C)c1,PI361,1,12,-0.37129513825047505,0.0,1,6.193242402563784e-08
*CC(*)c1ccc(C(C)(O)CC)cc1,PI140,2,13,-0.19922279989630884,4.5619416432139246e-09,2,6.429569584339297e-08
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,PI586,1,30,0.7923913380311973,0.0,1,7.791469915715182e-08
*CC(*)OC(=O)c1ccc(OC(C)=O)cc1,PI332,1,15,1.0718933689025834,0.0,1,8.175342930333094e-08
*C(=O)c1ccc2c(c1)C(=O)N(c1c(CC)cc(Cc3cc(CC)c(N4C(=O)c5ccc(*)cc5C4=O)c(CC)c3)cc1CC)C2=O,PI1070,5,45,0.21771288927887247,5.237016874709452e-09,5,7.002196407144464e-08
*C1CCC1*,PI72,2,4,0.31096285001394075,4.023302358721918e-09,2,7.130267546480279e-08
*CC(*)C(=O)OCCCCCCCCCCCCCCCC,PI424,2,21,1.4278722723548982,0.0,1,8.664250629438504e-08
*CC(*)C(C)c1ccccc1,PI28,2,10,-0.8427889515065865,1.7096778050202042e-09,2,5.5456844907158974e-08
*CC(*)C(C)CC,PI35,1,6,-0.4786659693048866,0.0,1,6.04577741109167e-08
*CC(*)c1ccccc1C(=O)OCCC(C)C,PI105,2,16,-0.5014529577526388,4.9862247710324895e-09,2,6.014481359602415e-08
*CC(*)C(=O)Oc1cccc(C(=O)OC)c1,PI467,3,15,-0.02906774955757708,3.125684843651403e-09,3,6.663263528967727e-08
*Oc1ccc(OC(=O)Oc2ccc(-c3ccc(OC(*)=O)cc3)cc2)cc1,PI815,1,26,2.0634053403442154,0.0,1,9.53710294445689e-08
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5ccccc5)c5c(=O)n(*)c(=O)c5c(-c5ccccc5)c4c3=O)c2)c1,PI1059,4,48,-0.4957519647407578,3.0774307168058934e-09,4,6.022311203868532e-08
*CC(*)P(=O)(OCC)N(C)C,PI381,3,10,-0.7913194223867722,4.65138703186457e-09,3,5.61637364901142e-08
*/C=C/CCCCCCCCCC*,PI55,1,12,1.737551597506533,0.0,1,9.0895696718089e-08
*CC(*)C(=O)c1ccc(Br)c(OC)c1,PI322,2,13,-1.4386754581877526,3.960910866154251e-09,2,4.7272834616547046e-08
*CC(*)c1cc(C)cc(C)c1,PI205,1,10,0.2191176166746736,0.0,1,7.004125684504136e-08
*CC(*)c1cc(C)c(C)cc1C,PI211,1,11,0.3715809075964631,0.0,1,7.213521454982978e-08
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1108,2,42,1.0139882738080919,2.6012802107299255e-09,2,8.095815052319615e-08
*CC(*)c1ccc(Cl)c(Cl)c1,PI208,1,10,-2.1743531033592243,0.0,1,3.716890819574297e-08
*CCC(C)C(*)C,PI51,2,6,0.20856184075713488,5.622230531688022e-09,2,6.989628195843808e-08
*CC(*)c1cc(C)ccc1C,PI192,1,10,-0.2803910677067718,0.0,1,6.318091654971213e-08
*CCC=C(*)C,PI522,1,5,-0.2833532399443021,0.0,1,6.314023355420425e-08
*CC(*)c1ccc(CCCC)cc1,PI121,2,12,0.317754408138365,1.8129782261539196e-09,2,7.139595192090036e-08
*CC(*)OC(=O)CCCCCCCCCCC,PI243,2,16,0.381619741279779,1.6811080949526895e-09,2,7.227308966069206e-08
*CC(*)CNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],PI396,1,16,-0.9812989439514378,0.0,1,5.355452426252023e-08
*CC(*)OCC(C)(C)C,PI276,1,8,-0.27501266953764075,0.0,1,6.325478441795491e-08
*c1ccc(S(*)(=O)=O)cc1,PI1137,1,9,-0.0055559733430721805,0.0,1,6.695555016748139e-08
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(C(c3cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)c3cccc4ccccc34)cc1C)C2=O,PI1002,5,51,0.5393853711880303,3.357634640710048e-09,5,7.443987062350524e-08
*/C=C\CC*,PI47,1,4,0.5339959222919921,0.0,1,7.436585098263174e-08
*CC(*)OC(=O)CC(C)(C)c1ccccc1,PI363,1,15,-0.8666943806862524,0.0,1,5.5128523530161323e-08
*CC(*)c1ccc(C#N)cc1,PI134,2,10,-0.6304633393995708,9.106137586188494e-10,2,5.837296228011713e-08
*C=CCCCCCCCC*,PI53,2,10,1.4002590311399394,1.2075061038295076e-09,2,8.626326117349948e-08
*CC(*)(C)C(=O)OC,PI437,1,7,-0.2937746813936945,0.0,1,6.299710364085907e-08
*c1ccc(C(C)(C)c2ccc(C(C)(C)c3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1084,4,47,0.962748393047998,6.634911780873573e-09,4,8.025441297128224e-08
*CC(*)c1ccc(F)cc1C,PI189,1,10,-1.1632281195723704,0.0,1,5.105587690475935e-08
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(C(=O)Nc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,PI1095,2,49,2.6902610539249583,0.0,1,1.0398037628017132e-07
*c1cccc(P(=O)(c2cccc(-n3c(=O)c4c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c5c(=O)n(*)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,PI1051,4,72,-1.7344519277049382,1.4350996316360887e-09,4,4.321058846210493e-08
*C1CCC(CC2CCC(N3C(=O)C4C5C=CC(C6C(=O)N(*)C(=O)C56)C4C3=O)C(C)C2)CC1C,PI1082,4,33,-0.11505298919345593,5.451499140129732e-09,4,6.545169885609347e-08
*CCC=C(*)CCC,PI77,1,7,-0.15255603380980898,0.0,1,6.493662543249985e-08
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI976,5,39,1.0765226041039453,9.050828776951566e-09,5,8.181700803535596e-08
*CC(*)c1ccc(COCCOCCCC)cc1,PI154,1,17,-0.24719246882047938,0.0,1,6.363687195711438e-08
*CC(*)CNc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,PI395,1,17,0.03129869336276752,0.0,1,6.746171865459407e-08
*CC(*)c1ccc(C(=O)CC)cc1,PI167,1,12,0.4600105792665962,0.0,1,7.334972324373285e-08
*CC(*)C(=O)OCC(C)(C)C,PI459,1,10,0.0651558895621583,0.0,1,6.792671935355324e-08
*CC(*)c1ccc(C(=O)CCCCC)cc1,PI170,1,15,-0.1392888679552754,0.0,1,6.511883902630229e-08
*CC(*)OC(=O)C(C)(C)CC(C)(C)C,PI367,1,13,-0.19852613664390847,0.0,1,6.430526393926829e-08
*CC(*)c1ccccc1C(=O)OCCN(C)C,PI108,2,16,-0.8229670656721152,5.8367035075206155e-09,2,5.5729082180246694e-08
*CC(*)c1ccc(COCCCC)cc1,PI150,2,14,0.008843913856614987,2.4677580126039912e-09,2,6.715332075584772e-08
*CC(*)C(=O)OCC(F)(F)C(F)(F)F,PI430,1,13,-1.797316424065864,0.0,1,4.234719639102514e-08
*Nc1ccc(*)cc1,PI1131,2,7,2.4939202047763316,3.105074775560352e-09,2,1.0128379645853827e-07
*CC(*)Cc1ccccc1C,PI295,1,10,-0.37503075986799667,0.0,1,6.188111834004696e-08
*CC(*)c1ccncc1,PI226,1,8,-0.8808905974261867,0.0,1,5.49335501877803e-08
*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,PI468,1,16,0.12690716216543085,0.0,1,6.877482221337176e-08
*CC(*)c1ccccc1COCCC(C)C,PI91,2,15,0.02712578330200755,3.122171686385585e-09,2,6.740440717246425e-08
*CC(*)c1ccccc1OC,PI110,1,10,-0.08277671594488635,0.0,1,6.589498688065388e-08
*CC(*)c1ccccc1COC(C)C,PI88,1,13,-0.22355667378886096,0.0,1,6.396149013120748e-08
*CCCC=C(*)c1ccc(OC)cc1,PI389,2,13,-0.4362926080293301,1.7739183975334154e-09,2,6.103973732176101e-08
*CC(*)O,PI241,1,3,1.2163555041728704,0.0,1,8.373749772642814e-08
*CC(*)(C)C,PI13,1,4,-0.1796409131557504,0.0,1,6.456463692663195e-08
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,PI961,4,58,0.14060806516318436,3.4348613771836306e-09,3,6.896299282953288e-08
*CC(*)c1cccc(C)c1,PI113,1,9,0.7697278186628964,0.0,1,7.760343438835433e-08
*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2)cc1C,PI582,2,25,3.1316947417639036,0.0,1,1.1004310433893857e-07
*CC(*)c1ccc(-c2ccccc2)cc1,PI132,1,14,-0.20292050174971143,0.0,1,6.424491095452477e-08
*CC(*)c1ccc(OC)cc1,PI178,1,10,-0.6059425135933151,0.0,1,5.8709735622830313e-08
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,PI583,1,27,0.14642709242931543,0.0,1,6.904291237544206e-08
*CC(*)C(=O)c1ccc(C(C)(C)C)cc1,PI323,1,14,-0.11689403026793152,0.0,1,6.54264136735461e-08
*c1ccc(Oc2cc(C(C)(C)C)ccc2Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI1037,3,46,1.7570493554149471,7.720834936381963e-09,3,9.116348236112202e-08
*CC1CC(*)C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1,PI398,1,34,1.0436376422689986,0.0,1,8.13653601744864e-08
*CC(*)OC(=O)c1ccccc1Cl,PI337,1,12,-0.9607177776572239,0.0,1,5.3837189627243394e-08
*CC(*)CCc1ccc(C)cc1,PI282,1,11,0.5547068672152324,0.0,1,7.46502987499157e-08
*CC(*)OC(=O)c1cccc(Cl)c1,PI338,1,12,-1.2458737602111871,0.0,1,4.9920807112309444e-08
*CC(*)c1ccc(C(=O)N2CCOCC2)cc1,PI159,2,16,-0.18896704988823185,2.4637035889281544e-09,2,6.443655012128477e-08
*c1ccc2c(c1)C(=O)N(c1c(C(C)C)cc(Cc3cc(C(C)C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,PI973,5,56,-0.851572536420968,1.9426984166710996e-09,5,5.5336209604090726e-08
*CC(*)C(=O)OC(C(F)(F)F)C(F)(F)F,PI431,1,14,-1.457875568420558,0.0,1,4.7009136919142667e-08
*c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)ccc1C)C2=O,PI974,5,38,-0.7909132682659833,3.1904065570039588e-09,5,5.6169314682382096e-08
*CC(*)OC(=O)C(C)(C)C(C)C(C)C,PI366,3,13,-0.7216712977324611,3.5907846900412005e-09,3,5.7120296107594664e-08
*c1ccc(Sc2ccc(Oc3ccc(Sc4ccc(N5C(=O)c6ccc(Oc7ccc(C(C)(C)c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)cc7)cc6C5=O)cc4)cc3)cc2)cc1,PI1114,1,66,0.49242718612619696,0.0,1,7.379493863483692e-08
*CC(*)OC(=O)C(F)(F)C(F)(F)F,PI352,1,12,-1.6501542936829716,0.0,1,4.436834702279532e-08
*CC(*)OC(=O)c1ccc(OCC)cc1,PI343,2,14,0.07131108228173597,1.899760950796954e-09,2,6.801125585503955e-08
*CC1(*)CCC(C)CC1,PI44,2,8,-0.4317323092506607,2.09484153505235e-10,2,6.110236926880871e-08
*CC(*)c1ccc(C(C)=NO)cc1,PI138,2,12,0.5034645930655772,5.828991490592729e-09,2,7.394652832676779e-08
*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)F,PI311,1,13,-1.763430972811737,0.0,1,4.28125851498852e-08
*CC(*)C(=O)OCCC#N,PI460,1,9,0.6205445853452062,0.0,1,7.555452557271639e-08
*CC(*)Cc1cccc(C)c1,PI294,1,10,-0.7350808380960939,0.0,1,5.693612711719484e-08
*CC(*)c1ccc(C)nc1,PI228,1,9,-0.13174368229783334,0.0,1,6.52224659357435e-08
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI987,4,38,1.1836167567231954,1.8530293727394632e-09,4,8.328785799969198e-08
*CC(*)(C)CC,PI14,2,5,0.008988083943875642,1.7910586800542042e-09,2,6.715530081323199e-08
*C(C)C(*)O,PI297,2,4,0.5002691872676568,5.880734176502112e-09,2,7.390264206044081e-08
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4c3)cc1)C2=O,PI1049,5,55,-0.48543774792160677,2.4991644183091474e-09,5,6.036476931006351e-08
*CC(*)CCN(C(C)C)C(C)C,PI264,2,11,0.21922568163461809,4.087263107881632e-09,2,7.004274102824458e-08
